Gene	Resolved_Isoform
LOC552827	XP_625205.1
LOC552828	XP_625206.1
LOC552829	XP_026300528.1
LOC552830	XP_006566799.1
LOC552831	XP_625209.1
LOC552832	XP_625210.1
LOC552833	XP_016770587.1
LOC552835	XP_625213.1
LOC552836	XP_625215.4
LOC552838	XP_006566787.1
LOC552839	XP_006563534.2
LOC552840	XP_006570297.1
LOC552841	XP_625220.1
LOC552842	XP_026296402.1
LOC552843	XP_625222.4
LOC552844	XP_006563530.1
LOC552845	XP_625224.4
LOC552846	XP_625225.1
LOC552847	XP_625226.1
LOC552848	XP_625227.2
LOC552849	XP_625228.3
LOC552850	XP_625229.1
LOC552851	XP_625230.3
LOC678674	NP_001035360.1
LOC724113	XP_001119829.1
LOC724114	XP_026295010.1
LOC724115	XP_026299922.1
LOC724117	XP_016773366.1
LOC724118	XP_006571694.1
LOC724119	XP_026299247.1
LOC724120	XP_026300554.1
LOC724121	XP_003249662.1
LOC724123	XP_006559253.1
LOC724125	XP_006563749.1
LOC724126	XP_001119858.2
LOC724128	XP_006559771.1
LOC724129	XP_016766753.1
LOC724131	XP_026295494.1
LOC724133	XP_006567864.2
LOC724138	XP_001119871.2
LOC724141	XP_006562948.1
LOC724142	XP_001119826.1
LOC724144	XP_001119900.1
LOC724145	XP_006571469.1
LOC724146	XP_006571400.1
LOC724148	XP_001119904.4
LOC724150	XP_006560833.2
LOC724151	XP_001119907.2
LOC724152	XP_001119908.1
LOC724154	XP_001119910.3
LOC724155	XP_003251540.1
LOC724156	XP_001119912.1
LOC724157	XP_016771788.1
LOC724158	XP_001119914.2
LOC724159	XP_026300771.1
LOC724160	XP_001119915.1
LOC724161	XP_001119916.1
LOC724162	XP_006561174.1
LOC724164	XP_001119919.1
LOC724166	XP_001119921.1
LOC724167	XP_016766924.2
LOC724168	XP_026296662.1
LOC724169	XP_026296839.1
LOC724170	XP_006569996.2
LOC724172	XP_026297319.1
LOC724175	XP_001119928.2
LOC724176	XP_001119929.2
LOC724177	XP_016769429.1
LOC724178	XP_001119931.1
LOC724179	XP_026299776.1
LOC724186	XP_006559251.1
LOC724187	XP_026302300.1
LOC724188	XP_001119885.1
LOC724189	XP_026296142.1
LOC724192	XP_001119962.3
LOC724193	XP_001119963.2
LOC724195	XP_016771062.1
LOC724196	XP_001119966.1
LOC724197	XP_001119967.1
LOC724199	XP_016773440.1
LOC724201	XP_001119971.2
LOC724202	XP_026300224.1
LOC724203	XP_001119973.4
LOC724205	XP_006560145.1
LOC724206	XP_026300783.1
LOC724207	XP_006559259.3
LOC724208	XP_016772143.2
LOC724211	XP_001119981.4
LOC724212	XP_001119982.2
LOC724214	XP_006566843.1
LOC724215	XP_026295484.1
LOC724216	NP_001314896.1
LOC724218	XP_006569994.1
LOC724220	XP_003251208.1
LOC724221	XP_026296949.1
LOC724223	XP_001119992.2
LOC724225	NP_001314889.1
LOC724226	XP_026296165.1
LOC724227	XP_001119995.3
LOC724233	XP_006561975.1
LOC724234	XP_026300068.1
LOC724235	XP_006570134.1
LOC724236	XP_001120029.4
LOC724237	XP_001120030.2
LOC724238	XP_006559917.2
LOC724239	XP_001120032.3
LOC724240	XP_026299704.1
LOC724241	XP_001120034.1
LOC724242	XP_006559303.1
LOC724243	XP_026300133.1
LOC724244	XP_001120037.2
LOC724246	XP_001120039.2
LOC724247	XP_001120040.2
LOC724249	XP_026301204.1
LOC724250	XP_001120043.2
LOC724251	XP_016772284.1
LOC724252	XP_001120045.3
LOC724256	XP_006566840.1
LOC724258	XP_016767624.2
LOC724259	XP_026297165.1
LOC724260	XP_001120052.1
LOC724262	XP_001120054.2
LOC724263	XP_006560218.1
LOC724264	XP_001120056.1
LOC724267	XP_001120059.3
LOC724269	XP_006567415.1
LOC724270	XP_006571871.1
LOC724274	XP_001119884.1
LOC724275	XP_016766496.1
LOC724279	XP_026301958.1
LOC724280	XP_001120086.2
LOC724281	XP_016773403.2
LOC724282	XP_026301019.1
LOC724283	XP_006571670.1
LOC724285	XP_026299298.1
LOC724286	XP_006559014.1
LOC724287	XP_026299767.1
LOC724288	XP_006564440.1
LOC724290	NP_001242964.1
LOC724291	XP_026300252.1
LOC724292	XP_026300207.1
LOC724293	XP_006565008.1
LOC724294	XP_006565670.1
LOC724295	XP_026301426.1
LOC724296	XP_001120100.2
LOC724299	XP_026295003.1
LOC724300	NP_001229486.1
LOC724301	XP_006557322.1
LOC724303	XP_026295984.1
LOC724304	XP_006569442.1
LOC724306	XP_006564861.1
LOC724307	XP_001120111.2
LOC724308	XP_001120112.3
LOC724309	XP_026297183.1
LOC724310	XP_001120114.2
LOC724311	XP_006570728.2
LOC724312	XP_001120116.2
LOC724313	XP_026297688.1
LOC724315	XP_006561652.2
LOC724319	XP_026294980.1
LOC724320	XP_026298051.1
LOC724321	XP_026298966.1
LOC724322	XP_016770574.1
LOC724323	XP_026297332.1
LOC724326	XP_001119897.1
LOC724327	XP_006563353.1
LOC724328	XP_001120149.1
LOC724329	XP_006568646.1
LOC724330	XP_001120151.1
LOC724331	XP_026302109.1
LOC724332	XP_001120153.2
LOC724333	XP_001120154.1
LOC724334	XP_006569262.2
LOC724335	XP_026299570.1
LOC724336	XP_026299442.1
LOC724338	XP_001120159.2
LOC724339	XP_001120160.2
LOC724341	XP_006568873.1
LOC724343	XP_001120164.2
LOC724344	XP_006568463.2
LOC724346	XP_006567287.1
LOC724348	XP_016767782.1
LOC724349	XP_026296847.1
LOC724350	XP_026297058.1
LOC724352	XP_001120173.1
LOC724353	XP_001120174.2
LOC724355	XP_026297680.1
LOC724356	XP_001120177.2
LOC724357	XP_001120178.3
LOC724358	XP_006561898.2
LOC724361	XP_001120182.3
LOC724363	XP_001120184.2
LOC724365	XP_001119944.1
LOC724366	XP_003249459.1
LOC724367	XP_001120006.2
LOC724368	XP_016767139.1
LOC724369	XP_006565645.2
LOC724370	XP_026296631.1
LOC724372	XP_006558645.1
LOC724373	XP_026301492.1
LOC724378	XP_001120213.2
LOC724379	XP_006559349.1
LOC724380	XP_001120215.2
LOC724382	XP_001120217.1
LOC724383	XP_003249699.1
LOC724385	XP_026296779.1
LOC724386	XP_001120220.1
LOC724388	XP_001120222.1
LOC724389	XP_026297205.1
LOC724390	XP_001120224.2
LOC724391	XP_026296950.1
LOC724393	XP_001120227.2
LOC724395	XP_026298740.1
LOC724398	XP_001120232.3
LOC724399	XP_001120233.1
LOC724402	XP_026295645.1
LOC724405	XP_003249689.1
LOC724407	XP_026300231.1
LOC724408	XP_001119898.1
LOC724411	XP_026301893.1
LOC724412	XP_001120268.3
LOC724413	XP_006571255.1
LOC724415	XP_006571675.2
LOC724417	XP_026299270.1
LOC724418	XP_001120274.3
LOC724420	XP_001120276.2
LOC724421	XP_026301410.1
LOC724422	XP_006559411.2
LOC724423	XP_006563216.3
LOC724424	XP_006561175.2
LOC724425	XP_016773548.1
LOC724429	XP_016767355.2
LOC724430	XP_026295949.1
LOC724431	XP_026296629.1
LOC724432	XP_006564230.1
LOC724433	XP_001120289.2
LOC724435	XP_001120291.5
LOC724436	XP_001120293.2
LOC724437	XP_006559496.1
LOC724439	XP_001120296.2
LOC724440	XP_001120297.2
LOC724442	XP_016768172.2
LOC724443	XP_026298168.1
LOC724446	XP_026299502.1
LOC724449	XP_001120137.1
LOC724450	XP_001119836.2
LOC724451	XP_026298822.1
LOC724453	XP_003251334.1
LOC724455	XP_026297269.1
LOC724457	XP_001120319.3
LOC724458	XP_026298941.1
LOC724460	XP_026299726.1
LOC724462	XP_026300225.1
LOC724463	XP_001120325.2
LOC724464	NP_001167612.1
LOC724465	XP_001120327.2
LOC724466	XP_001120328.1
LOC724467	XP_001120329.1
LOC724468	XP_026301665.1
LOC724471	XP_026302246.1
LOC724472	XP_006562728.3
LOC724473	XP_026295777.1
LOC724474	XP_001120336.2
LOC724475	XP_006559113.3
LOC724477	XP_016769421.1
LOC724480	XP_026297132.1
LOC724481	XP_006567357.1
LOC724483	XP_026295374.1
LOC724486	XP_001119998.2
LOC724487	XP_001119883.1
LOC724488	XP_001120194.1
LOC724489	XP_001120009.1
LOC724493	XP_001120018.1
LOC724494	XP_006569234.1
LOC724495	XP_026301817.1
LOC724496	XP_006571180.1
LOC724497	XP_006571256.1
LOC724498	XP_026299032.1
LOC724499	XP_001120371.1
LOC724501	XP_026299508.1
LOC724502	XP_006566682.1
LOC724505	XP_006565122.1
LOC724506	XP_006563097.2
LOC724507	XP_001120381.1
LOC724508	XP_016773625.2
LOC724509	XP_003249202.3
LOC724510	XP_001120383.2
LOC724511	XP_001120384.3
LOC724513	XP_001120386.3
LOC724515	XP_026296698.1
LOC724516	XP_001120390.3
LOC724517	XP_001120391.3
LOC724518	XP_026297458.1
LOC724519	XP_001120393.2
LOC724520	XP_026298634.1
LOC724521	XP_026298572.1
LOC724524	XP_026296570.1
LOC724527	XP_001120401.1
LOC724529	XP_006571967.1
LOC724531	XP_006560618.1
LOC724532	XP_001120011.1
LOC724533	XP_006559497.1
LOC724535	XP_026297027.1
LOC724536	XP_001120425.1
LOC724537	XP_016767761.1
LOC724538	XP_016773319.1
LOC724539	XP_026300692.1
LOC724540	XP_026296323.1
LOC724541	NP_001207416.1
LOC724542	XP_003249595.1
LOC724543	XP_001120432.1
LOC724545	XP_026299827.1
LOC724546	XP_026299983.1
LOC724548	XP_001120437.3
LOC724550	XP_001120439.3
LOC724551	XP_001120441.2
LOC724552	XP_001120442.2
LOC724553	XP_006564290.2
LOC724554	XP_016766332.1
LOC724555	XP_026295090.1
LOC724557	XP_026295377.1
LOC724558	XP_001120447.3
LOC724559	XP_001120448.3
LOC724560	XP_001120449.2
LOC724561	XP_001120450.1
LOC724563	XP_001120452.2
LOC724564	XP_006569991.2
LOC724565	XP_016768428.1
LOC724567	XP_006565156.2
LOC724568	XP_006565549.1
LOC724569	XP_006569489.2
LOC724570	XP_026298358.1
LOC724571	XP_001120461.3
LOC724578	XP_026297937.1
LOC724580	XP_001119879.1
LOC724583	XP_006561735.1
LOC724585	XP_001120482.1
LOC724587	XP_001120484.2
LOC724590	XP_026300226.1
LOC724591	XP_001120488.2
LOC724592	XP_026300627.1
LOC724593	XP_026300954.1
LOC724594	XP_016771561.1
LOC724596	XP_001120493.3
LOC724598	XP_026294941.1
LOC724599	XP_026302168.1
LOC724600	XP_001120497.1
LOC724602	NP_001314890.1
LOC724603	XP_016766757.2
LOC724604	XP_026295829.1
LOC724607	XP_026296813.1
LOC724608	XP_026296684.1
LOC724610	XP_026297068.1
LOC724611	XP_026297210.1
LOC724612	XP_026297434.1
LOC724613	XP_026297852.1
LOC724616	XP_016769668.1
LOC724617	XP_026297393.1
LOC724618	XP_026302034.1
LOC724619	XP_001120513.4
LOC724620	XP_026297155.1
LOC724622	XP_026299709.1
LOC724624	XP_001120518.2
LOC724625	XP_001119937.1
LOC724626	XP_001119823.1
LOC724628	XP_026295463.1
LOC724629	XP_006569436.1
LOC724630	XP_006558272.1
LOC724631	XP_006560912.1
LOC724633	XP_003251406.1
LOC724634	XP_026301794.1
LOC724635	XP_001120526.3
LOC724636	XP_026300349.1
LOC724638	XP_001120529.2
LOC724639	XP_001120530.1
LOC724640	XP_006558409.1
LOC724642	XP_006565262.1
LOC724643	XP_016771254.1
LOC724644	XP_001120535.2
LOC724645	XP_006565068.1
LOC724646	XP_006560279.2
LOC724647	XP_026301211.1
LOC724648	XP_001120540.2
LOC724651	XP_016766926.2
LOC724652	XP_016766575.2
LOC724653	XP_006567274.1
LOC724654	XP_006569990.1
LOC724655	XP_016768288.1
LOC724656	XP_026296977.1
LOC724658	XP_006570991.1
LOC724659	XP_001120551.1
LOC724660	XP_026297660.1
LOC724663	XP_026298507.1
LOC724664	XP_006561909.1
LOC724665	XP_001120556.1
LOC724666	XP_006571825.1
LOC724669	XP_026294924.1
LOC724672	XP_006568414.1
LOC724673	XP_026294842.1
LOC724676	XP_001120141.1
LOC724678	XP_001119899.1
LOC724679	XP_026300253.1
LOC724680	XP_026301644.1
LOC724681	XP_001120572.3
LOC724683	XP_016770019.1
LOC724685	XP_006566695.1
LOC724686	XP_003249321.1
LOC724687	XP_001120578.2
LOC724688	XP_001120579.2
LOC724690	XP_001120581.3
LOC724692	XP_001120583.1
LOC724695	XP_016766978.1
LOC724698	XP_001120589.2
LOC724700	XP_006565633.1
LOC724701	XP_006567703.2
LOC724703	XP_001120594.2
LOC724704	XP_016768488.1
LOC724705	XP_016768628.1
LOC724706	XP_026297590.1
LOC724708	XP_001120599.1
LOC724710	XP_001120601.2
LOC724712	XP_006558381.1
LOC724715	XP_001120606.1
LOC724716	XP_006559190.1
LOC724717	XP_001119946.2
LOC724718	XP_026298538.1
LOC724719	XP_006570132.1
LOC724720	XP_001120612.1
LOC724721	XP_001120613.2
LOC724724	XP_026299041.1
LOC724727	XP_006565258.1
LOC724728	XP_001120619.2
LOC724731	XP_001120622.3
LOC724732	XP_026301209.1
LOC724733	XP_016772024.1
LOC724734	XP_001120626.2
LOC724735	XP_006558401.1
LOC724736	XP_006559187.1
LOC724737	XP_026295522.1
LOC724738	XP_006560637.2
LOC724739	XP_026295946.1
LOC724740	XP_003251005.1
LOC724741	XP_001120633.2
LOC724742	XP_026296474.1
LOC724743	XP_006567844.1
LOC724744	XP_001120636.1
LOC724745	XP_006559962.1
LOC724747	XP_016768285.1
LOC724749	XP_006565554.1
LOC724750	XP_026298363.1
LOC724752	XP_006558845.1
LOC724756	XP_001119824.1
LOC724757	XP_003251221.1
LOC724760	XP_006568661.1
LOC724761	XP_001120658.2
LOC724762	XP_001120659.3
LOC724763	XP_001120660.2
LOC724765	XP_026298879.1
LOC724767	XP_001120664.2
LOC724768	XP_001120665.2
LOC724769	XP_001120666.1
LOC724770	XP_001120667.3
LOC724772	XP_001120669.2
LOC724773	XP_001120670.2
LOC724775	XP_001120674.3
LOC724776	XP_016766473.2
LOC724778	XP_001120677.3
LOC724779	XP_026295178.1
LOC724780	XP_001120679.2
LOC724781	XP_001120680.3
LOC724783	XP_016768372.2
LOC724784	XP_026297077.1
LOC724785	XP_006564611.1
LOC724786	XP_001120685.1
LOC724787	XP_006558414.2
LOC724789	XP_006558000.1
LOC724790	XP_001120690.1
LOC724791	XP_001120000.1
LOC724792	XP_026302173.1
LOC724793	XP_006562702.1
LOC724794	XP_001119891.2
LOC724795	XP_001120697.3
LOC724796	XP_001120698.3
LOC724798	XP_026297563.1
LOC724799	XP_006557525.1
LOC724801	XP_001120703.1
LOC724802	XP_006566993.1
LOC724803	XP_016771389.1
LOC724804	XP_026300873.1
LOC724806	XP_026301406.1
LOC724807	XP_016772575.2
LOC724808	XP_001120710.2
LOC724809	XP_026295585.1
LOC724810	XP_001120712.2
LOC724811	XP_026295673.1
LOC724816	XP_026296935.1
LOC724817	XP_016768598.1
LOC724819	XP_001120720.2
LOC724822	XP_026299073.1
LOC724823	XP_026297539.1
LOC724826	XP_006571817.1
LOC724827	XP_001120728.1
LOC724829	XP_001120067.1
LOC724830	XP_026296114.1
LOC724831	XP_026296522.1
LOC724832	XP_003251671.1
LOC724835	XP_026296644.1
LOC724838	XP_026299150.1
LOC724842	XP_001120746.2
LOC724843	XP_006560866.2
LOC724846	XP_006563066.1
LOC724847	XP_001120751.2
LOC724850	XP_001120754.2
LOC724851	XP_001120755.1
LOC724852	XP_006568841.1
LOC724853	XP_001120757.4
LOC724855	XP_006569396.1
LOC724856	XP_001120760.2
LOC724859	XP_016768105.1
LOC724860	XP_016768245.1
LOC724861	XP_016768386.1
LOC724862	XP_001120765.2
LOC724863	XP_026297509.1
LOC724864	XP_016769166.1
LOC724865	XP_026301458.1
LOC724867	XP_001120770.1
LOC724868	XP_006562215.1
LOC724869	XP_001120014.1
LOC724870	XP_006569767.2
LOC724872	XP_001120083.1
LOC724873	XP_001120025.2
LOC724874	XP_006558624.1
LOC724875	XP_003251260.2
LOC724876	XP_006559033.1
LOC724877	XP_026299429.1
LOC724878	XP_016770248.2
LOC724879	XP_001120779.3
LOC724885	XP_001120785.2
LOC724886	NP_001106140.1
LOC724888	XP_001120788.1
LOC724889	XP_026295814.1
LOC724890	XP_026295929.1
LOC724891	XP_006559844.1
LOC724892	XP_001120792.2
LOC724893	XP_026297534.1
LOC724895	XP_006561761.1
LOC724896	XP_003250388.1
LOC724899	XP_026300526.1
LOC724900	XP_016766786.1
LOC724901	XP_001119959.2
LOC724903	NP_001314891.1
LOC724904	XP_001120805.1
LOC724907	XP_026298987.1
LOC724908	XP_026299066.1
LOC724909	XP_016769779.1
LOC724911	XP_016771072.1
LOC724912	XP_026300278.1
LOC724913	XP_026299979.1
LOC724914	XP_001120814.2
LOC724915	XP_001120815.2
LOC724916	XP_016772368.1
LOC724917	XP_001120817.2
LOC724919	XP_026294732.1
LOC724920	XP_001120820.2
LOC724921	XP_016766750.1
LOC724922	XP_016767343.2
LOC724923	XP_026295930.1
LOC724924	XP_003249799.2
LOC724925	XP_006562219.1
LOC724926	XP_006567697.2
LOC724927	XP_026296801.1
LOC724928	XP_003250415.1
LOC724929	XP_016768045.1
LOC724930	XP_006570976.2
LOC724931	XP_016769228.1
LOC724932	XP_001120832.2
LOC724933	XP_016768886.2
LOC724934	XP_016769119.1
LOC724935	XP_016769188.1
LOC724936	XP_026298737.1
LOC724937	XP_001120836.2
LOC724942	XP_026299881.1
LOC724943	XP_001120842.5
LOC724946	NP_001352068.1
LOC724947	XP_016766914.1
LOC724948	XP_026301820.1
LOC724950	XP_016773439.2
LOC724951	XP_006562088.1
LOC724952	XP_026299683.1
LOC724953	XP_001120854.3
LOC724954	XP_001120855.2
LOC724955	XP_006564454.1
LOC724959	XP_026300239.1
LOC724961	XP_016771427.1
LOC724962	XP_016771325.1
LOC724965	XP_026301298.1
LOC724969	XP_006564032.3
LOC724971	XP_001120871.3
LOC724973	XP_006569388.2
LOC724974	XP_001120874.3
LOC724976	XP_026297036.1
LOC724977	XP_026297080.1
LOC724979	XP_016769298.2
LOC724983	XP_006560675.1
LOC724985	XP_001120885.2
LOC724986	XP_026302236.1
LOC724988	XP_001120888.2
LOC724991	XP_006571145.1
LOC724992	XP_006559947.1
LOC724993	XP_006571730.2
LOC724994	XP_026302096.1
LOC724995	XP_001120897.2
LOC724996	XP_006566165.1
LOC724997	XP_001120899.3
LOC724998	XP_026299902.1
LOC724999	XP_001120901.3
LOC725003	XP_026300496.1
LOC725005	XP_026301407.1
LOC725007	XP_016772605.1
LOC725008	XP_001120910.2
LOC725009	XP_001120911.2
LOC725011	XP_001120913.2
LOC725012	XP_001120914.2
LOC725013	XP_001120915.2
LOC725015	XP_026296553.1
LOC725017	XP_026296993.1
LOC725018	XP_001120920.1
LOC725019	XP_006562621.2
LOC725020	XP_026298033.1
LOC725021	XP_026298217.1
LOC725023	XP_003251239.1
LOC725024	XP_026298663.1
LOC725025	XP_003249894.1
LOC725026	XP_006561752.1
LOC725028	XP_001120930.3
LOC725031	XP_003251850.1
LOC725033	XP_001119882.2
LOC725036	XP_026295517.1
LOC725037	XP_016766748.2
LOC725038	XP_001120140.3
LOC725039	XP_006569762.1
LOC725040	XP_006563301.1
LOC725041	XP_001120937.2
LOC725042	XP_006571445.1
LOC725044	XP_026301784.1
LOC725045	XP_001120941.3
LOC725046	XP_016769816.2
LOC725047	XP_001120943.2
LOC725048	XP_026299044.1
LOC725049	XP_003251342.1
LOC725050	XP_001120946.2
LOC725051	XP_026299794.1
LOC725052	XP_001120948.1
LOC725053	XP_001120949.1
LOC725054	XP_001120950.1
LOC725055	XP_006563149.2
LOC725056	XP_001120952.2
LOC725057	XP_026297968.1
LOC725058	XP_001120954.1
LOC725059	XP_001120955.2
LOC725060	XP_001120956.3
LOC725061	XP_001120957.3
LOC725062	XP_001120958.2
LOC725064	XP_006562620.2
LOC725065	XP_026297843.1
LOC725067	XP_006561685.1
LOC725068	XP_026295158.1
LOC725069	XP_026299582.1
LOC725070	XP_001120965.1
LOC725074	XP_006560077.1
LOC725076	XP_006561688.1
LOC725078	XP_006571147.1
LOC725079	XP_001120969.2
LOC725081	XP_006571782.1
LOC725082	XP_001120972.2
LOC725084	XP_001120973.1
LOC725085	XP_026300268.1
LOC725086	XP_006566978.1
LOC725087	XP_026300530.1
LOC725088	XP_026301112.1
LOC725089	NP_001167613.1
LOC725091	XP_001120980.3
LOC725092	XP_001120981.3
LOC725093	XP_026296790.1
LOC725097	XP_026297053.1
LOC725098	XP_026296879.1
LOC725099	XP_026300441.1
LOC725101	XP_001120007.2
LOC725102	XP_001120012.2
LOC725105	XP_026301916.1
LOC725106	XP_001120991.3
LOC725107	XP_006560495.3
LOC725108	XP_006562091.2
LOC725111	XP_026300549.1
LOC725114	XP_001120999.2
LOC725115	XP_006563581.1
LOC725117	XP_016772477.2
LOC725118	XP_026301495.1
LOC725119	XP_006561196.1
LOC725122	XP_016766866.1
LOC725123	XP_016766557.1
LOC725125	XP_001121010.1
LOC725127	XP_006561132.1
LOC725128	XP_006567818.1
LOC725130	XP_001121014.2
LOC725131	XP_026297481.1
LOC725134	XP_016769292.1
LOC725135	XP_001121019.2
LOC725136	XP_026298741.1
LOC725138	XP_001121022.1
LOC725142	XP_001120188.1
LOC725143	XP_006568251.2
LOC725144	XP_006568964.1
LOC725146	XP_026296339.1
LOC725147	XP_006564279.1
LOC725148	XP_006567673.1
LOC725149	XP_026301035.1
LOC725150	XP_006568678.1
LOC725151	XP_026300726.1
LOC725154	XP_006571638.2
LOC725155	XP_026299170.1
LOC725156	XP_006561268.2
LOC725157	XP_016770941.1
LOC725158	XP_001121036.2
LOC725159	XP_016771320.1
LOC725164	XP_026302232.1
LOC725165	XP_001121043.2
LOC725167	XP_016766648.1
LOC725169	XP_026296135.1
LOC725170	XP_003250018.1
LOC725171	XP_006564274.1
LOC725173	XP_001121051.2
LOC725174	XP_001121052.1
LOC725175	XP_016768625.1
LOC725178	XP_003249914.1
LOC725179	XP_026300730.1
LOC725183	XP_026299847.1
LOC725184	XP_001120069.1
LOC725186	XP_001120359.2
LOC725187	NP_001229455.1
LOC725189	XP_026302076.1
LOC725190	XP_026297723.1
LOC725191	XP_006560499.1
LOC725192	XP_001121067.3
LOC725193	XP_026299097.1
LOC725194	XP_006558116.1
LOC725196	XP_006558376.1
LOC725197	XP_016771060.1
LOC725200	XP_001121075.2
LOC725201	XP_001121076.4
LOC725202	XP_001121077.2
LOC725204	XP_001121079.2
LOC725205	XP_026294912.1
LOC725207	XP_006560650.1
LOC725208	XP_006562743.1
LOC725209	XP_026295811.1
LOC725210	XP_001121086.2
LOC725211	XP_006561135.1
LOC725212	XP_001121088.2
LOC725215	XP_026296694.1
LOC725216	XP_001121092.2
LOC725217	XP_006565461.1
LOC725218	XP_026297302.1
LOC725219	XP_001121096.1
LOC725220	XP_006558688.2
LOC725224	XP_026299082.1
LOC725225	XP_001121102.2
LOC725227	XP_001121104.2
LOC725230	XP_003251624.1
LOC725234	XP_016768797.1
LOC725237	XP_001121110.2
LOC725238	XP_003251627.1
LOC725239	XP_001121112.2
LOC725240	XP_006562944.1
LOC725241	XP_016770007.2
LOC725243	XP_026299687.1
LOC725244	XP_026299526.1
LOC725245	XP_016770620.1
LOC725246	XP_016770959.2
LOC725247	XP_006558600.1
LOC725248	XP_016772317.2
LOC725250	XP_026301256.1
LOC725251	XP_016772612.2
LOC725252	XP_001121123.3
LOC725253	XP_003250159.1
LOC725254	XP_001121126.2
LOC725255	XP_006560080.1
LOC725258	XP_016768214.1
LOC725260	XP_001121132.2
LOC725261	XP_016768764.1
LOC725263	XP_001121135.1
LOC725264	XP_006559975.1
LOC725266	XP_026296227.1
LOC725267	XP_026296876.1
LOC725268	XP_006572265.1
LOC725269	XP_026296195.1
LOC725270	XP_026294936.1
LOC725272	XP_001120132.1
LOC725273	XP_016769684.1
LOC725274	XP_001120471.1
LOC725279	XP_001121147.2
LOC725281	XP_016772830.1
LOC725283	XP_001121151.3
LOC725284	XP_016767448.1
LOC725286	XP_026299087.1
LOC725287	XP_001121155.2
LOC725288	XP_026299490.1
LOC725289	XP_016770225.2
LOC725290	XP_006558552.2
LOC725291	XP_001121159.1
LOC725294	XP_026294901.1
LOC725295	XP_026302270.1
LOC725298	XP_016767563.2
LOC725299	XP_001121167.2
LOC725301	XP_001121169.2
LOC725302	XP_006561923.1
LOC725303	XP_001121172.2
LOC725305	XP_006572650.1
LOC725306	XP_006558646.1
LOC725308	XP_001120186.1
LOC725309	XP_001120351.1
LOC725310	XP_006564978.1
LOC725311	XP_016767133.1
LOC725312	XP_003250346.1
LOC725315	XP_001119960.1
LOC725316	XP_001120146.1
LOC725317	XP_001121177.2
LOC725318	XP_016773334.2
LOC725320	XP_006571158.1
LOC725323	XP_006564475.2
LOC725324	XP_001121184.1
LOC725325	XP_006564785.1
LOC725326	XP_006564039.2
LOC725327	XP_001121187.2
LOC725328	XP_001121188.2
LOC725329	XP_001121189.3
LOC725330	XP_001121190.3
LOC725331	XP_006559647.1
LOC725332	XP_026298161.1
LOC725334	XP_026297954.1
LOC725335	XP_001121195.3
LOC725336	XP_016769359.1
LOC725337	XP_006572387.1
LOC725341	XP_026295961.1
LOC725343	XP_026301979.1
LOC725344	XP_003251626.1
LOC725345	XP_006563324.2
LOC725346	XP_006565018.1
LOC725348	XP_006571175.2
LOC725350	XP_001121210.2
LOC725351	XP_026299848.1
LOC725352	XP_003251537.1
LOC725353	XP_006562326.2
LOC725354	XP_016771408.2
LOC725357	XP_026302235.1
LOC725358	XP_001121218.1
LOC725359	XP_016766963.1
LOC725360	XP_001121220.1
LOC725361	XP_006562213.1
LOC725362	XP_026296449.1
LOC725363	XP_001121223.1
LOC725364	XP_016767919.1
LOC725365	XP_006570980.1
LOC725366	XP_006564335.1
LOC725368	XP_001121229.2
LOC725370	XP_006564670.1
LOC725372	NP_001165877.1
LOC725374	XP_006562044.3
LOC725376	XP_026302175.1
LOC725378	XP_003249581.1
LOC725379	XP_001120192.2
LOC725380	XP_006563422.1
LOC725383	XP_026298716.1
LOC725386	XP_026302087.1
LOC725387	XP_001121241.3
LOC725388	XP_006571749.1
LOC725389	XP_006566178.2
LOC725390	XP_006558611.1
LOC725391	XP_026299908.1
LOC725393	XP_016771349.1
LOC725394	XP_016772111.2
LOC725395	XP_026301491.1
LOC725396	XP_001121250.4
LOC725397	XP_001121251.1
LOC725400	XP_001121254.2
LOC725401	XP_001121255.1
LOC725404	XP_026296530.1
LOC725405	XP_026297331.1
LOC725406	XP_026297773.1
LOC725407	XP_006564338.1
LOC725408	XP_006569451.2
LOC725409	XP_026296469.1
LOC725414	XP_006570899.1
LOC725415	XP_006571498.1
LOC725416	XP_001120253.1
LOC725417	XP_016768400.1
LOC725418	XP_001121269.2
LOC725419	XP_001121270.1
LOC725420	XP_001121271.2
LOC725421	XP_016771358.1
LOC725422	XP_006566174.2
LOC725424	XP_016770163.2
LOC725426	XP_001121276.2
LOC725427	XP_001121277.2
LOC725429	XP_001121279.1
LOC725432	XP_001121282.3
LOC725434	XP_016767157.1
LOC725435	XP_026296407.1
LOC725436	XP_026297347.1
LOC725438	XP_026298009.1
LOC725439	XP_016768850.2
LOC725441	XP_026294799.1
LOC725444	XP_026301763.1
LOC725450	XP_001120346.1
LOC725452	XP_001120519.2
LOC725453	XP_003249385.1
LOC725455	XP_026300714.1
LOC725456	XP_006565021.2
LOC725457	XP_026302089.1
LOC725458	XP_006571173.2
LOC725459	XP_006571427.1
LOC725460	XP_001121303.2
LOC725461	XP_026299125.1
LOC725462	XP_006566538.1
LOC725465	XP_003250974.1
LOC725467	XP_026300900.1
LOC725468	XP_016772130.1
LOC725469	XP_026301567.1
LOC725470	XP_016772466.2
LOC725473	XP_006568827.1
LOC725474	XP_001121316.2
LOC725475	XP_016767214.1
LOC725477	XP_001121319.3
