Gene	lnL_Null	lnL_Alt	LRT	SocOrigin	Class	Gene_Desc	pvalue	adj_pvalue
LOC408790	-9097.199386	-9097.199386	0	Nova	Random	 protein croquemort 	1	1
LOC408794	-10543.42876	-10529.979109	26.8993	Nova	Random	 ATP-dependent RNA helicase Ddx1 	2.14336498703756e-07	0.00106911045553434
LOC408796	-7214.994572	-7213.78016	2.42882	Nova	Random	 vacuolar protein sorting-associated protein 35 	0.119122538488775	1
LOC408799	-1410.841651	-1410.841651	0	Nova	Random	 40S ribosomal protein S24 	1	1
LOC408803	-3497.5953	-3497.5953	0	Nova	Random	 tensin-1 	1	1
LOC408805	-4218.822386	-4218.749354	0.146064	Nova	Random	 progestin and adipoQ receptor family member 3 	0.702325480604859	1
LOC408810	-48.980769	-48.980769	0	Nova	Random	 rap guanine nucleotide exchange factor 2 	1	1
LOC408814	-3018.911618	-3018.90713	0.008976	Nova	Random	 gamma-secretase subunit Aph-1 	0.924519952018303	1
LOC408821	-20674.066591	-20674.06659	2e-06	Nova	Random	 uncharacterized LOC408821 	0.998871621209031	1
LOC408824	-7732.865369	-7732.182869	1.365	Nova	Random	 immunoglobulin-like and fibronectin type III domain containing 14 	0.242672814039604	1
LOC408826	-19503.572017	-19501.520661	4.10271	Nova	Random	 dystroglycan 	0.0428145355006419	1
LOC408830	-86973.136778	-86968.128727	10.0161	Nova	Random	 obscurin 	0.00155177707933399	1
LOC408831	-14081.885406	-14081.885406	0	Nova	Random	 ribosome-releasing factor 2, mitochondrial 	1	1
LOC408835	-2320.509808	-2320.509808	0	Nova	Random	 neuroendocrine convertase 2 	1	1
LOC408836	-7955.036335	-7955.036335	0	Nova	Random	 unc-112-related protein 	1	1
LOC408837	-2801.822218	-2798.911964	5.82051	Nova	Random	 cytochrome c oxidase subunit 5A, mitochondrial 	0.0158403513138774	1
LOC408840	-12059.804966	-12057.97274	3.66445	Nova	Random	 5'-3' exoribonuclease 2 homolog 	0.0555849862064587	1
LOC408841	-16410.045458	-16409.589622	0.911672	Nova	Random	 voltage-dependent calcium channel subunit alpha-2/delta-3 	0.339671176818865	1
LOC408842	-9746.443685	-9746.443685	0	Nova	Random	 transportin-1 	1	1
LOC408845	-20382.231728	-20379.153445	6.15657	Nova	Random	 protein unc-79 homolog 	0.0130924849515895	1
LOC408846	-5075.651361	-5075.651361	0	Nova	Random	 tyrosine-protein phosphatase non-receptor type 14 	1	1
LOC408847	-3910.261247	-3910.261247	0	Nova	Random	 uroporphyrinogen-III synthase 	1	1
LOC408848	-6960.514049	-6958.708028	3.61204	Nova	Random	 protein enabled 	0.0573627148286346	1
LOC408850	-11404.150687	-11404.150687	0	Nova	Random	 pre-mRNA-processing factor 39 	1	1
LOC408857	-1245.088069	-1245.088069	0	Nova	Random	 hemicentin-1 	1	1
LOC408860	-4168.484539	-4168.142929	0.68322	Nova	Random	 haloacid dehalogenase-like hydrolase domain-containing protein 2 	0.408480129085692	1
LOC408862	-5942.432133	-5942.432133	0	Nova	Random	 prolyl 4-hydroxylase subunit alpha-2 	1	1
LOC408863	-2361.913786	-2361.913786	0	Nova	Random	 J domain-containing protein 	1	1
LOC408866	-6427.919032	-6426.483341	2.87138	Nova	Random	 uncharacterized aarF domain-containing protein kinase 1 	0.0901675245965806	1
LOC408869	-4422.742091	-4422.742091	0	Nova	Random	 lissencephaly-1 homolog 	1	1
LOC408874	-15230.227792	-15229.828953	0.797678	Nova	Random	 uncharacterized LOC408874 	0.371788517345452	1
LOC408875	-222.71823	-222.71823	0	Nova	Random	 heat shock protein beta-1 	1	1
LOC408876	-1389.351305	-1389.351305	0	Nova	Random	 MOB kinase activator-like 2 	1	1
LOC408877	-4853.254984	-4850.48758	5.53481	Nova	Random	 neurogenic protein mastermind 	0.0186417894607673	1
LOC408878	-18866.967085	-18864.211602	5.51097	Nova	Random	 protein mesh 	0.0188975635516532	1
LOC408883	-3061.858344	-3059.536663	4.64336	Nova	Random	 deoxycytidylate deaminase 	0.0311739105486635	1
LOC408884	-5237.014899	-5237.014899	0	Nova	Random	 transcription factor Sox-13 	1	1
LOC408887	-9433.679195	-9433.679185	2e-05	Nova	Random	 ankyrin repeat and SAM domain-containing protein 1A 	0.99643176366182	1
LOC408888	-7816.348306	-7816.348306	0	Nova	Random	 leucine-rich repeats and immunoglobulin-like domains protein 1 	1	1
LOC408889	-15840.896063	-15838.356097	5.07993	Nova	Random	 large proline-rich protein BAG6 	0.0242043471575464	1
LOC408890	-7457.58292	-7457.582919	2e-06	Nova	Random	 protein groucho 	0.998871621209031	1
LOC408891	-1361.127034	-1361.127034	0	Nova	Random	 methyl-CpG-binding domain protein 2 	1	1
LOC408898	-2600.767595	-2600.767595	0	Nova	Random	 uncharacterized LOC408898 	1	1
LOC408901	-4117.611954	-4117.611954	0	Nova	Random	 actin-related protein 2/3 complex subunit 1A 	1	1
LOC408902	-6248.450201	-6248.450201	0	Nova	Random	 F-box/LRR-repeat protein 16 	1	1
LOC408903	-3040.985546	-3040.985546	0	Nova	Random	 uncharacterized LOC408903 	1	1
LOC408904	-8157.260689	-8157.260689	0	Nova	Random	 non-specific lipid-transfer protein 	1	1
LOC408905	-16201.843886	-16200.625365	2.43704	Nova	Random	 uncharacterized LOC408905 	0.118499645056858	1
LOC408909	-2334.823728	-2334.823728	0	Nova	Random	 NADH-quinone oxidoreductase subunit B 2 	1	1
LOC408910	-5852.074087	-5852.074088	-2e-06	Nova	Random	 protein SCAI 	1	1
LOC408914	-9055.744406	-9055.744406	0	Nova	Random	 BAI1-associated protein 3 	1	1
LOC408915	-993.499013	-980.560157	25.8777	Nova	Random	 protein couch potato 	3.63747147531493e-07	0.00181109704755931
LOC408916	-5998.595796	-5998.595796	0	Nova	Random	 JNK-interacting protein 1 	1	1
LOC408917	-11122.856793	-11121.724196	2.26519	Nova	Random	 mitogen-activated protein kinase 15 	0.132309984246926	1
LOC408918	-1354.670727	-1354.670727	0	Nova	Random	 death-associated protein 1 	1	1
LOC408922	-9165.552412	-9165.552412	0	Nova	Random	 discoidin domain-containing receptor 2 	1	1
LOC408923	-6335.409397	-6335.409397	0	Nova	Random	 transcription initiation factor TFIID subunit 4 	1	1
LOC408926	-29056.113952	-29054.248513	3.73088	Nova	Random	 alpha-2-macroglobulin-like protein 1 	0.0534152450527828	1
LOC408935	-7632.503281	-7632.503281	0	Nova	Random	 high-affinity choline transporter 1 	1	1
LOC408942	-3703.90825	-3703.90825	0	Nova	Random	 receptor expression-enhancing protein 2 	1	1
LOC408945	-6126.355513	-6126.355513	0	Nova	Random	 sorting nexin-27 	1	1
LOC408949	-5464.797229	-5464.797229	0	Nova	Random	 serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform 	1	1
LOC408950	-5314.245242	-5314.245242	0	Nova	Random	 malate dehydrogenase, mitochondrial 	1	1
LOC408951	-2466.570078	-2466.570078	0	Nova	Random	 14-3-3 protein epsilon 	1	1
LOC408952	-8461.07226	-8461.07226	0	Nova	Random	 oxysterol-binding protein 1 	1	1
LOC408958	-4675.274898	-4675.274898	0	Nova	Random	 nucleolar protein 4-like 	1	1
LOC408959	-17298.59736	-17297.038849	3.11702	Nova	Random	 protein unc-13 homolog 4B 	0.0774783554848117	1
LOC408965	-9200.654199	-9198.810799	3.6868	Nova	Random	 glutamate receptor-interacting protein 1 	0.054844743463238	1
LOC408966	-2740.432818	-2738.303486	4.25866	Nova	Random	 dnaJ homolog subfamily B member 6 	0.039050713752787	1
LOC408968	-4392.211288	-4391.65989	1.1028	Nova	Random	 cytochrome c-type heme lyase 	0.293652441532982	1
LOC408969	-6462.035966	-6462.035966	0	Nova	Random	 aminoacylase-1 	1	1
LOC408980	-4567.738013	-4567.738013	0	Nova	Random	 nucleic acid dioxygenase ALKBH1 	1	1
LOC408981	-3219.693295	-3219.68183	0.02293	Nova	Random	 activating transcription factor 3 	0.879639247188011	1
LOC408982	-2171.857281	-2171.857281	0	Nova	Random	 calcineurin B homologous protein 1 	1	1
LOC408988	-12321.618828	-12321.618828	0	Nova	Random	 uncharacterized LOC408988 	1	1
LOC408990	-3787.580492	-3787.580492	0	Nova	Random	 neuralized-like protein 2 	1	1
LOC408991	-7290.449925	-7290.449925	0	Nova	Random	 glutaminase kidney isoform, mitochondrial 	1	1
LOC409000	-2122.936574	-2122.936574	0	Nova	Random	 cell adhesion molecule 2 	1	1
LOC409001	-12810.699737	-12810.699737	0	Nova	Random	 disheveled-associated activator of morphogenesis 1 	1	1
LOC409005	-2332.724118	-2328.458425	8.53139	Nova	Random	 protein FAM8A1 	0.00349073004385596	1
LOC409007	-1548.684054	-1548.684054	0	Nova	Random	 heterogeneous nuclear ribonucleoprotein K 	1	1
LOC409010	-8678.811442	-8676.8375	3.94788	Nova	Random	 uncharacterized LOC409010 	0.046930456480638	1
LOC409011	-2923.548727	-2922.612156	1.87314	Nova	Random	 ATP-dependent Clp protease proteolytic subunit 	0.171115884291771	1
LOC409015	-5409.245595	-5409.245595	0	Nova	Random	 probable elongation factor 1-delta 	1	1
LOC409016	-1490.263209	-1488.683803	3.15881	Nova	Random	 uncharacterized LOC409016 	0.0755182131525728	1
LOC409017	-10134.517035	-10134.517035	0	Nova	Random	 pantothenate kinase 4 	1	1
LOC409024	-3635.038188	-3635.038188	0	Nova	Random	 tropomodulin 	1	1
LOC409025	-3378.027236	-3378.027236	0	Nova	Random	 apolipoprotein D 	1	1
LOC409027	-8002.893744	-8002.893744	0	Nova	Random	 leucine-rich repeat and calponin homology domain-containing protein 1 	1	1
LOC409028	-11404.970529	-11404.970529	0	Nova	Random	 3'-5' RNA helicase YTHDC2 	1	1
LOC409034	-32142.700694	-32140.937947	3.52549	Nova	Random	 uncharacterized LOC409034 	0.0604319597879525	1
LOC409038	-6988.000416	-6988.000416	0	Nova	Random	 uncharacterized LOC409038 	1	1
LOC409039	-25819.560316	-25817.090366	4.9399	Nova	Random	 uncharacterized LOC409039 	0.0262435549122401	1
LOC409046	-10168.539653	-10168.539653	0	Nova	Random	 ankyrin repeat and zinc finger domain-containing protein 1 	1	1
LOC409047	-3481.13831	-3481.13831	0	Nova	Random	 growth hormone-regulated TBC protein 1 	1	1
LOC409049	-13518.018235	-13518.018234	2e-06	Nova	Random	 paired amphipathic helix protein Sin3a 	0.998871621209031	1
LOC409053	-15487.500254	-15485.881565	3.23738	Nova	Random	 protein PF14_0175 	0.0719756531317113	1
LOC409056	-4935.328455	-4935.328455	0	Nova	Random	 sodium-dependent phosphate transporter 2 	1	1
LOC409059	-5952.559468	-5952.559468	0	Nova	Random	 rabenosyn-5 	1	1
LOC409061	-8307.238914	-8307.238914	0	Nova	Random	 tyrosine kinase receptor Cad96Ca 	1	1
LOC409062	-4244.544349	-4244.218237	0.652224	Nova	Random	 COP9 signalosome complex subunit 2 	0.419318662051024	1
LOC409063	-6213.575285	-6212.031876	3.08682	Nova	Random	 cysteine sulfinic acid decarboxylase 	0.0789289178828371	1
LOC409065	-2278.504014	-2278.504014	0	Nova	Random	 TAR DNA-binding protein 43 	1	1
LOC409066	-3748.015794	-3744.55776	6.91607	Nova	Random	 pyridoxine-5'-phosphate oxidase 	0.00854245096569979	1
LOC409070	-3908.57725	-3908.57725	0	Nova	Random	 protein pellino 	1	1
LOC409075	-8042.61814	-8042.12492	0.98644	Nova	Random	 mesoderm induction early response protein 1 	0.320614028933496	1
LOC409077	-17856.290944	-17854.481861	3.61817	Nova	Random	 aminopeptidase N 	0.0571517061543174	1
LOC409078	-4581.638073	-4581.638073	0	Nova	Random	 uncharacterized LOC409078 	1	1
LOC409079	-2976.828634	-2976.828634	0	Nova	Random	 eukaryotic translation initiation factor 4E type 3-A 	1	1
LOC409082	-15318.08994	-15315.95719	4.2655	Nova	Random	 coronin-7 	0.0388938015200433	1
LOC409083	-14906.954166	-14902.910956	8.08642	Nova	Random	 uncharacterized LOC409083 	0.00445981727546369	1
LOC409085	-5140.312116	-5140.312116	0	Nova	Random	 guanine nucleotide exchange factor for Rab-3A 	1	1
LOC409086	-6748.531104	-6748.114383	0.833442	Nova	Random	 caprin homolog 	0.361279123429842	1
LOC409087	-3950.261545	-3948.497308	3.52847	Nova	Random	 D-beta-hydroxybutyrate dehydrogenase, mitochondrial 	0.0603234295067773	1
LOC409088	-2424.462968	-2424.462968	0	Nova	Random	 uncharacterized LOC409088 	1	1
LOC409089	-6810.109525	-6809.400582	1.41789	Nova	Random	 vesicular inhibitory amino acid transporter 	0.233751011125539	1
LOC409091	-9535.654171	-9534.068926	3.17049	Nova	Random	 neurotrimin 	0.0749799480279185	1
LOC409092	-5980.090947	-5979.983445	0.215004	Nova	Random	 enhancer of mRNA-decapping protein 3 	0.642873274967839	1
LOC409093	-8718.236941	-8718.236941	0	Nova	Random	 flocculation protein FLO11 	1	1
LOC409096	-6849.633814	-6849.234197	0.799234	Nova	Random	 uncharacterized LOC409096 	0.371322489639736	1
LOC409102	-6690.501866	-6690.501866	0	Nova	Random	 tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like 	1	1
LOC409106	-10019.272796	-10019.272796	0	Nova	Random	 protein zyg-11 homolog B 	1	1
LOC409108	-10329.111934	-10329.111934	0	Nova	Random	 uncharacterized LOC409108 	1	1
LOC409109	-14255.208406	-14255.043776	0.32926	Nova	Random	 mycosubtilin synthase subunit C 	0.566095152101104	1
LOC409110	-5310.389697	-5310.389697	0	Nova	Random	 programmed cell death protein 2-like 	1	1
LOC409111	-5928.207301	-5928.207301	0	Nova	Random	 serine/threonine-protein kinase minibrain 	1	1
LOC409113	-3459.397095	-3459.397095	0	Nova	Random	 guanine nucleotide-binding protein subunit beta-5 	1	1
LOC409114	-6136.762697	-6136.762697	0	Nova	Random	 ATP synthase subunit alpha, mitochondrial 	1	1
LOC409117	-9286.426342	-9285.88705	1.07858	Nova	Random	 vacuolar protein sorting-associated protein 16 homolog 	0.299015436970726	1
LOC409118	-3712.600546	-3712.600546	0	Nova	Random	 translation initiation factor eIF-2B subunit alpha 	1	1
LOC409119	-4659.895686	-4659.895686	0	Nova	Random	 REST corepressor 3 	1	1
LOC409122	-2887.511339	-2887.511339	0	Nova	Random	 mitochondrial carrier protein Rim2 	1	1
LOC409130	-1960.187392	-1960.187392	0	Nova	Random	 iron-sulfur cluster assembly enzyme ISCU, mitochondrial 	1	1
LOC409131	-9034.424568	-9030.708361	7.43241	Nova	Random	 monocarboxylate transporter 12 	0.00640594934849731	1
LOC409132	-1403.952963	-1403.952963	0	Nova	Random	 sorting nexin-12 	1	1
LOC409134	-5602.417888	-5602.417888	0	Nova	Random	 T-complex protein 1 subunit alpha 	1	1
LOC409136	-5337.757569	-5337.757569	0	Nova	Random	 inositol polyphosphate 5-phosphatase E 	1	1
LOC409139	-13908.92025	-13908.033182	1.77414	Nova	Random	 uncharacterized LOC409139 	0.182870550228793	1
LOC409140	-1072.356804	-1072.356804	0	Nova	Random	 elongin-C 	1	1
LOC409142	-8141.807896	-8141.432251	0.75129	Nova	Random	 sodium- and chloride-dependent transporter XTRP3 	0.386068116243198	1
LOC409143	-9700.45948	-9700.45948	0	Nova	Random	 venom serine protease 34 	1	1
LOC409144	-8793.748359	-8793.748359	0	Nova	Random	 H(+)/Cl(-) exchange transporter 3 	1	1
LOC409145	-2970.348722	-2970.348722	0	Nova	Random	 zinc transporter ZIP9 	1	1
LOC409150	-4800.768935	-4800.719011	0.099848	Nova	Random	 enoyl Coenzyme A hydratase, short chain, 1, mitochondrial 	0.752012116268105	1
LOC409152	-7797.236095	-7797.236095	0	Nova	Random	 NCK-interacting protein with SH3 domain 	1	1
LOC409153	-5990.780128	-5990.780128	0	Nova	Random	 zinc finger protein 423-like 	1	1
LOC409154	-6358.444441	-6358.444441	0	Nova	Random	 sorting nexin-30 	1	1
LOC409158	-2939.624011	-2939.624011	0	Nova	Random	 C-terminal-binding protein 	1	1
LOC409159	-4539.148219	-4539.148219	0	Nova	Random	 G-protein coupled receptor moody 	1	1
LOC409160	-3005.347694	-3005.347694	0	Nova	Random	 dihydropteridine reductase 	1	1
LOC409164	-4313.649106	-4313.649106	0	Nova	Random	 uncharacterized LOC409164 	1	1
LOC409167	-8114.406979	-8114.19595	0.422058	Nova	Random	 translation elongation factor 2 	0.51591192456416	1
LOC409168	-4367.529623	-4367.529623	0	Nova	Random	 26S proteasome non-ATPase regulatory subunit 13 	1	1
LOC409169	-3800.373171	-3799.969085	0.808172	Nova	Random	 mRNA export factor 	0.368661251911896	1
LOC409170	-6166.12494	-6166.12494	0	Nova	Random	 polycomb protein suz12-B 	1	1
LOC409178	-11159.067511	-11155.213529	7.70796	Nova	Random	 ATP-dependent zinc metalloprotease YME1 homolog 	0.00549778469169073	1
LOC409182	-6090.956969	-6090.481705	0.950528	Nova	Random	 protein GDAP2 homolog 	0.329584935871855	1
LOC409183	-4808.419519	-4808.419519	0	Nova	Random	 sialin 	1	1
LOC409184	-9376.932169	-9376.534024	0.79629	Nova	Random	 DENN domain-containing protein 1B 	0.372204918500618	1
LOC409186	-10908.142063	-10907.440673	1.40278	Nova	Random	 vam6/Vps39-like protein 	0.236258662101028	1
LOC409191	-8172.424672	-8143.675462	57.4984	Nova	Random	 SUMO-activating enzyme subunit 2 	3.38254332305611e-14	1.70378707182336e-10
LOC409192	-18886.261939	-18883.598565	5.32675	Nova	Random	 probable phospholipid-transporting ATPase VD 	0.0210005101527994	1
LOC409193	-21094.366236	-21094.366099	0.000274	Nova	Random	 microtubule-associated serine/threonine-protein kinase 3 	0.986793263574023	1
LOC409195	-2319.683468	-2319.683468	0	Nova	Random	 MIP18 family protein galla-1 	1	1
LOC409197	-1966.526131	-1966.526131	0	Nova	Random	 protein Dr1 	1	1
LOC409198	-4679.257652	-4679.244142	0.02702	Nova	Random	 26S proteasome regulatory subunit 6A-B 	0.869433885261996	1
LOC409199	-7111.602659	-7111.602659	0	Nova	Random	 glycerol kinase 	1	1
LOC409202	-2041.170962	-2041.170962	0	Nova	Random	 40S ribosomal protein S9 	1	1
LOC409204	-4858.777151	-4858.776481	0.00134	Nova	Random	 phenoloxidase-activating factor 2 	0.970799151109484	1
LOC409207	-4370.687571	-4363.766308	13.8425	Nova	Random	 synaptic vesicle membrane protein VAT-1 homolog-like 	0.00019878856439932	0.971479714219475
LOC409212	-21889.749259	-21889.256431	0.985656	Nova	Random	 cadherin-87A 	0.320806408753732	1
LOC409217	-5272.133023	-5269.828114	4.60982	Nova	Random	 guanine nucleotide exchange factor DBS 	0.0317893698867233	1
LOC409218	-7080.056054	-7079.876298	0.359512	Nova	Random	 neural Wiskott-Aldrich syndrome protein 	0.548777383168453	1
LOC409219	-11115.302626	-11115.190998	0.223256	Nova	Random	 phospholipase A-2-activating protein 	0.636570130522038	1
LOC409221	-16997.599482	-16997.599481	2e-06	Nova	Random	 uncharacterized LOC409221 	0.998871621209031	1
LOC409222	-3962.481464	-3961.414373	2.13418	Nova	Random	 cyclin G 	0.14404747189528	1
LOC409225	-1695.490412	-1695.402863	0.175098	Nova	Random	 NEDD8-conjugating enzyme Ubc12 	0.675620234676773	1
LOC409228	-7735.603352	-7735.524198	0.158308	Nova	Random	 scavenger receptor class B member 1 	0.690719101247175	1
LOC409230	-9310.208121	-9309.0919	2.23244	Nova	Random	 arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 	0.135140284946573	1
LOC409231	-5714.716101	-5714.716101	0	Nova	Random	 dipeptidase 1 	1	1
LOC409232	-3983.108934	-3983.108934	0	Nova	Random	 uncharacterized LOC409232 	1	1
LOC409234	-1886.097766	-1886.097766	0	Nova	Random	 S-phase kinase-associated protein 1 	1	1
LOC409235	-5548.658406	-5548.658406	0	Nova	Random	 neurotrimin 	1	1
LOC409240	-4739.412131	-4739.412131	0	Nova	Random	 HMG box-containing protein 4 	1	1
LOC409241	-2853.541089	-2853.096342	0.889494	Nova	Random	 prohormone-4 	0.345614465928113	1
LOC409243	-42518.195063	-42514.639441	7.11124	Nova	Random	 A-kinase anchor protein 9 	0.00766021034943186	1
LOC409244	-7404.840696	-7404.840696	0	Nova	Random	 2-phosphoxylose phosphatase 1 	1	1
LOC409246	-4074.241918	-4073.735721	1.01239	Nova	Random	 MAP kinase-activated protein kinase 2 	0.314330949069896	1
LOC409247	-6766.072503	-6766.072503	0	Nova	Random	 transcription factor IIIB 90 kDa subunit 	1	1
LOC409250	-5958.156066	-5958.156066	0	Nova	Random	 beta-ureidopropionase 	1	1
LOC409251	-6292.072869	-6288.692853	6.76003	Nova	Random	 BRCA1-associated protein 	0.00932221932221874	1
LOC409252	-22536.659673	-22532.644031	8.03128	Nova	Random	 protein Jumonji 	0.00459763372332498	1
LOC409253	-7234.634634	-7234.634634	0	Nova	Random	 glutamate dehydrogenase, mitochondrial 	1	1
LOC409254	-3686.746893	-3686.746893	0	Nova	Random	 protein RTF2 homolog 	1	1
LOC409255	-11915.747455	-11915.747455	0	Nova	Random	 active breakpoint cluster region-related protein 	1	1
LOC409256	-13298.017721	-13295.277968	5.47951	Nova	Random	 armadillo repeat-containing protein 5 	0.0192406517657497	1
LOC409258	-3658.68642	-3658.68642	0	Nova	Random	 eukaryotic translation initiation factor 3 subunit I 	1	1
LOC409259	-6046.230635	-6046.230635	0	Nova	Random	 protein abrupt 	1	1
LOC409262	-4549.799157	-4549.799157	0	Nova	Random	 uncharacterized protein C7orf26 homolog 	1	1
LOC409264	-4260.352009	-4260.352009	0	Nova	Random	 ATPase ASNA1 homolog 	1	1
LOC409267	-11205.556263	-11204.352187	2.40815	Nova	Random	 glycogen phosphorylase 	0.120704937565739	1
LOC409269	-3244.225666	-3244.201334	0.048664	Nova	Random	 39S ribosomal protein L43, mitochondrial 	0.825404536450709	1
LOC409272	-3647.34275	-3647.34275	0	Nova	Random	 EKC/KEOPS complex subunit TP53RK 	1	1
LOC409273	-10605.452164	-10601.893285	7.11776	Nova	Random	 midnolin-A 	0.0076324009454073	1
LOC409276	-3053.355418	-3053.355418	0	Nova	Random	 phosphatidylinositol 5-phosphate 4-kinase type-2 alpha 	1	1
LOC409279	-6816.213817	-6800.196037	32.0356	Nova	Random	 cullin-4A 	1.51372995039954e-08	7.5747046717993e-05
LOC409282	-12724.325635	-12724.325635	0	Nova	Random	 bromodomain-containing protein DDB_G0280777 	1	1
LOC409283	-16260.856379	-16260.856379	0	Nova	Random	 splicing factor, arginine/serine-rich 15 	1	1
LOC409288	-4281.416121	-4281.416121	0	Nova	Random	 tribbles homolog 2 	1	1
LOC409290	-1319.190322	-1319.190322	0	Nova	Random	 60S ribosomal protein L14 	1	1
LOC409291	-11262.974773	-11262.939921	0.069704	Nova	Random	 protein fem-1 homolog CG6966 	0.791768243976664	1
LOC409293	-5271.434812	-5271.224349	0.420926	Nova	Random	 uncharacterized LOC409293 	0.516475349586991	1
LOC409294	-1094.008586	-1094.008586	0	Nova	Random	 60S ribosomal protein L23 	1	1
LOC409295	-4593.301585	-4593.301585	0	Nova	Random	 mitochondrial E3 ubiquitin protein ligase 1 	1	1
LOC409296	-5896.519203	-5896.519203	0	Nova	Random	 T-complex protein 1 subunit gamma 	1	1
LOC409299	-5271.513311	-5271.231473	0.563676	Nova	Random	 adenylosuccinate synthetase 	0.452782906495178	1
LOC409300	-10340.270938	-10336.464131	7.61361	Nova	Random	 uncharacterized LOC409300 	0.00579293949122868	1
LOC409303	-13379.980694	-13379.115007	1.73137	Nova	Random	 E3 ubiquitin-protein ligase MIB2 	0.188236030427975	1
LOC409305	-13175.054363	-13175.054363	0	Nova	Random	 elongation factor-like GTPase 1 	1	1
LOC409307	-4699.246644	-4699.246644	0	Nova	Random	 uncharacterized LOC409307 	1	1
LOC409310	-9658.895755	-9658.895755	0	Nova	Random	 CSC1-like protein 2 	1	1
LOC409312	-6026.64591	-6026.64591	0	Nova	Random	 collagen type IV alpha-3-binding protein 	1	1
LOC409313	-3680.673906	-3680.673906	0	Nova	Random	 actin-related protein 2 	1	1
LOC409314	-6057.232446	-6054.842403	4.78009	Nova	Random	 prohormone-2 	0.0287906159508845	1
LOC409315	-4371.501463	-4371.501463	0	Nova	Random	 PRKCA-binding protein 	1	1
LOC409317	-4395.003504	-4395.003504	0	Nova	Random	 GATOR complex protein NPRL2 	1	1
LOC409318	-2223.154679	-2207.850963	30.6074	Nova	Random	 Kv channel-interacting protein 2 	3.15886637119064e-08	0.000157943318559532
LOC409324	-5675.831989	-5675.831989	0	Nova	Random	 short-chain-enoyl-CoA hydratase 	1	1
LOC409325	-15353.282491	-15345.599292	15.3664	Nova	Random	 uncharacterized LOC409325 	8.85489686241414e-05	0.434509789038662
LOC409326	-3451.350269	-3451.350269	0	Nova	Random	 40S ribosomal protein S2 	1	1
LOC409331	-9433.418992	-9433.250908	0.336168	Nova	Random	 YEATS domain-containing protein 2 	0.562049520861145	1
LOC409333	-2751.806695	-2751.552074	0.509242	Nova	Random	 CAAX prenyl protease 2 	0.475467172698864	1
LOC409335	-4253.594006	-4253.594006	0	Nova	Random	 probable serine hydrolase 	1	1
LOC409337	-9306.306548	-9306.306548	0	Nova	Random	 zinc finger MIZ domain-containing protein 1 	1	1
LOC409340	-4472.068878	-4471.381224	1.37531	Nova	Random	 UV excision repair protein RAD23 homolog B 	0.240901643195611	1
LOC409342	-2098.419153	-2098.39901	0.040286	Nova	Random	 ADP-ribosylation factor-related protein 1 	0.840922425951249	1
LOC409346	-17009.093461	-17009.093461	0	Nova	Random	 TBC1 domain family member 1 	1	1
LOC409347	-9610.8689	-9610.593554	0.550692	Nova	Random	 U4/U6.U5 tri-snRNP-associated protein 1 	0.458035081110994	1
LOC409351	-7549.823028	-7547.926566	3.79292	Nova	Random	 islet cell autoantigen 1 	0.0514697846915292	1
LOC409355	-3598.609567	-3598.563986	0.091162	Nova	Random	 glutaredoxin 3 	0.762705078380172	1
LOC409357	-5095.729631	-5095.729631	0	Nova	Random	 COP9 signalosome complex subunit 1 	1	1
LOC409358	-10152.721564	-10151.882732	1.67766	Nova	Random	 intraflagellar transport protein 74 homolog 	0.195235673833899	1
LOC409362	-4450.620524	-4450.620524	0	Nova	Random	 fasciculation and elongation protein zeta-2 	1	1
LOC409363	-4666.260441	-4666.260441	0	Nova	Random	 uncharacterized LOC409363 	1	1
LOC409364	-7021.889612	-7014.627443	14.5243	Nova	Random	 CD2-associated protein 	0.00013836323710813	0.677426408881405
LOC409366	-4820.731858	-4818.953221	3.55727	Nova	Random	 integral membrane protein 2C 	0.0592851667712502	1
LOC409367	-3230.00309	-3230.00309	0	Nova	Random	 calcyphosin-like protein 	1	1
LOC409368	-5819.238608	-5819.238608	0	Nova	Random	 interferon-related developmental regulator 1-like 	1	1
LOC409379	-3773.069973	-3771.037704	4.06454	Nova	Random	 eukaryotic translation initiation factor 4H 	0.0437926110491598	1
LOC409382	-21105.310983	-21083.160595	44.3008	Nova	Random	 E3 ubiquitin-protein ligase TRIP12 	2.81601118401374e-11	1.4136376143749e-07
LOC409383	-3732.779938	-3728.838654	7.88257	Nova	Random	 matrix metalloproteinase-2 	0.00499134986682073	1
LOC409384	-4744.801494	-4744.801494	0	Nova	Random	 heat shock protein 60A 	1	1
LOC409385	-16520.042715	-16520.042715	0	Nova	Random	 E3 ubiquitin-protein ligase HECW2 	1	1
LOC409387	-3559.280748	-3559.280748	0	Nova	Random	 ubiquitin carboxyl-terminal hydrolase 	1	1
LOC409389	-3188.417008	-3188.417008	0	Nova	Random	 ubiquitin specific protease-like 	1	1
LOC409390	-4839.311635	-4839.311635	0	Nova	Random	 cAMP-dependent protein kinase type II regulatory subunit 	1	1
LOC409392	-7108.277334	-7108.277334	0	Nova	Random	 ATPase WRNIP1 	1	1
LOC409396	-4342.723133	-4342.723133	0	Nova	Random	 eukaryotic translation initiation factor 4E-binding protein Mextli 	1	1
