Gene	dN.dS	AlnLength	GeneAverage	Function	Codon	GCProp
LOC725419	0.06466	1083	35.4736363636364	NA	361	0.354736363636364
LOC725421	0.20941	1914	36.1327272727273	NA	638	0.361327272727273
LOC725424	0.12979	561	30.0772727272727	NA	187	0.300772727272727
LOC725427	0.13602	1716	32.3436363636364	NA	572	0.323436363636364
LOC725429	0.19173	546	33.2827272727273	NA	182	0.332827272727273
LOC725432	0.00151	204	43.8527272727273	NA	68	0.438527272727273
LOC725435	0.10664	2079	36.4190909090909	NA	693	0.364190909090909
LOC725441	0.05946	1287	34.26	NA	429	0.3426
LOC725444	0.22213	438	40.3890909090909	NA	146	0.403890909090909
LOC725452	0.13419	321	43.6990909090909	NA	107	0.436990909090909
LOC725453	0.06646	180	50.05	NA	60	0.5005
LOC725455	0.17826	888	43.99	NA	296	0.4399
LOC725458	0.15312	1023	42.2536363636364	NA	341	0.422536363636364
LOC725459	0.12267	612	35.4872727272727	NA	204	0.354872727272727
LOC725461	0.14485	1206	28.5163636363636	NA	402	0.285163636363636
LOC725462	0.11815	1515	49.33	NA	505	0.4933
LOC725465	0.06532	723	33.2218181818182	NA	241	0.332218181818182
LOC725467	0.09808	2103	40.3227272727273	NA	701	0.403227272727273
LOC725468	0.0972	804	31.0045454545455	NA	268	0.310045454545455
LOC725470	0.16948	1092	43.4572727272727	NA	364	0.434572727272727
LOC725473	0.08917	414	36.2963636363636	NA	138	0.362963636363636
LOC725474	0.03737	1167	49.1390909090909	NA	389	0.491390909090909
LOC725475	0.07429	537	36.28	NA	179	0.3628
LOC725477	0.13142	1545	32.0327272727273	NA	515	0.320327272727273
LOC725478	0.07359	579	34.8872727272727	NA	193	0.348872727272727
LOC725480	0.11429	684	47.1290909090909	NA	228	0.471290909090909
LOC725481	0.09711	975	38.48	NA	325	0.3848
LOC725486	0.16964	1590	30.2972727272727	NA	530	0.302972727272727
LOC725489	0.3002	681	49.5927272727273	NA	227	0.495927272727273
LOC725491	0.13732	393	31.5527272727273	NA	131	0.315527272727273
LOC725492	0.02823	1512	36.5509090909091	NA	504	0.365509090909091
LOC725495	0.06293	1275	55.4227272727273	NA	425	0.554227272727273
LOC725496	0.16781	1014	32.6245454545455	NA	338	0.326245454545455
LOC725500	0.12311	1884	52.8036363636364	NA	628	0.528036363636364
LOC725502	0.03215	741	45.9081818181818	NA	247	0.459081818181818
LOC725505	0.03018	786	35.8990909090909	NA	262	0.358990909090909
LOC725510	0.30509	984	42.7845454545455	NA	328	0.427845454545455
LOC725511	0.05659	915	53.86	NA	305	0.5386
LOC725512	0.24552	957	33.6381818181818	Signalling	319	0.336381818181818
LOC725515	0.02795	1305	38.1681818181818	NA	435	0.381681818181818
LOC725516	0.1103	2091	34.8245454545455	NA	697	0.348245454545455
LOC725523	0.16199	1143	41.2963636363636	NA	381	0.412963636363636
LOC725529	0.14744	591	38.3945454545455	NA	197	0.383945454545455
LOC725536	0.06219	345	31.0390909090909	NA	115	0.310390909090909
LOC725539	0.12014	1497	33.0418181818182	NA	499	0.330418181818182
LOC725540	0.16574	339	51.7845454545455	NA	113	0.517845454545454
LOC725542	0.20255	1218	48.5290909090909	NA	406	0.485290909090909
LOC725543	0.05109	3270	43.5209090909091	NA	1090	0.435209090909091
LOC725546	0.10849	1734	43.2890909090909	NA	578	0.432890909090909
LOC725547	0.09724	402	59.7472727272727	NA	134	0.597472727272727
LOC725548	0.21945	831	53.7454545454545	NA	277	0.537454545454546
LOC725550	0.17335	4989	34.64	NA	1663	0.3464
LOC725551	0.02893	906	45.7545454545455	Signalling	302	0.457545454545455
LOC725552	0.02673	2397	35.3463636363636	NA	799	0.353463636363636
LOC725555	0.0026	546	37.1627272727273	NA	182	0.371627272727273
LOC725556	0.11478	1626	38.8127272727273	NA	542	0.388127272727273
LOC725557	0.07084	282	53.3527272727273	NA	94	0.533527272727273
LOC725558	0.01861	249	43.7390909090909	NA	83	0.437390909090909
LOC725562	0.10225	1749	31.6345454545455	NA	583	0.316345454545455
LOC725565	0.03325	864	35.3209090909091	NA	288	0.353209090909091
LOC725566	0.21006	273	40.0581818181818	NA	91	0.400581818181818
LOC725568	0.09228	252	38.4218181818182	NA	84	0.384218181818182
LOC725569	0.07957	993	31.75	NA	331	0.3175
LOC725570	0.05528	633	45.1818181818182	NA	211	0.451818181818182
LOC725571	0.01535	1428	40.2927272727273	Signalling	476	0.402927272727273
LOC725572	0.14535	276	33.5318181818182	NA	92	0.335318181818182
LOC725574	0.04059	954	54.1454545454545	NA	318	0.541454545454546
LOC725575	0.00355	1137	37.6190909090909	NA	379	0.376190909090909
LOC725576	0.12951	1698	40.7490909090909	NA	566	0.407490909090909
LOC725577	0.04625	831	34.6890909090909	NA	277	0.346890909090909
LOC725581	0.06147	3171	53.5390909090909	NA	1057	0.535390909090909
LOC725583	0.09128	765	36.7918181818182	NA	255	0.367918181818182
LOC725584	0.05103	804	32.5972727272727	NA	268	0.325972727272727
LOC725586	0.11396	1725	35.1145454545455	NA	575	0.351145454545455
LOC725587	0.03664	636	35.82	NA	212	0.3582
LOC725589	0.15991	1224	30.8454545454545	NA	408	0.308454545454545
LOC725590	0.03812	1410	58.1236363636364	NA	470	0.581236363636364
LOC725591	0.04801	5409	46.35	NA	1803	0.4635
LOC725594	0.18643	726	53.57	NA	242	0.5357
LOC725595	0.08828	1239	34.3536363636364	NA	413	0.343536363636364
LOC725596	0.08226	1941	43.0618181818182	NA	647	0.430618181818182
LOC725603	0.14468	495	28.1154545454545	NA	165	0.281154545454545
LOC725606	0.27165	759	46.5809090909091	NA	253	0.465809090909091
LOC725609	0.02427	252	33.37	NA	84	0.3337
LOC725611	0.10087	4068	31.83	NA	1356	0.3183
LOC725612	0.05695	3171	31.8981818181818	NA	1057	0.318981818181818
LOC725613	0.10404	2838	30.9154545454545	NA	946	0.309154545454545
LOC725615	0.06935	624	35.6345454545455	NA	208	0.356345454545455
LOC725618	0.13369	3321	30.5909090909091	NA	1107	0.305909090909091
LOC725619	0.09705	489	54.7127272727273	NA	163	0.547127272727273
LOC725620	0.12429	324	32.8863636363636	NA	108	0.328863636363636
LOC725622	0.098	930	47.7718181818182	NA	310	0.477718181818182
LOC725623	0.18513	846	29.81	NA	282	0.2981
LOC725626	0.02344	846	43.7672727272727	NA	282	0.437672727272727
LOC725628	0.10115	612	34.85	NA	204	0.3485
LOC725632	0.10704	1779	32.4681818181818	NA	593	0.324681818181818
LOC725633	0.09076	291	35.5518181818182	NA	97	0.355518181818182
LOC725634	0.04505	378	38.4318181818182	NA	126	0.384318181818182
LOC725638	0.1976	624	30.8854545454545	NA	208	0.308854545454545
LOC725641	0.01918	273	39.86	NA	91	0.3986
LOC725642	0.09686	2118	32.1227272727273	NA	706	0.321227272727273
LOC725646	0.17865	795	40.8345454545455	NA	265	0.408345454545455
LOC725647	0.03109	660	44.1181818181818	NA	220	0.441181818181818
LOC725653	0.09394	675	33.4663636363636	NA	225	0.334663636363636
LOC725654	0.04162	1032	51.4	NA	344	0.514
LOC725656	0.11568	657	31.5763636363636	NA	219	0.315763636363636
LOC725659	0.17033	468	36.48	NA	156	0.3648
LOC725660	0.03554	846	54.9645454545455	NA	282	0.549645454545455
LOC725661	0.20919	1107	32.39	Signalling	369	0.3239
LOC725662	0.11225	9546	38.6790909090909	NA	3182	0.386790909090909
LOC725665	0.06514	3756	50.2509090909091	NA	1252	0.502509090909091
LOC725669	0.19008	759	35.8372727272727	NA	253	0.358372727272727
LOC725671	0.02804	693	55.87	NA	231	0.5587
LOC725673	0.05078	2115	33.8	NA	705	0.338
LOC725678	0.01786	522	36.9381818181818	NA	174	0.369381818181818
LOC725680	0.02617	2058	38.29	NA	686	0.3829
LOC725682	0.10655	753	51.0081818181818	NA	251	0.510081818181818
LOC725684	0.08567	504	30.4118181818182	NA	168	0.304118181818182
LOC725685	0.09462	2568	29.7890909090909	NA	856	0.297890909090909
LOC725686	0.02665	258	43.87	NA	86	0.4387
LOC725688	0.21619	297	42.7909090909091	NA	99	0.427909090909091
LOC725690	0.20904	684	39.9790909090909	NA	228	0.399790909090909
LOC725698	0.18182	657	53.1190909090909	NA	219	0.531190909090909
LOC725701	0.025	1509	51.2636363636364	NA	503	0.512636363636364
LOC725703	0.115	1065	47.5527272727273	NA	355	0.475527272727273
LOC725704	0.13314	4338	31.5409090909091	NA	1446	0.315409090909091
LOC725705	0.13547	270	36.6681818181818	NA	90	0.366681818181818
LOC725710	0.11243	648	52.7636363636364	NA	216	0.527636363636364
LOC725711	0.04499	1500	38.9463636363636	NA	500	0.389463636363636
LOC725712	0.28665	465	36.4427272727273	NA	155	0.364427272727273
LOC725717	0.022	672	37.2290909090909	NA	224	0.372290909090909
LOC725718	0.04699	444	42.8554545454545	NA	148	0.428554545454545
LOC725719	0.04426	3234	35.7827272727273	NA	1078	0.357827272727273
LOC725729	0.09383	756	55.8572727272727	NA	252	0.558572727272727
LOC725732	0.23791	2658	49.6518181818182	NA	886	0.496518181818182
LOC725733	0.12922	342	36.9218181818182	NA	114	0.369218181818182
LOC725740	0.26631	939	29.6063636363636	NA	313	0.296063636363636
LOC725743	0.04871	234	36.3245454545455	NA	78	0.363245454545454
LOC725744	0.02143	792	35.4790909090909	NA	264	0.354790909090909
LOC725745	0.07311	915	34.5054545454545	NA	305	0.345054545454546
LOC725747	0.05359	450	38.3036363636364	NA	150	0.383036363636364
LOC725748	0.17839	798	45.3409090909091	NA	266	0.453409090909091
LOC725749	0.22311	1041	32.3718181818182	NA	347	0.323718181818182
LOC725753	0.06087	756	38.6827272727273	NA	252	0.386827272727273
LOC725755	0.10104	2001	30.2818181818182	NA	667	0.302818181818182
LOC725756	0.15611	1077	43.1754545454545	NA	359	0.431754545454546
LOC725757	0.02042	693	44.2718181818182	NA	231	0.442718181818182
LOC725758	0.15075	495	49.4027272727273	NA	165	0.494027272727273
LOC725761	0.15755	2343	37.0654545454545	NA	781	0.370654545454545
LOC725762	0.0444	426	34.4645454545455	NA	142	0.344645454545455
LOC725764	0.13611	930	33.48	NA	310	0.3348
LOC725770	0.02318	2517	36.5836363636364	Signalling	839	0.365836363636364
LOC725780	0.02518	1161	37.8663636363636	NA	387	0.378663636363636
LOC725781	0.04658	2718	34.6963636363636	NA	906	0.346963636363636
LOC725782	0.00641	1851	46.6336363636364	NA	617	0.466336363636364
LOC725784	0.13414	531	50.5227272727273	NA	177	0.505227272727273
LOC725786	0.083	984	38.1281818181818	NA	328	0.381281818181818
LOC725789	0.04875	498	39.2309090909091	NA	166	0.392309090909091
LOC725795	0.07348	1449	38.9054545454545	NA	483	0.389054545454545
LOC725796	0.14897	651	34.2954545454545	NA	217	0.342954545454545
LOC725797	0.22629	279	38.5781818181818	NA	93	0.385781818181818
LOC725798	0.18405	1335	35.6290909090909	NA	445	0.356290909090909
LOC725801	0.07895	852	34.3354545454545	NA	284	0.343354545454545
LOC725804	0.09679	765	62.3054545454545	NA	255	0.623054545454545
LOC725807	0.00841	426	32.7127272727273	NA	142	0.327127272727273
LOC725812	0.06423	1398	40.7718181818182	NA	466	0.407718181818182
LOC725813	0.02679	1389	37.3772727272727	NA	463	0.373772727272727
LOC725817	0.1501	705	33.0481818181818	NA	235	0.330481818181818
LOC725819	0.19064	1197	43.0172727272727	NA	399	0.430172727272727
LOC725822	0.21119	1161	29.5036363636364	NA	387	0.295036363636364
LOC725826	0.08886	1842	35.3609090909091	NA	614	0.353609090909091
LOC725828	0.31012	1206	33.8618181818182	NA	402	0.338618181818182
LOC725829	0.02828	996	54.5454545454545	NA	332	0.545454545454545
LOC725830	0.07213	987	38.0481818181818	NA	329	0.380481818181818
LOC725835	0.08342	309	30.8909090909091	NA	103	0.308909090909091
LOC725837	0.10216	2895	39.1654545454545	NA	965	0.391654545454545
LOC725844	0.06469	1713	42.5345454545455	NA	571	0.425345454545455
LOC725850	0.00643	300	36.3018181818182	NA	100	0.363018181818182
LOC725854	0.21792	828	30.6854545454545	NA	276	0.306854545454545
LOC725855	0.00561	240	33.7118181818182	NA	80	0.337118181818182
LOC725856	0.01138	471	35.8618181818182	NA	157	0.358618181818182
LOC725859	0.11865	681	36.75	NA	227	0.3675
LOC725860	0.10599	1308	50.8963636363636	NA	436	0.508963636363636
LOC725864	0.0833	2094	46.0318181818182	NA	698	0.460318181818182
LOC725866	0.2138	771	30.2318181818182	NA	257	0.302318181818182
LOC725867	0.12339	738	32.9263636363636	NA	246	0.329263636363636
LOC725870	0.03591	3531	52.42	Receptor	1177	0.5242
LOC725871	0.06321	186	41.3490909090909	NA	62	0.413490909090909
LOC725876	0.15493	384	36.1045454545455	NA	128	0.361045454545455
LOC725879	0.31669	324	28.6472727272727	NA	108	0.286472727272727
LOC725880	0.00173	264	34.9181818181818	NA	88	0.349181818181818
LOC725881	0.29381	357	36.8990909090909	NA	119	0.368990909090909
LOC725882	0.02366	240	42.2727272727273	NA	80	0.422727272727273
LOC725883	0.0327	210	39.0045454545455	NA	70	0.390045454545455
LOC725884	0.09686	336	41.3672727272727	NA	112	0.413672727272727
LOC725885	0.05834	948	58.2554545454545	NA	316	0.582554545454545
LOC725886	0.1229	1821	35.8981818181818	NA	607	0.358981818181818
LOC725887	0.31167	294	32.0954545454545	NA	98	0.320954545454545
LOC725889	0.17305	561	30.8536363636364	NA	187	0.308536363636364
LOC725891	0.12562	2436	50.32	NA	812	0.5032
LOC725893	0.09457	3012	53.0318181818182	NA	1004	0.530318181818182
LOC725894	0.01752	900	58.86	NA	300	0.5886
LOC725895	0.03748	4800	38.7609090909091	NA	1600	0.387609090909091
LOC725896	0.08326	1233	37.4927272727273	NA	411	0.374927272727273
LOC725897	0.09256	963	38.1090909090909	NA	321	0.381090909090909
LOC725899	0.04452	1299	38.9745454545455	NA	433	0.389745454545455
LOC725901	0.0115	588	51.7927272727273	NA	196	0.517927272727273
LOC725904	0.04151	519	33.5772727272727	NA	173	0.335772727272727
LOC725905	0.02464	903	34.5018181818182	NA	301	0.345018181818182
LOC725908	0.16804	3582	34.3490909090909	NA	1194	0.343490909090909
LOC725909	0.18304	807	32.9509090909091	NA	269	0.329509090909091
LOC725910	0.0607	3333	33.6081818181818	NA	1111	0.336081818181818
LOC725915	0.03252	309	37.8627272727273	NA	103	0.378627272727273
LOC725918	0.19563	357	34.9354545454545	NA	119	0.349354545454545
LOC725922	0.18018	1011	50.4	NA	337	0.504
LOC725924	0.04279	1899	58.73	NA	633	0.5873
LOC725925	0.13876	1692	38.3209090909091	NA	564	0.383209090909091
LOC725928	0.02348	5565	49.3945454545455	NA	1855	0.493945454545455
LOC725930	0.17407	927	32.1845454545455	NA	309	0.321845454545455
LOC725934	0.10595	1725	36.0681818181818	NA	575	0.360681818181818
LOC725941	0.15517	2289	33.4681818181818	NA	763	0.334681818181818
LOC725942	0.19524	306	37.9981818181818	NA	102	0.379981818181818
LOC725943	0.00153	384	39.7254545454545	NA	128	0.397254545454545
LOC725945	0.11874	792	41.3463636363636	NA	264	0.413463636363636
LOC725947	0.00176	237	33.7936363636364	NA	79	0.337936363636364
LOC725948	0.14485	843	29.6354545454545	NA	281	0.296354545454545
LOC725949	0.07217	2805	36.53	NA	935	0.3653
LOC725950	0.07604	3180	35.1127272727273	NA	1060	0.351127272727273
LOC725951	0.1467	717	32.0781818181818	NA	239	0.320781818181818
LOC725954	0.18109	699	42.8545454545455	NA	233	0.428545454545455
LOC725957	0.10286	747	33.7345454545455	NA	249	0.337345454545455
LOC725960	0.18071	1089	57.7345454545455	NA	363	0.577345454545454
LOC725961	0.09732	366	31.9918181818182	NA	122	0.319918181818182
LOC725966	0.03221	1455	54.6272727272727	NA	485	0.546272727272727
LOC725967	0.11581	1527	48.8	NA	509	0.488
LOC725970	0.03335	3246	44.6190909090909	NA	1082	0.446190909090909
LOC725976	0.09989	966	34.4454545454545	NA	322	0.344454545454545
LOC725977	0.03059	477	32.2472727272727	NA	159	0.322472727272727
LOC725980	0.20209	219	42.0936363636364	NA	73	0.420936363636364
LOC725981	0.09422	717	31.3672727272727	NA	239	0.313672727272727
LOC725982	0.04438	2499	35.9545454545455	NA	833	0.359545454545455
LOC725983	0.09842	3564	31.2209090909091	NA	1188	0.312209090909091
LOC725987	0.18978	1314	30.15	NA	438	0.3015
LOC725991	0.16205	699	42.2163636363636	NA	233	0.422163636363636
LOC725992	0.11979	1902	42.8118181818182	NA	634	0.428118181818182
LOC725993	0.12831	4788	34.4854545454545	NA	1596	0.344854545454545
LOC725999	0.03683	741	55.21	NA	247	0.5521
LOC726002	0.04962	3279	35.6845454545455	Signalling	1093	0.356845454545455
LOC726007	0.03143	1644	40.2572727272727	NA	548	0.402572727272727
LOC726009	0.05135	507	36.1845454545455	NA	169	0.361845454545455
LOC726013	1e-04	192	37.31	NA	64	0.3731
LOC726015	0.16834	714	39.7527272727273	NA	238	0.397527272727273
LOC726017	0.15143	906	51.6945454545455	NA	302	0.516945454545455
LOC726020	0.11356	999	31.6781818181818	NA	333	0.316781818181818
LOC726021	0.10676	2082	51.6127272727273	NA	694	0.516127272727273
LOC726024	0.113	963	45.8136363636364	NA	321	0.458136363636364
LOC726025	0.16564	1008	36.5790909090909	NA	336	0.365790909090909
LOC726027	0.11753	699	36.7409090909091	NA	233	0.367409090909091
LOC726028	0.06812	924	41.0772727272727	NA	308	0.410772727272727
LOC726029	0.04889	483	36.1190909090909	NA	161	0.361190909090909
LOC726030	0.10696	1899	32.2609090909091	NA	633	0.322609090909091
LOC726031	0.10181	519	52.2336363636364	NA	173	0.522336363636364
LOC726033	0.14013	498	33.6063636363636	NA	166	0.336063636363636
LOC726039	0.12426	147	47.8672727272727	NA	49	0.478672727272727
LOC726040	0.22759	1746	46.7154545454545	NA	582	0.467154545454545
LOC726042	0.22305	315	36.74	NA	105	0.3674
LOC726043	0.09715	714	37.8172727272727	NA	238	0.378172727272727
LOC726045	0.04045	2424	45.1536363636364	NA	808	0.451536363636364
LOC726047	0.04285	201	37.6745454545455	NA	67	0.376745454545454
LOC726053	0.03848	1758	34	NA	586	0.34
LOC726054	0.16911	786	31.2736363636364	NA	262	0.312736363636364
LOC726056	0.00842	357	37.5354545454545	NA	119	0.375354545454545
LOC726060	0.19976	1065	49.2436363636364	NA	355	0.492436363636364
LOC726061	0.06744	270	36.1618181818182	NA	90	0.361618181818182
LOC726063	0.03072	1800	33.1672727272727	NA	600	0.331672727272727
LOC726065	0.06868	2214	55.5345454545455	NA	738	0.555345454545454
LOC726067	0.05188	1854	34.3190909090909	NA	618	0.343190909090909
LOC726068	0.09519	660	57.4381818181818	NA	220	0.574381818181818
LOC726069	0.0775	1287	51.5845454545455	NA	429	0.515845454545455
LOC726071	0.10455	1086	30.83	NA	362	0.3083
LOC726072	0.21727	231	52.9709090909091	NA	77	0.529709090909091
LOC726073	0.05633	1620	35.4209090909091	NA	540	0.354209090909091
LOC726074	0.07466	522	35.3363636363636	NA	174	0.353363636363636
LOC726077	0.25303	1833	31.9645454545455	NA	611	0.319645454545455
LOC726080	0.16239	1620	34.0454545454545	NA	540	0.340454545454545
LOC726081	0.1728	1692	36.2036363636364	NA	564	0.362036363636364
LOC726085	0.05595	360	32.3236363636364	NA	120	0.323236363636364
LOC726086	0.1111	549	37.2236363636364	NA	183	0.372236363636364
LOC726092	0.08435	675	52.7672727272727	NA	225	0.527672727272727
LOC726093	0.02687	3522	46.5754545454545	NA	1174	0.465754545454545
LOC726094	0.10811	594	53.8718181818182	NA	198	0.538718181818182
LOC726095	0.07657	1002	38.8572727272727	NA	334	0.388572727272727
LOC726096	0.10235	291	33.6445454545455	NA	97	0.336445454545454
LOC726099	0.13584	891	41.3945454545455	NA	297	0.413945454545455
LOC726100	0.22576	831	30.1936363636364	NA	277	0.301936363636364
LOC726102	0.20321	1224	34.0081818181818	NA	408	0.340081818181818
LOC726103	0.06879	2145	36.2154545454545	NA	715	0.362154545454546
LOC726107	0.19648	1050	35.6354545454545	NA	350	0.356354545454545
LOC726108	0.03025	1086	39.4109090909091	NA	362	0.394109090909091
LOC726110	0.10077	1236	37.7463636363636	NA	412	0.377463636363636
LOC726115	0.09569	1512	44.8545454545455	NA	504	0.448545454545455
LOC726118	0.17596	231	36.0081818181818	NA	77	0.360081818181818
LOC726119	0.09819	3042	51.2454545454545	NA	1014	0.512454545454545
LOC726120	0.20655	276	36.0354545454545	NA	92	0.360354545454545
LOC726124	0.06013	900	57.7463636363636	NA	300	0.577463636363636
LOC726128	0.0705	1791	42.8390909090909	NA	597	0.428390909090909
LOC726129	0.0191	423	36.6645454545455	NA	141	0.366645454545455
LOC726130	0.094	1917	54.8927272727273	NA	639	0.548927272727273
LOC726131	0.24232	198	32.5981818181818	NA	66	0.325981818181818
LOC726132	0.14094	537	32.4872727272727	NA	179	0.324872727272727
LOC726133	0.04547	2034	37.5727272727273	NA	678	0.375727272727273
LOC726139	0.06362	531	33.9509090909091	NA	177	0.339509090909091
LOC726145	0.02567	597	40.1090909090909	NA	199	0.401090909090909
LOC726148	0.06139	1680	56.4927272727273	NA	560	0.564927272727273
LOC726150	0.03769	963	52.9881818181818	NA	321	0.529881818181818
LOC726151	0.17429	558	37.1772727272727	NA	186	0.371772727272727
LOC726153	0.0245	789	51.8609090909091	NA	263	0.518609090909091
LOC726155	0.08298	1125	48.7672727272727	NA	375	0.487672727272727
LOC726156	0.04773	645	34.5863636363636	NA	215	0.345863636363636
LOC726158	0.11989	1824	42.7627272727273	NA	608	0.427627272727273
LOC726159	0.06122	2790	37.9572727272727	NA	930	0.379572727272727
LOC726162	0.05692	957	54.0709090909091	NA	319	0.540709090909091
LOC726163	0.08311	615	35.8472727272727	NA	205	0.358472727272727
LOC726164	0.05365	579	34.5127272727273	NA	193	0.345127272727273
LOC726165	0.05337	1374	53.4536363636364	NA	458	0.534536363636364
LOC726167	0.27514	429	46.9581818181818	NA	143	0.469581818181818
LOC726171	0.00723	492	39.43	NA	164	0.3943
LOC726172	0.07629	846	37.9336363636364	Signalling	282	0.379336363636364
LOC726174	0.00955	204	38.2354545454545	NA	68	0.382354545454545
LOC726178	0.01454	1407	42.2	NA	469	0.422
LOC726179	0.03381	1902	57.6472727272727	NA	634	0.576472727272727
LOC726180	0.03452	1119	58.9909090909091	NA	373	0.589909090909091
LOC726184	0.04823	1623	50.6118181818182	NA	541	0.506118181818182
LOC726185	0.05684	717	55.0154545454545	NA	239	0.550154545454545
LOC726187	0.02464	2553	37.2463636363636	NA	851	0.372463636363636
LOC726189	0.05002	660	54.9036363636364	NA	220	0.549036363636364
LOC726190	0.13366	2022	48.1118181818182	NA	674	0.481118181818182
LOC726197	0.00997	645	37.1936363636364	Signalling	215	0.371936363636364
LOC726199	0.07237	612	50.8472727272727	NA	204	0.508472727272727
LOC726201	0.09154	771	48.5890909090909	NA	257	0.485890909090909
LOC726204	0.03759	1062	53.2163636363636	NA	354	0.532163636363636
LOC726205	0.11413	564	40.3609090909091	NA	188	0.403609090909091
LOC726206	0.03816	735	56.7490909090909	NA	245	0.567490909090909
LOC726210	0.04472	1368	50.4718181818182	NA	456	0.504718181818182
LOC726212	0.08246	1641	35.9309090909091	NA	547	0.359309090909091
LOC726215	0.18212	6867	36.6245454545455	NA	2289	0.366245454545455
LOC726216	0.04214	1686	32.6636363636364	NA	562	0.326636363636364
LOC726219	0.17923	1047	27.5854545454545	NA	349	0.275854545454545
LOC726221	0.13387	273	41.8272727272727	NA	91	0.418272727272727
LOC726223	0.0746	2364	35.0836363636364	NA	788	0.350836363636364
LOC726227	0.10142	1209	37.0772727272727	NA	403	0.370772727272727
LOC726228	0.11518	2463	51.2381818181818	NA	821	0.512381818181818
LOC726229	0.06179	744	53.8963636363636	NA	248	0.538963636363636
LOC726232	0.07909	615	30.2436363636364	NA	205	0.302436363636364
LOC726235	0.13562	1689	31.3645454545455	NA	563	0.313645454545455
LOC726236	0.13635	1203	46.8754545454545	NA	401	0.468754545454545
LOC726237	0.08118	993	34.0945454545455	NA	331	0.340945454545455
LOC726238	0.01684	312	47.4945454545455	NA	104	0.474945454545455
LOC726239	0.10251	696	32.3136363636364	NA	232	0.323136363636364
LOC726240	0.05308	363	44.4281818181818	NA	121	0.444281818181818
LOC726241	0.16066	2823	35.9381818181818	NA	941	0.359381818181818
LOC726243	0.05402	1101	52.2172727272727	NA	367	0.522172727272727
LOC726244	0.09378	336	35.9563636363636	NA	112	0.359563636363636
LOC726253	0.13888	498	30.2127272727273	NA	166	0.302127272727273
LOC726255	0.19286	657	34.0809090909091	NA	219	0.340809090909091
LOC726260	0.17325	1017	44.7309090909091	NA	339	0.447309090909091
LOC726262	0.04692	3531	45.1163636363636	NA	1177	0.451163636363636
LOC726264	0.14954	831	36.3972727272727	NA	277	0.363972727272727
LOC726265	0.09738	678	34.5554545454545	NA	226	0.345554545454545
LOC726268	0.24387	336	46.7527272727273	NA	112	0.467527272727273
LOC726269	0.11111	579	36.6454545454545	Effector	193	0.366454545454545
LOC726270	0.00682	459	44.5254545454545	NA	153	0.445254545454545
LOC726272	0.11562	5604	37.5890909090909	NA	1868	0.375890909090909
LOC726273	0.08146	1779	40.7345454545455	NA	593	0.407345454545455
LOC726279	0.01316	144	29.6081818181818	NA	48	0.296081818181818
LOC726282	0.075	354	54.3654545454545	NA	118	0.543654545454546
LOC726284	0.12345	777	60.4981818181818	NA	259	0.604981818181818
LOC726289	0.02454	576	53.9145454545455	Signalling	192	0.539145454545455
LOC726291	0.06322	3297	35.8263636363636	NA	1099	0.358263636363636
LOC726298	0.08585	879	50.3163636363636	NA	293	0.503163636363636
LOC726302	0.0244	639	61.5872727272727	NA	213	0.615872727272727
LOC726303	0.08223	807	33.6372727272727	NA	269	0.336372727272727
LOC726304	0.03565	795	43.0427272727273	NA	265	0.430427272727273
LOC726307	0.08854	3168	51.3218181818182	NA	1056	0.513218181818182
LOC726310	0.1302	2352	33.4536363636364	NA	784	0.334536363636364
LOC726312	0.10033	585	42.0354545454545	NA	195	0.420354545454545
LOC726315	0.14971	1443	30.9136363636364	NA	481	0.309136363636364
LOC726316	0.12625	261	33.9263636363636	NA	87	0.339263636363636
LOC726318	0.11015	930	49.3363636363636	NA	310	0.493363636363636
LOC726321	0.13703	420	48.0536363636364	NA	140	0.480536363636364
LOC726322	0.08195	2145	52.03	NA	715	0.5203
LOC726325	0.08487	3993	37.4490909090909	NA	1331	0.374490909090909
LOC726326	0.12226	672	33.32	NA	224	0.3332
LOC726330	0.07671	417	45.5190909090909	NA	139	0.455190909090909
LOC726335	0.12178	1962	57.21	NA	654	0.5721
LOC726336	0.01789	2097	42.26	NA	699	0.4226
LOC726337	0.06791	348	42.3209090909091	NA	116	0.423209090909091
LOC726339	0.13697	4566	40.6790909090909	NA	1522	0.406790909090909
LOC726341	0.23755	666	31.0936363636364	NA	222	0.310936363636364
LOC726347	0.16834	1053	40.8463636363636	NA	351	0.408463636363636
LOC726348	0.12314	1572	35.27	NA	524	0.3527
LOC726350	0.06966	1212	50.6909090909091	NA	404	0.506909090909091
LOC726352	0.20341	483	50.1790909090909	NA	161	0.501790909090909
LOC726353	0.15793	1836	51.9518181818182	NA	612	0.519518181818182
LOC726354	0.25746	3036	44.3136363636364	NA	1012	0.443136363636364
LOC726358	0.08906	8532	40.7036363636364	NA	2844	0.407036363636364
LOC726361	0.1383	648	44.1509090909091	NA	216	0.441509090909091
LOC726362	0.1906	1542	42.6709090909091	NA	514	0.426709090909091
LOC726363	0.10023	1182	29.7263636363636	NA	394	0.297263636363636
LOC726364	0.13021	729	35.5918181818182	NA	243	0.355918181818182
LOC726365	0.18606	765	38.6218181818182	NA	255	0.386218181818182
LOC726367	0.1222	1911	42.5290909090909	NA	637	0.425290909090909
LOC726368	0.02901	1599	38.12	NA	533	0.3812
LOC726369	0.13996	342	35.8590909090909	NA	114	0.358590909090909
