Gene	All_Advanced_Eusocial	All_Social	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC726461	1	1	1	1	1	1	1	1	1	1	1
LOC726469	1	1	1	1	1	1	1	1	1	1	1
LOC726472	1	1	1	1	1	1	1	1	1	1	1
LOC726474	1	1	1	1	1	1	1	1	1	1	1
LOC726478	1	1	1	1	1	1	1	1	1.22081602437114e-05	1	1
LOC726480	1	1	1	1	1	1	1	1	1	1	1
LOC726482	1	1	1	1	1	1	1	1	1	1	1
LOC726483	1	1	1	1	1	1	1	1	0.000172178532683002	1	1
LOC726486	1	1	1	1	1	1	1	1	1	1	1
LOC726488	1	1	1	1	1	1	1	1	1	1	1
LOC726492	1	1	1	1	1	1	1	1	0.697896100506842	1	1
LOC726494	1	1	1	0.425706600013727	1	1	1	1	1	1	1
LOC726495	1	1	1	1	1	1	1	1	1	1	1
LOC726496	1	1	1	1	1	1	1	1	6.47875123888605e-08	1	1
LOC726501	1	1	1	1	1	1	1	1	1	1	1
LOC726504	1	1	1	1	1	1	1	1	1	1	1
LOC726506	1	1	1	1	1	1	1	1	1	1	1
LOC726509	1	1	1	1	1	1	1	1	1	1	1
LOC726513	1	1	1	1	1	1	1	1	1	1	1
LOC726515	1	1	1	1	1	1	1	1	1	1	1
LOC726522	1	1	1	0.000421167898337422	1	1	1	1	1	1	1
LOC726524	1	1	1	1	1	1.26676575549973e-09	1	1	0.11940479892443	0.000273328994521996	1
LOC726525	1	1	1	1	1	1	1	1	1	1	1
LOC726527	1	1	1	1	1	1	1	1	1	1	1
LOC726529	1	1	1	1	1	1	0.000216518190425639	1	5.773922370556e-05	1	1
LOC726537	1	1	1	1	1	8.12250295576553e-12	1	1	1	1	1
LOC726542	1	1	1	1	NA	1	1	1	1	1	1
LOC726543	1	1	1	1	1	1	1	1	1	1	1
LOC726544	1	1	1	1	1	1	1	1	1	1	1
LOC726547	1	1	1	0.264144043565963	1	1	1	1	1	1	1
LOC726564	1	1	1	1	1	1	1	1	1	1	1
LOC726566	1	1	1	1	1	1	0.920067056529295	1	0.607872496017418	1	1
LOC726568	1	1	1	1	1	1	1	1	1	1	1
LOC726569	1	1	1	1	1	1	1	1	0.000964717673536196	1	1
LOC726570	1	1	1	1	1	1	1	1	1	1	1
LOC726572	1	1	1	1	1	1	1	1	1	0.238731253944388	1
LOC726578	1	1	1	1	1	1	1	1	1	1	1
LOC726582	1	1	1	1	1	1	1	1	1	1	1
LOC726585	1	1	1	1	1	1	1	1	1	1	1
LOC726586	1	1	1	1	1	1	1	1	1	1	1
LOC726589	1	1	1	1	1	1	1	1	1	1	1
LOC726590	1	1	1	1	1	1	1	1	1	1	1
LOC726595	1	1	1	1	1	1	1	1	1	1	1
LOC726597	1	1	1	1	1	1	1	1	1	1	1
LOC726598	1	1	1	1	1	1	1	1	2.11930303028653e-11	1	1
LOC726600	1	1	1	1	1	1	1	1	1.24767077866617e-05	1	1
LOC726601	1	1	1	1	1	1	1	1	0.0188969305220212	1	1
LOC726602	1	1	1	1	1	1	1	1	1	1	1
LOC726605	1	1	1	1	1	1	1	1	1	1	1
LOC726608	1	1	1	1	1	1	1	1	1	1	1
LOC726616	1	1	1	1	1	1	0.0678726135440056	0.971102462336105	1	1	1
LOC726617	1	1	1	1	1	1	1	1	1	1	1
LOC726619	1	1	1	1	1	1	1	1	1	1	1
LOC726620	1	1	1	1	1	1	1	1	1	1	1
LOC726633	1	1	1	1	1	1	1	1	1	1	1
LOC726636	1	1	1	1	1	1	1	1	1	2.79379230864206e-14	1
LOC726638	1	1	1	1	1	1	1	1	1	1	1
LOC726642	1	1	1	1	1	1	1	0.139836898766721	1	1	1
LOC726643	1	1	1	1	1	1	7.97570328745443e-06	1	1	1	1
LOC726647	1	1	1	1	1	1	1	1	0.000661736761615133	1	1
LOC726648	1	1	1	1	1	1	1	1	1	1	1
LOC726649	1	1	1	1	1	1	1	1	1	1	1
LOC726650	1	1	1	1	1	1	1	1	0.00413008319713193	1	1
LOC726651	1	1	1	1	1	1	1	1	1	1	0.5376535411979
LOC726653	1	1	1	1	1	1	1	1	1	1	1
LOC726656	1	1	1	1	1	1	1	1	1	1	1
LOC726657	1	1	1	1	1	1	1.58236506826054e-07	1	1	1	1
LOC726667	1	1	1	1	1	1	1	1	4.29172782603994e-05	1	1
LOC726668	1	1	1	1	0.0667073135649247	1	1	1	1.83520557251729e-09	1	1
LOC726672	1	1	1	1	1	1	1	1	1	1	1
LOC726673	1	1	1	1	1	1	0.0159448408175518	1	1	1	1
LOC726677	1	1	1	1	1	1	1	1	1	1	1
LOC726681	1	1	1	1	1	1	1	1	1	1	1
LOC726682	1	1	1	1	1	1	1	1	1	1	1
LOC726683	1	1	1	1	1	1	1	1	1	1	1
LOC726685	1	1	1	1	1	1	1	1	1	1	1
LOC726689	1	1	1	1	1	1	1	1	1	1	1
LOC726692	1	1	1	1	1	1	1	1	1	1	1
LOC726694	1	1	1	1	1	1	1	1	1	1	1
LOC726695	1	1	1	1	1	1	0.776380223419875	1	0.000895609878049224	1	1
LOC726696	1	1	1	1	1	1	1	1	1	1	1
LOC726697	1	1	1	1	1	1	1	1	0.0751918764482745	1	1
LOC726699	1	1	1	1	1	1	1	1	3.74677734634676e-16	1	1
LOC726703	1	1	1	1	1	1	1	1	1	1	1
LOC726706	1	1	1	1	1	1	1	1	1	1	1
LOC726708	1	1	1	1	1	1	1	1	1	1	1
LOC726711	1	1	1	1	1	1	1	1	1	1	1
LOC726713	1	1	1	1	1	1	1	1	1	1	1
LOC726718	1	1	1	1	1	1	1	1	1	1	1
LOC726722	1	1	1	1	1	1	0.28957449669504	1	1	1	1
LOC726727	1	1	1	1	1	1	1	1	1	1	1
LOC726728	1	1	1	1	1	1	1	1	1	1	1
LOC726729	1	1	1	1	1	1	1	1	1	1	1
LOC726731	1	1	1	1	1	1	1	1	1	1	1
LOC726733	1	1	1	1	1	1	1	1	0.0438344152850979	1	1
LOC726735	1	1	1	1	1	1	0.00132073968869663	1	1	1	1
LOC726736	1	1	1	1	1	1	1	1	1	1	1
LOC726740	1	1	1	1	1	1	1	1	1	1	1
LOC726743	1	1	1	1	1	1	1	1	1	1	1
LOC726745	1	1	1	1	1	1	1	1	1	1	1
LOC726746	1	1	1	1	1	1	1	1	1	1	1
LOC726755	1	1	1	1	1	1	1	1	1	1	1
LOC726756	1	1	1	1	1	1	1	1	0.000156814624999191	1	1
LOC726757	1	1	1	1	1	1	1	1	1	1	1
LOC726759	1	1	1	1	1	1	1	0.407584036595133	1	1	1
LOC726770	1	1	1	1	1	1	1	1	1	1	1
LOC726771	1	1	1	1	1	1	1	1	1	1	1
LOC726778	1	1	1	1	1	1	1	1	1	1	1
LOC726780	1	1	1	1	1	1	1	1	1	1	1
LOC726786	1	1	1	1	1	1	1	1	1	1	1
LOC726788	1	1	1	1	1	1	1	1	1	1	1
LOC726790	1	1	1	1	1	1	1	1	1.34165105802863e-07	1	1
LOC726791	1	1	1	1	1	1	1	1	1	1	1
LOC726801	1	1	1	1	1	1	1	1	1	1	1
LOC726804	1	1	1	1	1	1	0.326046339806333	1	1	1	1
LOC726806	1	1	1	1	NA	1	1	1	1.36419174644442e-23	1	1
LOC726814	1	1	1	1	1	1	1	1	1	1	1
LOC726815	1	1	1	1	1	1	1	1	1	1	1
LOC726816	1	1	1	1	1	1	1	1	0.00215774965248952	1	1
LOC726817	1	1	1	1	1	1	1	1	1	1	1
LOC726819	1	1	1	1	1	1	1	1	1	1	1
LOC726824	1	1	1	1	1	1	1	1	2.76010900921174e-05	1	1
LOC726825	1	1	1	1	1	1	1	1	1	1	1
LOC726828	1	1	1	1	1	1	1	1	1	1	1
LOC726829	1	1	1	1	1	1	1	1	1	1	1
LOC726833	1	1	1	1	1	1	1	1	1	1	1
LOC726839	1	1	1	1	1	1	1	1	1	1	1
LOC726841	1	1	1	1	1	1	1	1	1	1	1
LOC726842	1	1	1	1	NA	1	1	1	1	1	1
LOC726853	1	1	1	1	1	1	1	1	7.6455522988908e-12	1	1
LOC726857	1	1	1	1	1	1	1	1	1	1	1
LOC726860	1	1	1	1	1	1	1	1	1	1	1
LOC726861	1	1	1	1	1	1	1	1	1	1	1
LOC726862	1	1	1	1	1	1	1	1	1	1	1
LOC726864	1	1	1	1	1	1	1	1	1	1	1
LOC726867	1	1	1	1	1	1	1	0.13242141070628	1	1	1
LOC726870	1	1	1	1	1	1	1	1	1	1	1
LOC726871	1	1	1	1	1	1	1	1	1	1	1
LOC726874	1	1	1	1	1	0.0190999157589487	1	1	1	1	1
LOC726883	1	1	1	1	1	1	1	1	1.48104747661159e-19	1	1
LOC726888	1	1	1	1	1	1	1	1	1	1	1
LOC726895	1	1	1	1	1	1	4.39912814342757e-08	1	1	1	1
LOC726900	1	1	1	1	1	1	1	1	1	1	1
LOC726903	1	1	1	1	1	1	1	1	1	1	1
LOC726904	1	1	1	1	1	1	1	1	1	5.17388137385445e-06	1
LOC726906	1	1	1	1	1	1	1	1	1	1	1
LOC726908	1	1	1	1	1	1	1	1	0.23923129640142	1	1
LOC726914	1	1	1	1	1	1	1.66583797213048e-14	1	1	1	1
LOC726918	1	1	1	1	1	1	1	1	1	1	1
LOC726922	1	1	1	1	1	1	1	1	1	1	1
LOC726925	1	1	1	1	1	1	1	1	9.39530252195942e-17	1	1
LOC726935	1	1	1	1	1	1	1	1	1	1	1
LOC726941	1	1	1	1	1	1	1	1	1	1	1
LOC726949	1	1	1	1	1	1.80099657071969e-05	1	1	1	1	1
LOC726952	1	1	1	1	1	1	1	1	1	1	1
LOC726955	1	1	1	1	1	1	1	1	1	1	1
LOC726957	1	1	1	1	1	1	1	0.000218898646998778	1	1	1
LOC726961	1	1	1	1	1	1	1	1	1	1	1
LOC726962	1	1	1	1	1	1	1	1	7.16919256173934e-08	1	1
LOC726965	1	1	1	0.483115753008848	1	1	1	1	0.397780143845197	1	1
LOC726972	1	1	1	1	1	1	1	1	1	1	1
LOC726977	1	1	1	1	1	1	1	1	1	1	1
LOC726978	1	1	1	1	1	1	1	1	1	1	1
LOC726979	1	1	1	1	1	1	1	1	1	1	1
LOC726981	1	1	1	1	NA	1	1	1	1	1	1
LOC726987	1	1	1	1	1	1	1	1	1	1	1
LOC726989	1	1	1	1	1	1	0.000215404369092519	1	1	1	1
LOC726990	1	1	1	1	1	1	1	1	2.13481119120319e-08	1	1
LOC726993	1	1	1	1	1	1	1	1	1	1	1
LOC726997	1	1	1	1	1	1	1	1	1	1	1
LOC727000	1	1	1	1	1	1	1	1	1	1	1
LOC727001	1	1	1	1	1	2.08218689416781e-05	1	1	1	1	1
LOC727007	1	1	1	1	1	1	1	1	1	1	1
LOC727008	1	1	1	1	1	1	1	1	1	1	1
LOC727010	1	1	1	1	1	1	1	1	1	1	1
LOC727012	1	1	1	1	1	1	1	1	1	1	1
LOC727014	1	1	1	1	1	1	1	1	1	1	1
LOC727019	1	1	1	1	1	1	1	1	1	1	1
LOC727023	1	1	1	1	1	1	1	1	1	1	1
LOC727028	1	1	1	1	1	1	1	1	1	1	1
LOC727030	1	1	1	1	1	1	1	1	1	1	1
LOC727031	1	1	1	1	1	1	1	1	1	1	1
LOC727035	1	1	1	1	1	1	1	1	6.97829028504842e-12	1	1
LOC727050	1	1	1	1	1	1	1	1	1	1	1
LOC727071	1	1	1	1	1	1	1	1	1	1	1
LOC727074	1	1	1	1	1	1	1	1	1	1	1
LOC727078	1	1	1	1	NA	1	1	1	1.01403053564563e-19	1	1
LOC727079	1	1	1	1	1	1	1	1	1	1	0.0457809572131635
LOC727088	1	1	1	1	1	1	1	1	1	1	1
LOC727091	1	1	0.524123289536988	1	NA	1	1	1	1	0.510895217642871	1
LOC727101	1	1	1	1	1	1	1	1	1	1	1
LOC727108	1	1	1	1	1	1	5.80922892061215e-17	1	1	1	1
LOC727121	1	1	1	1	1	1	1	1	1	1	1
LOC727130	1	1	1	1	1	1	1	1	1	1	1
LOC727140	1	1	1	1	1	1	1	1	1	1	1
LOC727142	1	1	1	1	1	1	1	1	1	1	1
LOC727150	1	1	1	1	1	1	0.0163394730262063	1	1	1	1
LOC727153	1	1	1	1	1	1	1	1	1	1	1
LOC727156	1	1	1	1	1	1	1	1	1	1	1
LOC727157	1	1	1	1	NA	1	1	1	1	1	1
LOC727165	1	1	1	1	1	1	1	1	1	1	1
LOC727168	1	1	1	1	1	1	0.339400715338665	1	1	1	1
LOC727174	1	1	1	1	1	0.256510610093208	1	1	1	1	1
LOC727180	1	1	1	1	1	1	0.000257492611640055	1	1	1	1
LOC727192	1	1	1	1	1	1	0.323370820274672	1	1	1	1
LOC727199	1	1	1	1	1	1	1	1	1	1	1
LOC727205	1	1	1	1	1	1	0.365551273506124	0.716260424230688	1	1	1
LOC727210	1	1	1	1	1	1	1	1	9.29534387009394e-08	1	1
LOC727222	1	1	1	1	1	1	1	1	0.16259363645212	1	1
LOC727228	1	1	1	1	1	1	1	1	1	1	1
LOC727234	1	1	1	1	1	1	1	1	1	1	1
LOC727236	1	1	1	1	1	1	0.219821753170113	1	1	1	1
LOC727239	1	1	1	0.191437309525948	1	1	1	1	1	1	1
LOC727246	1	1	1	1	1	1	1	1	1	1	1
LOC727247	1	1	1	1	1	1	1	1	1	1	1
LOC727249	1	1.89746441882124e-07	1	1	1	1	1	1	1	1	1
LOC727254	1	1	1	1	1	1	1	1	1	1	1
LOC727257	1	1	1	1	1	1	1	1	1	1	1
LOC727260	1	1	1	1	1	1	1	1	1	1	1
LOC727261	1	1	1	1	1	1	1	1	1	1	1
LOC727262	1	1	1	1	1	1	1	1	1	1	1
LOC727263	1	1	1	1	1	1	1	1	1	1	1
LOC727266	1	1	1	1	1	1	1	1	1	1	1
LOC727267	1	1	1	1	1	1	1	1	1	1	1
LOC727269	1	1	1	1	1	1	1	1	1	1	1
LOC727272	1	1	1	1	1	1	1	1	1	1	1
LOC727275	1	1	1	1	1	1	1	1	1	1	1
LOC727277	1	1	1	1	1	1	1	1	1	1	1
LOC727278	1	1	1	1	1	1	1	1	1	1	1
LOC727284	1	1	1	1	1	1	1	1	1	1	1
LOC727285	1	1	1	1	1	0.17700648528126	1	1	1	1	1
LOC727287	1	1	1	1	1	1	1	1	1	1	1
LOC727288	1	1	1	1	1	1	1	1	1	1	1
LOC727290	1	1	1	1	1	1	1	1	1	1	1
LOC727293	1	1	1	1	1	1	1	1	1	1	1
LOC727294	1	1	1	1	1	1	1	1	1	1	1
LOC727298	1	1	1	1	1	1	1	1	1	1	1
LOC727300	1	1	1	1	1	1	1	1	1	1	1
LOC727306	1	1	1	1	1	1	1	1	0.359547719364708	1	1
LOC727309	1	1	1	1	1	1	1	1	1	1	1
LOC727310	1	1	1	1	1	1	1	1	1	1	1
LOC727311	1	1	1	1	1	1	1	1	1	1	1
LOC727312	1	1	1	1	1	0.0809095838577275	1	0.203143039099572	1	1	1
LOC727324	1	1	1	1	1	0.205080227551148	1	1	1	1	1
LOC727331	1	1	1	1	1	1	1	1	1	1	1
LOC727332	1	1	1	1	1	1	1	1	1	1	1
LOC727335	1	1	1	1	1	1	0.31007331072408	1	2.30633127455819e-06	1	1
LOC727350	1	1	1	1	1	1	1	1	1	1	1
LOC727354	1	1	1	1	1	1	1	1	1	1	1
LOC727375	1	1	1	1	1	1	1	1	1	1	1
LOC727392	1	1	1	1	NA	1	1	1	2.18692905337854e-08	1	1
LOC727398	1	1	1	1	1	1	1	1	1	1	1
LOC727415	1	1	1	1	1	1	8.13406106602486e-15	1	1	1	1
LOC727418	1	1	1	1	1	1	1	1	0.824413329366907	1	1
LOC727419	1	1	1	1	1	1	1	1	1	1	1
LOC727424	1	1	1	1	1	1	1	1	1	1	1
LOC727432	1	1	1	1	1	1	1	1	1	1	1
LOC727447	1	1	1	1	1	2.96364042520091e-07	0.00168120097149035	1	1	1	1
LOC727450	1	1	1	1	1	1	1	1	1	1	1
LOC727455	1	1	1	1	1	1	1	1	0.0601832915413	1	1
LOC727460	1	1	1	1	NA	1	1	1	1	1	1
LOC727473	1	1	1	1	1	1	1	1	1	1	1
LOC727480	1	1	1	1	1	0.12352268081385	1	1	1	1	1
LOC727483	1	1	1	1	1	1	1	1	1	1	1
LOC727486	1	1	1	1	1	1	1	0.0358913749454957	1	2.45713588553431e-05	1
LOC727490	1	1	1	1	1	1	1	1	1	1	1
LOC727496	1	1	1	1	1	1	1	1	1	1	1
LOC727497	1	1	1	1	1	1	1	1	1	1	1
LOC727501	1	1	1	1	1	1	1	1	1	1	1
LOC727505	1	1	1	1	1	1	1	1	1	1	1
LOC727515	1	1	1	1	1	1	1	1	1	1	1
LOC727520	1	1	1	1	1	1	1	1	1	1	1
LOC727528	1	1	1	1	1	1	1	1	1	1	1
LOC727534	1	1	1	1	1	1	1	1	1	1	1
LOC727538	1	1	1	1	1	1	1	1	1	1	1
LOC727552	1	1	1	1	1	1	1	1	1	1	1
LOC727578	1	1	1	1	1	1	1	1	0.0217692758909154	1	1
LOC727592	1	1	1	1	1	1	1	1	1	1	1
LOC727596	1	1	1	1	1	1	4.59836464392024e-07	1	1	1	1
LOC727612	1	1	1	1	1	1	1	1	1	1	1
LOC727639	1	1	1	1	1	1	1	1	1	1	1
LOC727649	1	1	1	1	1	1	1	1	1	1	1
LOC727650	1	1	1	1	1	1	1	1	1	1	1
Lin-52	1	1	1	1	1	1	1	1	1	1	1
Lop1	1	1	1	1	1	1	1	1	1	1	1
Lop2	1	1	1	1	1	1	1	1	1	1	1
MARCH6	1	1	1	1	1	1	1	1	1	1	1
Metrn	1	1	1	1	1	1	1	1	1	1	1
Msx	1	1	1	1	1	1	1	1	2.33018450807952e-06	1	1
NFRKB	1	1	1	1	1	1	1	1	1	1	1
NLG-4	1	1	1	1	1	1	1	1	1	1	1
NPF	1	1	1	1	1	1	1	1	1	1	1
Ndufs1	1	1	1	1	1	1	0.0686629170366308	1	1	1	1
Nedd9	0.00105853771913873	1	1	1	1	1	1	1	2.78915144504896e-13	1	1
Nmdar1	1	1	1	1	1	1	1	1	1	1	1
Nrk1	1	1	1	1	1	1	1	1	1	1	1
Obp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Obp10	1	1	1	1	1	1	1	1	0.752054459172842	1	1
Obp13	1	1	1	1	1	1	1	1	1	1	1
Obp2	1	1	1	0.814871927155575	1	1	1	1	1	1	1
Or2	1	1	1	1	1	1	1	1	1	1	1
PDHB	1	1	1	1	1	1	1	1	1	1	1
PRF	1	1	1	1	1	1	1	1	0.425729277314952	1	1
Pban	1	1	1	1	1	1	1	1	1	1	1
Per	1	1	1	1	1	1	0.03238164982339	1	1	1	1
Pkc	1	1	1	1	1	1	1	1	1	1	1
Psq	1	1	1	1	1	1	1	1	0.956697570093753	1	1
RCC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ROCK2	1	1	1	1	1	1	1	1	1	1	1
Reck	1	1	1	1	1	1	0.00788776140494358	1	4.8501302961221e-16	1	1
Rep	1	1	1	1	1	1	1	1	1	1	1
Ripk5	1	1	1	1	1	1	1	1	3.66535183619988e-06	1	1
RpL32	1	1	1	1	1	1	1	1	1	1	1
Rpn1	1	1	1	1	1	1	1	1	1	1	1.11985748126307e-05
Rps14	1	1	1	1	1	1	1	1	1	1	1
Rps8	1	1	1	1	1	1	1	1	1	1	1
SIFR	1	1	1	1	1	1	1	1	0.00440994445023988	1	1
SPG11	1	1	1	1	1	1	1	1	1	1	1
Sergef	1	1	1	1	1	1	1	1	0.0206817899361252	1	1
Slc35b1	1	1	1	1	1	1	1	1	1	1	1
Sod1	1	1	1	1	1	1	1	1	1	1	1
Sod2	1	1	1	1	NA	1	1	1	0.0818289893022678	1	1
Stg-1	1	1	1	1	1	1	1	1	1	1	1
Stip	1	1	1	1	1	1	1	1	1	1	1
Syt20	1	1	1	1	1	1	1.19373777593096e-07	1	3.88359097592344e-05	1	1
Tbh	1	1	1	1	1	1	1	1	1	1	1
Tg	1	1	1	1	1	1	1.97399766084539e-05	1	1	1	3.83920907315528e-08
Tk	1	1	1	1	1	1	1	1	1	1	1
Tpcn1	1	1	1	1	1	0.00035235307856122	1	1	1	1	1
TpnCI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TpnCIIIa	1	1	1	1	NA	1	1	1	1	1	1
TpnCIIb	1	1	1	1	1	1	1	1	0.0583864491883704	1	1
TpnT	1	1	1	1	1	1	1	1	1	0.029944482852235	1
Tpx-4	1	1	1	1	1	1	1	1	1	1	1
Tret1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tsf1	1	1	1	1	1	1	1	1	1	1	1
TyHyd	1	1	1	1	1	1	1	1	1	1	1
Ube2g1	1	1	1	1	1	1	1	1	1	1	1
Ubx	1	1	1	1	1	1	1	1	1	1	1
Uvop	1	1	1	1	1	1	1	1	1	1	1
WRNexo	1	1	1	1	1	1	1	1	1	1	1
Wat	1	1	1	1	1	1	1	1	1	1	1
Y-f	1	1	1	1	1	1	1	1	1	1	1
Y-h	1	1	1	1	1	1	1	1	1	1	1
Y-y	1	1	1	1	1	1	1	1	1	1	1
apd-3	8.98369326913459e-05	1.52695265050534e-05	1	1	0.453221810461334	0.297944384409564	3.99972212543677e-05	1.76465001282925e-08	0.0221907985867813	1	1
arm	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c-mos	1	1	1	1	1	1	1	1	1	1	1
ecd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
eve	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mGlutR1	1	1	1	1	NA	1	1	1	0.00229238185727094	1	1
nAChRa4	1	1	1	1	1	1	1	1	1	1	1
nAChRa7	1	1	1	1	1	1	1.98746799630205e-07	1	1.67043175998833e-08	1	1
nanos	1	1	1	1	1	1	1	1	1	1	1
osp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
otd2	1	1	1	1	1	1	1	1	1.66509225318429e-05	1	1
pHCl	0.70104759254133	1	1	1	1	1	1	1	1	1	1
sGC-alpha1	1	1	1	1	1	1	1	1	4.85011361313967e-24	1	1
sGCbeta-3	1	1	1	1	1	1	1	1	1	1	1
uzip	1	1	1	1	1	1	1	1	0.0272674148042298	1	1
Arp1	1	1	1	1	1	1	1	1	1	1	1
B-gluc1	1	1	1	1	1	1	1	1	1	1	1
CytC	1	1	1	1	1	1	0.00266498984537246	1	1	1	1
Dcr-1	1	1	1	1	1	2.65965834380691e-09	1	1	2.71056922147057e-21	1	1
Dl	1	1	1.2863820043949e-39	0.782157499974731	1	1.11630827792488e-17	1	1	1	1.85898486115304e-14	1
Imd	1	1	1	1	1	1	1	1	1	1	1
LOC100576527	1	1	1	1	1	0.0184035981460449	1	1	1	1	1
LOC100576742	1	1	1	1	1	1	0.274507430360968	1	1	1	1
LOC100576819	1	1	1	1	1	1	1	1	1	1	1
LOC100577690	1	1	1	1	1	1	1	1	1	1	1
LOC100577764	1	1	1	1	1	1	1	1	1	1	1
LOC100578030	1	1	1	1	1	1	1	1	1	1	1
LOC100578156	1	1	1	1	1	1	1	1	1	1	1
LOC100578356	1	1	1	1	1	0.688408301324523	1	1	1	1	1
LOC100578537	1	1	1	1	1	1	5.93872658428287e-17	1	1	1	1
LOC406097	1	1	1	1	1	1	1	0.182730273232355	1	1	1
LOC408358	1	1	1	1	1	1	1	1	1	1	1
LOC408391	1	1	1	1	1	1	1	1	1	1	1
LOC408426	1	1	NA	1	1	NA	1	NA	1	NA	1
LOC408438	1	1	1	1	1	1	1	1	1	1	1
LOC408501	1	1	1	1	1	1	1	1	1	1	1
LOC408533	1	1	1	1	1	1	1	1	1	1	1
LOC408717	1	1	1	1	1	1	0.00924364521268393	1	1	1	1
LOC408808	1	1	NA	1	1	NA	0.0718902711038343	NA	1	NA	1
LOC408834	1	1	1	1	1	1	1	1	1	1	1
LOC408851	1	1	1	1	1	1	1	1	1	1	1
LOC408924	1	1	1	1	1	1	1	1	1	1	1
LOC409036	1	1	NA	1	1	NA	0.142458530686474	NA	1	NA	1
LOC409055	1	1	1	1	1	1	1	1	1	1	1
LOC409125	1	1	1	1	1	1	0.031379684208613	1	1	1	1
LOC409165	1	1	1	1	1	1	1	1	1	1	1
LOC409226	1	1	1	1	1	1	0.735051305490261	1	1	1	1
LOC409286	1	1	1	1	1	1	1	1	6.33486654563776e-09	1	1
LOC409334	1	1	1	1	1	1	1	1	1	1	1
LOC409336	1	1	1	1	1	1	1	1	2.57929116481758e-06	0.00105757446220044	1
LOC409341	1	1	1	1	1	1	1	1	1	1	1
LOC409365	1	1	1	1	1	1	0.525648872127442	1	1	1	1
LOC409386	1	1	1	1	1	1	1	1	1	1	1
LOC409393	1	1	1	1	1	1	1	1	1	1	1
LOC409495	1	1	1	1	1	1	1	1	1	1	1
LOC409523	1	1	1	1	1	1	1	1	1	1	1
LOC409529	1	1	NA	1	1	NA	1	NA	8.57894809886689e-08	NA	1
LOC409667	1	1	1	1	1	1	1	1	1	1	1
LOC409724	1	1	1	1	1	1	1	1	1	1	1
LOC409791	1	1	1	1	1	1	1	1	0.023781373686874	1	1
LOC409814	1	1	1	1	1	1	1	1	1	1	1
LOC409920	1	1	1	1	1	1	1	1	3.28022824694643e-05	1	1
LOC409925	1	1	1	1	1	1	1	1	1	1	1
LOC409941	1	1	1	1	1	1	1	1	1	1	1
LOC410183	1	1	1	0.0464745416539225	1	1	1	1	1	1	1
LOC410257	1	1	1	1	1	1	1	1	1	1	1
LOC410510	1	1	1	1	1	1	1	1	1	1	1
LOC410575	1	1	1	1	1	1	8.29651160108623e-08	1	1	1	1
LOC410719	1	1	1	1	1	1	1	1	1	1	1
LOC410732	1	1	1	1	1	1	0.172808770753117	1	4.69509588571126e-06	1	1
LOC410812	1	1	1	1	1	1	1	1	0.000121486664767979	1	1
LOC410860	0.0185521389421209	1	1	1	1	1	1	1	7.53711447870398e-18	1	1
LOC411115	1	1	1	2.35748696859583e-06	1	1	2.31297070274465e-05	1	1	1	1
LOC411270	1	1	NA	1	1	NA	1	NA	1	NA	1
LOC411295	1	1	1	1	1	1	1	1	1	1	1
LOC411519	1	1	1	1	1	1	1	1	1	1	1
LOC411566	1	1	1	1	1	1	1	1	1	1	1
LOC411639	1	1	1	1	1	1	1	1	0.00105361757351137	1	1
LOC411892	1	1	1	1	1	1	1	1	1	0.012209936487328	1
LOC411915	1	1	1	1	1	1	0.696520378358408	1	1	1	1
LOC411980	1	1	1	1	1	1	1	1	1	1	1
LOC412097	1	1	1	1	1	1	1	1	1	1	1
LOC412115	1	1	1	1	1	1	1	1	1	1	1
LOC412235	1	1	1	1	1	1	1	1	1	1	1
LOC412278	1	1	1	1	1	1	2.12585631343382e-27	1	1	1	1
LOC412647	1	1	1	1	1	1	1	1	1	1	1
LOC412687	1	1	1	1	1	0.038561620139166	1	1	1	1	1
LOC412810	1	1	1	1	1	1	1	1	1	1	1
LOC412816	1	1	1	1	1	1	1	1	1	1	1
LOC413119	1	1	1	1	1	1	1	1	0.000538347216464294	1	1
LOC413126	1	1	1	1	1	1	1	1	1	4.08653145602173e-06	1
LOC413153	1	1	1	1	1	1	4.70756720813166e-09	1	1	1	1
LOC413194	1	1	1	0.0169174128744126	1	1	1	0.403608948407139	1	1	0.657699970417761
LOC413389	1	1	1	1	1	0.000236016751678184	1	1	1	1	1
LOC413394	1	1	1	1	1	1	1	1	1	1	1
LOC413411	1	1	1	1	1	1	1	1	3.80541824099672e-09	1	1
LOC413430	1	1	1	1	1	0.00435508667104182	1	1	1	1	1
LOC413489	1	1	1	1	1	1	1	1	1	1	1
LOC413668	1	1	1	1	1	1	1	1	2.67471199891098e-05	1	1
LOC413742	1	1	1	1	1	1	1	1	1	1	1
