Gene	AlnLength	Codon	Function	dN.dS	GCProp	All_Advanced_Eusocial	All_Social	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC724558	501	167	NA	0.34977	0.442390909090909	1	1	1	1	1	1	1	1	1	1	1
LOC724559	1332	444	NA	0.13552	0.3289	1	1	1	1	1	1	1	0.106309455834757	1	1	1
LOC724561	2097	699	NA	0.09568	0.464045454545455	1	1	1	1	1	1	1	1	1	1	1
LOC724563	3708	1236	NA	0.05514	0.518272727272727	1	1	1	1	1	1	1	1	0.00237516036924083	1	1
LOC724564	585	195	NA	0.16788	0.383372727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724567	969	323	NA	0.18938	0.344872727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724568	1932	644	NA	0.01814	0.454554545454545	1	1	1	1	1	1	1	1	7.0249575420066e-07	1	1
LOC724569	5427	1809	NA	0.13112	0.504036363636364	1	1	1	1	1	1	0.384382506936354	0.147367158627115	1.75802708077746e-06	1	0.000830023859264874
LOC724571	3201	1067	NA	0.02895	0.460781818181818	1	1	1	1	1	0.0105260356640078	1	1	1	1	1
LOC724578	1101	367	NA	0.02826	0.364136363636364	1	1	1	1	1	1	1	1	1	1	1
LOC724583	225	75	NA	0.06782	0.430290909090909	1	1	1	1	1	1	1	1	1	1	1
LOC724585	567	189	NA	0.22127	0.314581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC724587	774	258	NA	0.13363	0.324872727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724591	3207	1069	NA	0.06734	0.342309090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724592	3021	1007	NA	0.05562	0.547109090909091	0.865682613882236	1	1	1	1	1	2.15617326865702e-06	1	1.8754267505394e-20	1	1
LOC724593	1887	629	NA	0.10847	0.351436363636364	1	1	1	1	1	1	0.0100553599283139	1	1	0.0410469956919662	1
LOC724594	603	201	NA	0.00198	0.583290909090909	1	1	1	1	1	1	1	1	1	1	1
LOC724596	2130	710	NA	0.1259	0.330645454545455	1	1	1	1	1	1	1	1	6.86386376969789e-13	1	1
LOC724599	4833	1611	NA	0.03022	0.373963636363636	1	1	1	1	1	1	0.921433160524608	1	5.28410163055804e-37	1	1
LOC724600	447	149	NA	0.15746	0.351645454545455	1	1	1	1	1	1	1	1	1	1	1
LOC724602	1152	384	NA	0.08744	0.431581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC724603	3522	1174	NA	0.05282	0.478409090909091	1	1	1	1.23884387406148e-08	1	1	5.16550669158888e-07	1	1	1	1
LOC724607	1836	612	NA	0.06705	0.4072	1.98750739545879e-05	1	1	1	1	1	1	1	1	1	1
LOC724608	3102	1034	NA	0.05728	0.474627272727273	1	1	1	1	1	1	0.000269355395105377	1	1	1	1
LOC724612	2151	717	NA	0.21611	0.437518181818182	1	1	1	1	1	1	1	1	1	1	1
LOC724613	2697	899	NA	0.06088	0.537145454545454	1	1	1	1	1	1	1	1	1	1	0.628055159958533
LOC724616	1662	554	NA	0.16172	0.456418181818182	1	1	1	1	1	1	1	1	1	1	1
LOC724617	1539	513	NA	0.03825	0.3706	1	1	1	1	1	1	1	1	1	1	1
LOC724618	1455	485	NA	0.21911	0.564818181818182	1	1	1	1	1	1	0.106201465068153	1	1.99640447489206e-23	1	1
LOC724620	930	310	NA	0.109	0.359927272727273	1	1	1	1	1	1	1	1	0.132991069571173	0.00746592140291341	1
LOC724622	3663	1221	NA	0.07864	0.390772727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724625	201	67	NA	1e-04	0.385818181818182	1	1	1	1	1	1	1	1	1	1	1
LOC724628	438	146	NA	0.00137	0.355109090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724630	348	116	NA	0.0495	0.373309090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724631	123	41	NA	0.0123	0.351827272727273	1	1	1	1	1	1	1	1	1	1	1
LOC724635	1134	378	NA	0.11687	0.334463636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724638	183	61	NA	0.03226	0.347745454545455	1	1	1	1	1	1	1	1	1	1	1
LOC724640	1167	389	NA	0.05961	0.582072727272727	1	1	1	1	1	1	1	1	2.98324208956304e-11	1	1
LOC724643	804	268	NA	0.14246	0.370636363636364	1	1	1	1	1	1	1	1	1	1	1
LOC724646	2088	696	NA	0.17325	0.320445454545455	1	1	1	1	1	1	1	1	1	1	1
LOC724648	624	208	NA	0.10282	0.331581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC724651	1452	484	NA	0.06066	0.564418181818182	1	1	1	1	1	1	1	1	1	1	1
LOC724654	255	85	NA	0.15945	0.4517	1	1	1	1	1	1	1	1	1	1	1
LOC724656	2676	892	NA	0.05941	0.335590909090909	1	1	1	1	1	0.00356878290427917	2.21887820856093e-08	1	1	1	1
LOC724658	1101	367	NA	0.13581	0.334336363636364	1	1	1	1	1	1	1	1	1	1	1
LOC724660	4872	1624	NA	0.02685	0.426990909090909	1	1	1	1	1	1	1.10215051901099e-06	1	1	1	1
LOC724663	3414	1138	NA	0.14469	0.344827272727273	1	1	1	1	1	1	1	1	1	1	1
LOC724665	492	164	NA	0.03277	0.378054545454545	1	1	1	1	1	0.000507859251791678	1	1	0.474526650835154	1	1
LOC724666	684	228	NA	0.05607	0.3364	1	1	1	1	1	1	1	1	1	1	1
LOC724672	1734	578	NA	0.04811	0.387490909090909	1	1	1	1	1	1	0.000199524323552764	1	1	1	1
LOC724676	465	155	NA	0.02176	0.374781818181818	1	1	1	1	1	1	1	1	0.00127150627805574	1	1
LOC724680	369	123	NA	0.10248	0.402309090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724681	420	140	NA	0.16099	0.402818181818182	1	1	1	1	1	1	1	1	0.0447119991498806	1	1
LOC724683	684	228	NA	0.15407	0.382254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724687	1191	397	NA	0.14612	0.336390909090909	1	1	1	1	1	1	1	1	1	1	1
LOC724690	1344	448	NA	0.15719	0.342254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724692	1134	378	NA	0.08435	0.366290909090909	1	1	1	1	1	1	1	1	1	1	1
LOC724695	2226	742	NA	0.09433	0.3518	1	1	1	1	1	1	1	1	1	1	1
LOC724700	1005	335	NA	0.11987	0.322754545454545	1	1	1	1	1	1	4.02781994022686e-05	1	1	1	1
LOC724701	2556	852	NA	0.08007	0.324063636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724703	1083	361	Signalling	0.20138	0.370936363636364	1	1	1	1	1	1	1	1	1	1	1
LOC724704	1257	419	NA	0.05449	0.568809090909091	1	1	1	1	1	1	1	1	5.19475521345508e-20	1	1
LOC724708	291	97	NA	0.18452	0.3177	1	1	1	1	1	1	1	1	0.00166960326178432	1	1
LOC724710	735	245	NA	0.11655	0.379718181818182	1	1	1	1	1	1	1	1	1	1	1
LOC724712	1242	414	NA	0.14894	0.312309090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724715	366	122	NA	0.073	0.328872727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724716	501	167	NA	0.18184	0.446009090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724719	426	142	NA	0.20421	0.358509090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724720	645	215	NA	0.05664	0.339090909090909	1	1	1	1	1	1	1	1	1	1	1
LOC724724	2244	748	NA	0.04631	0.412418181818182	1	1	1	1	1	2.37306519444112e-05	1	1	1	0.246812479050937	1
LOC724731	2415	805	NA	0.08398	0.3493	1	1	1	1	1	1	1	0.959127088705681	1	1	1
LOC724733	1419	473	NA	0.19351	0.357227272727273	1	1	1	1	1	1	1	1	1	1	1
LOC724734	804	268	NA	0.12847	0.5147	1	1	1	1	1	1	1	1	1.74717996076925e-06	1	1
LOC724737	2073	691	NA	0.1098	0.545172727272727	1	1	1	1	1	1	1	1	0.440800375031139	1	1
LOC724739	1830	610	NA	0.04656	0.371245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC724741	1926	642	NA	0.09946	0.352209090909091	1	1	1	1	1	1	1	1	1	1	0.150891983858079
LOC724742	858	286	NA	0.1097	0.318736363636364	1	1	1	1	1	1	1	1	1	1	1
LOC724744	399	133	NA	0.18746	0.371154545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724750	654	218	NA	0.12336	0.402554545454545	1	1	1	1	1	1	1	1	9.26255290967396e-06	1	1
LOC724752	1920	640	NA	0.14026	0.428863636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724757	309	103	NA	0.00154	0.451609090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724763	1029	343	NA	0.16023	0.435727272727273	1	1	1	1	1	1	1	1	4.61038908551042e-06	1	1
LOC724765	1071	357	NA	0.04689	0.578309090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724768	237	79	NA	0.11049	0.409663636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724769	348	116	NA	0.08	0.357627272727273	1	1	1	1	1	1	1	1	6.45190895733038e-07	1	1
LOC724770	1800	600	NA	0.19876	0.321863636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724775	1857	619	NA	0.09174	0.351545454545455	1	1	1	1	1	1	1	1	1	1	1
LOC724778	1191	397	NA	0.04544	0.558818181818182	1	1	1	1	1	1	1	1	8.06615815351371e-05	1	1
LOC724779	1881	627	NA	0.07263	0.480454545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724780	1248	416	NA	0.2859	0.433345454545455	1	1	1	1	1	1	1	1	1	1	1
LOC724781	891	297	NA	0.19336	0.3927	1	1	1	1	1	1	1	1	1	1	1
LOC724784	861	287	NA	0.09398	0.301345454545455	1	1	1	0.263932948408196	1	1	1	1	1	1	1
LOC724785	591	197	NA	0.0498	0.474381818181818	1	1	1	1	1	1	1	1	1	1	1
LOC724786	288	96	NA	0.14662	0.348172727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724787	1713	571	NA	0.11204	0.479645454545454	1	1	1	1	1	6.31256965399857e-26	0.00549871291243428	1	2.37105160618462e-08	1	1
LOC724789	1017	339	NA	0.08996	0.349527272727273	1	1	1	1	1	1	1	1	0.00565411817444118	1	1
LOC724790	483	161	NA	0.14428	0.348009090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724791	474	158	NA	0.28298	0.344263636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724794	372	124	NA	0.01762	0.328209090909091	1	1	1	1	1	1	1	1	1	0.00670181191578664	1
LOC724795	1149	383	NA	0.08156	0.383654545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724796	1242	414	NA	0.06881	0.560836363636364	1	1	1	1	1	1	1	1	1.75829664521636e-09	1	1
LOC724798	1221	407	NA	0.06795	0.324027272727273	1	1	1	1	1	1	1	1	1	1	1
LOC724799	3444	1148	NA	0.05895	0.385272727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724802	327	109	NA	0.03517	0.384763636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724804	948	316	NA	0.04833	0.354909090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724807	327	109	NA	0.04025	0.350590909090909	1	1	1	1	1	1	1	1	1	1	1
LOC724808	1569	523	NA	0.08837	0.326327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC724809	1539	513	NA	0.13245	0.367763636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724810	1515	505	NA	0.04991	0.459772727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724811	1311	437	NA	0.09034	0.342136363636364	1	1	1	1	1	1	1	1	1	1	1
LOC724816	147	49	NA	0.05276	0.295590909090909	1	1	1	1	1	1	1	1	1	1	1
LOC724819	1974	658	NA	0.09479	0.4094	1	1	1	1	1	1	1	1	1	1	1
LOC724822	918	306	NA	0.0139	0.372445454545455	1	1	1	1	1	1	1	1	1	1	1
LOC724823	522	174	NA	0.16435	0.505927272727273	1	1	1	1	1	1	0.0103016840551705	1	6.77112259074967e-06	1	1
LOC724826	2271	757	NA	0.03429	0.365709090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724827	351	117	NA	0.17183	0.3854	1	1	1	1	1	1	1	1	1	1	1
LOC724829	219	73	NA	0.11619	0.424672727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724830	1905	635	NA	0.06231	0.575772727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724831	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1
LOC724832	1071	357	NA	0.0476	0.483318181818182	1	1	1	1	1	1	1	1	1	1	1
LOC724835	666	222	NA	0.10169	0.498363636363636	1	1	1	1	1	1	1	1	2.00837108806343e-06	1	1
LOC724842	843	281	NA	0.19058	0.304127272727273	1	1	1	1	1	1	1	1	1	1	1
LOC724843	1335	445	NA	0.22166	0.341218181818182	1	1	1	1	1	1	0.00894607646513885	1	1	1	0.472004942836857
LOC724847	729	243	NA	0.1165	0.548327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC724850	1260	420	NA	0.05285	0.349572727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724852	417	139	NA	0.02852	0.579672727272727	1	1	1	1	NA	1	1	1	0.00434227944579626	1	0.570246987126707
LOC724853	243	81	NA	0.08904	0.576118181818182	1	1	1	1	1	1	1	1	0.00184856413001388	1	1
LOC724855	627	209	NA	0.12022	0.354481818181818	1	1	1	1	1	1	1	1	1	1	1
LOC724859	6102	2034	NA	0.05741	0.413163636363636	1	1	1	1	1	1	0.00108273880944463	1	1	1	1
LOC724860	1263	421	NA	0.0712	0.420136363636364	1	1	1	1	1	1	1	1	1	1	1
LOC724862	996	332	NA	0.22216	0.355054545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724863	1425	475	NA	0.15899	0.277590909090909	1	1	1	1	1	1	0.000348715017068015	1	1	1	1
LOC724864	522	174	NA	0.14086	0.530118181818182	1	1	1	1	1	1	1	1	1	1	1
LOC724865	2223	741	NA	0.13653	0.441527272727273	1	1	1	1	1	1	1	1	1	1	1
LOC724867	879	293	NA	0.05388	0.499945454545455	1	1	1	1	1	1	1	1	2.07342182956161e-11	1	1
LOC724868	465	155	NA	0.00915	0.408218181818182	1	1	1	1	1	1	1	1	1	1	1
LOC724870	2004	668	NA	0.04441	0.3874	1	1	1	1	1	1	1	0.118164192161284	1	1	1
LOC724872	384	128	NA	0.25551	0.465436363636364	1	1	1	1	1	1	1	1	1	1	1
LOC724874	1329	443	NA	0.36845	0.428009090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724875	1089	363	NA	0.08431	0.348027272727273	1	1	1	1	1	1	1	1	1.0464876679345e-15	1	1
LOC724876	1503	501	NA	0.09616	0.353054545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724877	2112	704	NA	0.09266	0.358663636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724879	909	303	NA	0.07536	0.3327	1	1	1	1	1	1	1	1	1	1	1
LOC724885	642	214	NA	0.07171	0.560036363636364	1	1	1	1	1	1	1	1	7.40015755152871e-07	1	1
LOC724886	2640	880	NA	0.0744	0.463954545454546	1	1	1	1	1	1	1	1	1	1	1
LOC724888	309	103	NA	0.00901	0.417181818181818	1	1	1	1	1	1	1	1	1	1	1
LOC724891	1425	475	NA	0.10016	0.321527272727273	1	1	1	1	1	1	1	1	1	1	1
LOC724892	729	243	NA	0.05518	0.5154	1	1	1	1	1	1	1	1	0.00399034566605225	1	1
LOC724896	300	100	NA	0.03488	0.363336363636364	1	1	1	1	1	1	1	1	1	1	1
LOC724901	1332	444	NA	0.06202	0.348609090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724903	384	128	NA	0.06843	0.597309090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724904	312	104	NA	0.11673	0.483972727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724909	612	204	NA	0.13512	0.430190909090909	1	1	1	1	1	1	1	1	1	1	1
LOC724912	2175	725	NA	0.06904	0.350609090909091	1	1	1	1	1	1	3.90987376410818e-17	1	1	1	1
LOC724913	513	171	NA	0.00878	0.420709090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724914	1275	425	NA	0.10824	0.509454545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724917	885	295	Signalling	0.24304	0.411	1	1	1	1	1	1	0.00725830828618745	1	0.0841034213505702	1	1
LOC724919	774	258	NA	0.1495	0.501754545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724921	531	177	NA	0.12368	0.519245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC724922	900	300	NA	0.18047	0.314254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724923	675	225	NA	0.18339	0.383709090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724925	1686	562	NA	0.14366	0.331772727272727	1	1	1	1	1	1	1	1	1	1	1
LOC724926	1593	531	NA	0.196	0.372818181818182	1	1	1	0.00104973748196199	1	1	1	1	1	1	0.354589222131601
LOC724927	3177	1059	NA	0.04867	0.370254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724928	948	316	NA	0.04187	0.332563636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724930	1302	434	Signalling	0.17743	0.282490909090909	1	1	1	1	1	1	1	0.651122160183043	1	1	1
LOC724932	1050	350	NA	0.08023	0.396809090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724933	3468	1156	NA	0.13121	0.404563636363636	1	1	1	1	1	1	1.02657816722253e-09	1	1	0.0147119316489325	0.544368163854955
LOC724934	465	155	NA	0.02882	0.563809090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724935	1551	517	NA	0.03026	0.369190909090909	1	1	1	0.0108022988172611	1	1	1	1	1	1	1
LOC724936	651	217	NA	0.17745	0.434009090909091	2.17700639673166e-13	0.908411051588516	1	1	1.72311494508892e-12	1	1	1	1	1	1
LOC724942	459	153	NA	0.1895	0.485245454545455	1	1	1	1	1	1	1	1	3.2403998468977e-09	1	1
LOC724943	837	279	NA	0.07956	0.323009090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724947	879	293	NA	0.09426	0.463545454545455	1	1	1	1	1	1	1	1	1	1	1
LOC724948	1926	642	NA	0.05651	0.332909090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724953	540	180	NA	0.12723	0.324572727272727	1	1	1	0.0130527480486025	1	1	1	1	1	1	1
LOC724954	342	114	NA	0.10267	0.318972727272727	1	1	1	1	1	1	0.610109463848803	1	1	1	1
LOC724955	1674	558	NA	0.15225	0.395409090909091	1	1	1	1	1	1	1	1	1	1	1
LOC724959	4050	1350	NA	0.15727	0.390063636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724962	NA	NA	NA	NA	NA	1	1	1	1	NA	1	1	1	1	1	1
LOC724969	1761	587	NA	0.0353	0.397754545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724973	4461	1487	NA	0.07078	0.4679	1	1	1	1	1	1	0.208213926881236	1	5.71953396079616e-11	1	1
LOC724976	1794	598	NA	0.03567	0.4125	1	1	1	1	1	1	1	1	1	1	1
LOC724977	972	324	NA	0.02171	0.375245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC724979	1011	337	NA	0.04139	0.562809090909091	3.21678525445358e-38	1	1	1	1	1	1	1	1	1	1
LOC724983	681	227	NA	0.07175	0.479254545454545	0.19874681175509	1	1	1	1	1	1	1	1.95382084800875e-16	1	1
LOC724985	729	243	NA	0.13457	0.328963636363636	1	1	1	1	1	1	1	1	1	1	1
LOC724986	2577	859	NA	0.11471	0.312654545454545	1	1	1	1	1	1	1	1	1	1	1
LOC724991	1344	448	NA	0.03514	0.451027272727273	1	1	1	1	1	1	1	1	1	1	1
LOC724996	480	160	NA	0.13753	0.412127272727273	1	1	1	1	1	1	1	1	1	1	1
LOC724998	1605	535	NA	0.05478	0.404872727272727	1	1	1	1	1	1	1	1	1	1	1
LOC725003	942	314	NA	0.0623	0.577781818181818	0.907367741005785	1	1	1	1	1	0.000185274726525343	1	0.656395738117475	1	1
LOC725008	666	222	NA	0.03878	0.447981818181818	1	1	1	1	1	1	1	1	1	1	1
LOC725012	1434	478	NA	0.07593	0.396090909090909	1	1	1	1	1	1	1	1	1	1	1
LOC725013	393	131	NA	0.08994	0.314363636363636	1	1	1	1	1	1	1	1	1	1	1
LOC725015	2301	767	NA	0.0394	0.404254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC725018	603	201	NA	0.13067	0.338918181818182	1	1	1	1	1	1	1	1	1	1	1
LOC725023	1512	504	NA	0.12555	0.423409090909091	1	1	1	1	1	1	1	1	1	1	1
LOC725026	705	235	NA	0.25333	0.450445454545455	1	1	1	1	1	1	0.0134492058628344	1	1	1	1
LOC725033	1179	393	NA	0.04829	0.487245454545455	1	1	1	1	1	1	1	1	0.761093797552446	1	1
LOC725036	309	103	NA	0.28808	0.556636363636364	1	1	1	1	1	1	0.000178284024894861	1	0.033044316911441	1	1
LOC725038	438	146	Receptor	0.23761	0.515163636363636	1	1	1	0.152199277047293	1	1	1	1	0.0151838622846969	1	1
LOC725039	324	108	NA	0.08959	0.405727272727273	1	1	1	1	1	1	1	1	1	1	1
LOC725042	1146	382	NA	0.11873	0.321836363636364	1	1	1	1	1	1	0.372062531854301	1	1	1	1
LOC725044	1536	512	NA	0.06025	0.355818181818182	1	1	1	1	1	1	5.55436354657055e-18	1	0.0203947007542706	1	1
LOC725045	600	200	NA	0.08293	0.346818181818182	1	1	1	1	1	1	1	1	1	1	1
LOC725046	3774	1258	NA	0.05078	0.556109090909091	1	1	1	1	1	1	1	1	0.00555978462944489	0.0381821434932321	1
LOC725049	381	127	NA	0.11767	0.317118181818182	1	1	1	1	1	1	1	1	1	1	1
LOC725054	375	125	NA	0.02305	0.372363636363636	1	1	1	1	1	1	1	1	1	1	1
LOC725055	135	45	NA	0.04835	0.294272727272727	1	1	1	1	1	1	1	1	1	1	1
LOC725057	2184	728	NA	0.02028	0.435236363636364	1	1	1	1	1	1	0.0776837390992339	1	1	1	1
LOC725058	912	304	NA	0.12032	0.527809090909091	1	1	1	1	1	1	1	1	1	1	1
LOC725059	219	73	NA	0.10615	0.4035	1	1	1	1	1	1	1	1	1	1	1
LOC725060	450	150	NA	0.04819	0.333327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC725067	774	258	NA	0.09351	0.415654545454545	1	1	1	1	1	1	1	1	1	1	1
LOC725069	1923	641	NA	0.23986	0.423054545454545	1	1	1	1	1	1	1	1	1	1	1
LOC725070	342	114	NA	0.047	0.3913	1	1	1	1	1	1	1	1	1	1	1
LOC725079	2172	724	NA	0.10665	0.353809090909091	1	1	1	1	1	1	1	1	1	1	1
LOC725081	1224	408	NA	0.02157	0.4544	1	1	1	1	1	1	1	1	1	1	1
LOC725082	630	210	NA	0.07193	0.544581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC725084	666	222	NA	0.08247	0.420681818181818	1	1	1	1	1	1	1	1	1	1	1
LOC725085	609	203	NA	0.02315	0.546963636363636	1	1	1	1	1	1	1	1	1	1	1
LOC725091	735	245	NA	0.17006	0.5149	1	1	1	1	1	1	1	1	1.72705281562797e-13	1	1
LOC725097	624	208	NA	0.09099	0.353136363636364	1	1	1	1	1	1	1	1	1	1	1
LOC725099	858	286	NA	0.09141	0.447645454545455	1	1	1	1	1	1	1	1	1	4.74098411404245e-06	1
LOC725101	480	160	NA	0.4399	0.399245454545455	1	1	1	1	1	1	0.0006541754759905	1	1	1	1
LOC725105	672	224	NA	0.14569	0.483218181818182	1	1	1	1	1	1	1	1	1	1	0.0328913279300369
LOC725106	942	314	NA	0.13457	0.488318181818182	1	1	1	1	1	1	1	1	1	1	1
LOC725111	2016	672	Effector	0.11857	0.353127272727273	1	1	1	1	1	0.209247073718537	1	1	1	1	1
LOC725115	1329	443	NA	0.00532	0.424518181818182	1	1	1	1	1	1	1	1	1	1	1
LOC725118	4182	1394	NA	0.05749	0.410036363636364	1	1	1	1	1	1	1	1	8.01821678264641e-05	1	1
LOC725125	1110	370	NA	0.05855	0.491154545454545	1	1	1	1	1	1	1	1	1	1	1
LOC725128	306	102	NA	0.17666	0.476236363636364	1	1	1	1	1	1	1	1	1	1	1
LOC725130	1722	574	NA	0.13355	0.407036363636364	0.0501246624826534	1	1	1	1	1	0.0672814033069794	1	1.81348000604506e-18	1	1
LOC725134	1212	404	NA	0.08999	0.383272727272727	1	1	1	1	1	1	1	1	5.01306505472342e-09	1	1
LOC725135	297	99	NA	0.2824	0.318318181818182	1	1	1	1	1	1	1	1	1	1	1
LOC725136	1635	545	NA	0.13923	0.317318181818182	1	1	1	1	1	1	1	1	1	1	1
LOC725142	285	95	NA	0.00274	0.367472727272727	1	1	1	1	1	1	1	1	1	1	1
LOC725143	759	253	NA	0.08554	0.348054545454545	1	1	1	1	1	1	1	1	1	1	1
LOC725146	804	268	NA	0.10799	0.349954545454545	1	1	1	1	1	1	1	1	1	0.245415267571053	1
LOC725148	789	263	NA	0.13609	0.530918181818182	1	1	1	1	1	1	1	1	0.560778464145562	1	1
LOC725149	2232	744	NA	0.16489	0.329090909090909	1	1	1	0.0385647009539885	1	1	1	1	1	1	1
LOC725150	1974	658	NA	0.18939	0.4553	1	1	1	1	1	1	1	1	1.85848383982084e-11	1	0.0924983475862109
LOC725151	984	328	NA	0.06495	0.555145454545455	1	1	1	1	1	1	1	1	0.136806908335095	1	1
LOC725156	4458	1486	NA	0.10002	0.344936363636364	1	1	1	1	1	0.411049047715382	0.138949253884445	1	1	1	1
LOC725167	882	294	NA	0.25913	0.404772727272727	1	1	1	1	1	1	1	1	1	1	1
LOC725169	1701	567	Effector	0.03828	0.358718181818182	1	1	1	1	1	1	1	1	1	1	1
LOC725170	207	69	NA	0.1171	0.3588	1	1	1	1	1	1	1	1	1	1	1
LOC725171	393	131	NA	0.23363	0.311118181818182	1	1	1	1	1	1	1	1	1	1	1
LOC725174	1431	477	NA	0.07419	0.401172727272727	1	1	1	1	1	1	1	1	1	1	1
LOC725178	1419	473	NA	0.16846	0.401690909090909	1	1	1	1	1	1	0.576930682553786	1	1	1	1
LOC725184	351	117	Signalling	0.03076	0.394972727272727	1	1	1	1	1	1	1	1	1	1	1
LOC725186	384	128	NA	0.05944	0.482727272727273	1	1	1	1	1	1	1	1	0.275424990795542	1	1
LOC725191	786	262	NA	0.1675	0.430736363636364	1	1	1	1	1	1	1	1	1	1	1
LOC725192	1833	611	NA	0.11117	0.466090909090909	1	1	1	1	1	0.634221486717766	1.48109795694381e-10	1	1	1	1
LOC725193	1086	362	NA	0.04052	0.348581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC725196	357	119	NA	0.28562	0.372018181818182	1	1	1	1	1	1	1	1	1.91521134541719e-05	1	1
LOC725197	993	331	NA	0.14802	0.295236363636364	1	1	1	1	1	0.0136481019977253	1	1	1	1	1
LOC725201	645	215	NA	0.16866	0.363490909090909	1	1	1	1	1	1	1	1	1	1	1
LOC725202	237	79	NA	0.208	0.486772727272727	1	1	1	1	1	1	1	1	1	1	1
LOC725204	738	246	NA	0.13557	0.4596	1	1	1	1	1	1	1	3.57828202883199e-06	1.73877834557086e-08	1	1
LOC725207	1464	488	NA	0.09643	0.372018181818182	1	1	1	1	1	1	1	1	1	1	1
LOC725208	1344	448	NA	0.13019	0.300127272727273	1	1	1	1	1	1	1	1	1	1	0.664721678321129
LOC725210	432	144	NA	0.14162	0.340263636363636	1	1	1	1	1	1	1	1	1	1	1
LOC725216	4848	1616	NA	0.07747	0.338190909090909	1	1	1	1	1	1	1	1	1	0.0467653265311598	1
LOC725218	1263	421	NA	0.05474	0.571009090909091	1	1	1	1	1	6.68150036894612e-08	1	1	1	1	1
LOC725219	903	301	NA	0.0606	0.4783	1	1	1	1	1	1	1	1	1	1	1
