Gene	NoSelectedCodons	No_2hitCMD	No_3hitCMD	BranchTest	Prop2H	Prop3H	BranchType
LOC412714	23	1	9	Meli	0.0434782608695652	0.391304347826087	Elaboration of Sociality
LOC412799	14	0	5	Meli	0	0.357142857142857	Elaboration of Sociality
LOC412842	24	1	9	Meli	0.0416666666666667	0.375	Elaboration of Sociality
LOC412850	22	0	0	Meli	0	0	Elaboration of Sociality
LOC412855	19	18	4	Meli	0.947368421052632	0.210526315789474	Elaboration of Sociality
LOC412858	9	1	0	Meli	0.111111111111111	0	Elaboration of Sociality
LOC412859	4	3	0	Meli	0.75	0	Elaboration of Sociality
LOC412897	22	0	0	Meli	0	0	Elaboration of Sociality
LOC412929	8	0	0	Meli	0	0	Elaboration of Sociality
LOC412956	119	0	0	Meli	0	0	Elaboration of Sociality
LOC412976	34	1	0	Meli	0.0294117647058824	0	Elaboration of Sociality
LOC413001	16	0	0	Meli	0	0	Elaboration of Sociality
LOC413005	31	1	2	Meli	0.032258064516129	0.0645161290322581	Elaboration of Sociality
LOC413046	3	0	0	Meli	0	0	Elaboration of Sociality
LOC413089	7	0	0	Meli	0	0	Elaboration of Sociality
LOC413110	6	0	5	Meli	0	0.833333333333333	Elaboration of Sociality
LOC413113	19	1	0	Meli	0.0526315789473684	0	Elaboration of Sociality
LOC413119	8	1	0	Meli	0.125	0	Elaboration of Sociality
LOC413170	10	5	0	Meli	0.5	0	Elaboration of Sociality
LOC413183	23	0	1	Meli	0	0.0434782608695652	Elaboration of Sociality
LOC413197	3	1	0	Meli	0.333333333333333	0	Elaboration of Sociality
LOC413208	8	1	1	Meli	0.125	0.125	Elaboration of Sociality
LOC413246	31	1	1	Meli	0.032258064516129	0.032258064516129	Elaboration of Sociality
LOC413266	6	1	1	Meli	0.166666666666667	0.166666666666667	Elaboration of Sociality
LOC413270	98	7	3	Meli	0.0714285714285714	0.0306122448979592	Elaboration of Sociality
LOC413314	6	0	1	Meli	0	0.166666666666667	Elaboration of Sociality
LOC413318	6	0	2	Meli	0	0.333333333333333	Elaboration of Sociality
LOC413357	12	0	0	Meli	0	0	Elaboration of Sociality
LOC413383	13	8	2	Meli	0.615384615384615	0.153846153846154	Elaboration of Sociality
LOC413410	26	1	2	Meli	0.0384615384615385	0.0769230769230769	Elaboration of Sociality
LOC413411	166	0	0	Meli	0	0	Elaboration of Sociality
LOC413427	34	4	2	Meli	0.117647058823529	0.0588235294117647	Elaboration of Sociality
LOC413440	25	6	6	Meli	0.24	0.24	Elaboration of Sociality
LOC413441	18	0	0	Meli	0	0	Elaboration of Sociality
LOC413464	5	1	2	Meli	0.2	0.4	Elaboration of Sociality
LOC413490	27	1	0	Meli	0.037037037037037	0	Elaboration of Sociality
LOC413501	4	2	0	Meli	0.5	0	Elaboration of Sociality
LOC413510	36	4	2	Meli	0.111111111111111	0.0555555555555556	Elaboration of Sociality
LOC413551	45	0	0	Meli	0	0	Elaboration of Sociality
LOC413575	9	4	0	Meli	0.444444444444444	0	Elaboration of Sociality
LOC413576	9	0	0	Meli	0	0	Elaboration of Sociality
LOC413577	30	2	1	Meli	0.0666666666666667	0.0333333333333333	Elaboration of Sociality
LOC413607	9	1	3	Meli	0.111111111111111	0.333333333333333	Elaboration of Sociality
LOC413653	12	0	0	Meli	0	0	Elaboration of Sociality
LOC413666	18	1	0	Meli	0.0555555555555556	0	Elaboration of Sociality
LOC413668	5	0	0	Meli	0	0	Elaboration of Sociality
LOC413676	6	0	0	Meli	0	0	Elaboration of Sociality
LOC413711	16	0	0	Meli	0	0	Elaboration of Sociality
LOC413732	15	0	0	Meli	0	0	Elaboration of Sociality
LOC413735	8	0	0	Meli	0	0	Elaboration of Sociality
LOC413796	9	0	1	Meli	0	0.111111111111111	Elaboration of Sociality
LOC413827	11	0	2	Meli	0	0.181818181818182	Elaboration of Sociality
LOC413873	40	0	3	Meli	0	0.075	Elaboration of Sociality
LOC413919	18	0	2	Meli	0	0.111111111111111	Elaboration of Sociality
LOC413931	4	1	0	Meli	0.25	0	Elaboration of Sociality
LOC413936	24	5	9	Meli	0.208333333333333	0.375	Elaboration of Sociality
LOC413942	13	1	0	Meli	0.0769230769230769	0	Elaboration of Sociality
LOC413977	6	3	2	Meli	0.5	0.333333333333333	Elaboration of Sociality
LOC413998	15	2	0	Meli	0.133333333333333	0	Elaboration of Sociality
LOC414004	15	0	3	Meli	0	0.2	Elaboration of Sociality
LOC414022	13	0	0	Meli	0	0	Elaboration of Sociality
LOC414032	36	5	3	Meli	0.138888888888889	0.0833333333333333	Elaboration of Sociality
LOC414035	4	1	0	Meli	0.25	0	Elaboration of Sociality
LOC550663	23	2	0	Meli	0.0869565217391304	0	Elaboration of Sociality
LOC550685	5	5	2	Meli	1	0.4	Elaboration of Sociality
LOC550695	11	0	0	Meli	0	0	Elaboration of Sociality
LOC550794	22	0	8	Meli	0	0.363636363636364	Elaboration of Sociality
LOC550801	7	1	1	Meli	0.142857142857143	0.142857142857143	Elaboration of Sociality
LOC550828	9	1	0	Meli	0.111111111111111	0	Elaboration of Sociality
LOC550865	4	0	0	Meli	0	0	Elaboration of Sociality
LOC550955	7	1	0	Meli	0.142857142857143	0	Elaboration of Sociality
LOC550992	4	0	0	Meli	0	0	Elaboration of Sociality
LOC551005	9	0	0	Meli	0	0	Elaboration of Sociality
LOC551012	3	1	0	Meli	0.333333333333333	0	Elaboration of Sociality
LOC551033	13	1	0	Meli	0.0769230769230769	0	Elaboration of Sociality
LOC551036	4	0	0	Meli	0	0	Elaboration of Sociality
LOC551042	35	0	0	Meli	0	0	Elaboration of Sociality
LOC551046	5	2	0	Meli	0.4	0	Elaboration of Sociality
LOC551055	15	0	1	Meli	0	0.0666666666666667	Elaboration of Sociality
LOC551080	3	2	0	Meli	0.666666666666667	0	Elaboration of Sociality
LOC551122	3	0	1	Meli	0	0.333333333333333	Elaboration of Sociality
LOC551123	2	0	0	Meli	0	0	Elaboration of Sociality
LOC551137	44	0	2	Meli	0	0.0454545454545455	Elaboration of Sociality
LOC551150	5	0	0	Meli	0	0	Elaboration of Sociality
LOC551163	6	0	1	Meli	0	0.166666666666667	Elaboration of Sociality
LOC551165	11	0	1	Meli	0	0.0909090909090909	Elaboration of Sociality
LOC551167	11	3	0	Meli	0.272727272727273	0	Elaboration of Sociality
LOC551168	6	0	0	Meli	0	0	Elaboration of Sociality
LOC551213	14	1	1	Meli	0.0714285714285714	0.0714285714285714	Elaboration of Sociality
LOC551227	12	0	0	Meli	0	0	Elaboration of Sociality
LOC551231	6	0	0	Meli	0	0	Elaboration of Sociality
LOC551269	5	0	0	Meli	0	0	Elaboration of Sociality
LOC551272	13	3	0	Meli	0.230769230769231	0	Elaboration of Sociality
LOC551283	13	0	4	Meli	0	0.307692307692308	Elaboration of Sociality
LOC551284	9	2	5	Meli	0.222222222222222	0.555555555555556	Elaboration of Sociality
LOC551337	5	0	1	Meli	0	0.2	Elaboration of Sociality
LOC551383	9	2	1	Meli	0.222222222222222	0.111111111111111	Elaboration of Sociality
LOC551396	9	0	0	Meli	0	0	Elaboration of Sociality
LOC551403	5	0	0	Meli	0	0	Elaboration of Sociality
LOC551414	27	0	0	Meli	0	0	Elaboration of Sociality
LOC551433	13	0	1	Meli	0	0.0769230769230769	Elaboration of Sociality
LOC551461	25	0	1	Meli	0	0.04	Elaboration of Sociality
LOC551494	10	3	0	Meli	0.3	0	Elaboration of Sociality
LOC551500	14	1	1	Meli	0.0714285714285714	0.0714285714285714	Elaboration of Sociality
LOC551502	10	4	2	Meli	0.4	0.2	Elaboration of Sociality
LOC551510	15	1	4	Meli	0.0666666666666667	0.266666666666667	Elaboration of Sociality
LOC551517	9	2	1	Meli	0.222222222222222	0.111111111111111	Elaboration of Sociality
LOC551545	7	0	0	Meli	0	0	Elaboration of Sociality
LOC551554	15	0	2	Meli	0	0.133333333333333	Elaboration of Sociality
LOC551580	7	0	0	Meli	0	0	Elaboration of Sociality
LOC551596	3	0	0	Meli	0	0	Elaboration of Sociality
LOC551603	6	1	3	Meli	0.166666666666667	0.5	Elaboration of Sociality
LOC551605	10	0	0	Meli	0	0	Elaboration of Sociality
LOC551608	8	0	0	Meli	0	0	Elaboration of Sociality
LOC551673	6	3	4	Meli	0.5	0.666666666666667	Elaboration of Sociality
LOC551680	10	0	4	Meli	0	0.4	Elaboration of Sociality
LOC551682	3	0	1	Meli	0	0.333333333333333	Elaboration of Sociality
LOC551683	3	2	0	Meli	0.666666666666667	0	Elaboration of Sociality
LOC551690	5	0	0	Meli	0	0	Elaboration of Sociality
LOC551694	5	0	1	Meli	0	0.2	Elaboration of Sociality
LOC551724	11	0	3	Meli	0	0.272727272727273	Elaboration of Sociality
LOC551754	19	0	7	Meli	0	0.368421052631579	Elaboration of Sociality
LOC551772	24	0	3	Meli	0	0.125	Elaboration of Sociality
LOC551775	12	0	0	Meli	0	0	Elaboration of Sociality
LOC551787	5	0	0	Meli	0	0	Elaboration of Sociality
LOC551856	3	0	0	Meli	0	0	Elaboration of Sociality
LOC551871	21	2	0	Meli	0.0952380952380952	0	Elaboration of Sociality
LOC551892	1	0	0	Meli	0	0	Elaboration of Sociality
LOC551898	22	0	0	Meli	0	0	Elaboration of Sociality
LOC551920	8	0	0	Meli	0	0	Elaboration of Sociality
LOC551936	5	0	0	Meli	0	0	Elaboration of Sociality
LOC551957	5	0	0	Meli	0	0	Elaboration of Sociality
LOC551976	10	1	1	Meli	0.1	0.1	Elaboration of Sociality
LOC551997	11	0	2	Meli	0	0.181818181818182	Elaboration of Sociality
LOC552006	10	1	2	Meli	0.1	0.2	Elaboration of Sociality
LOC552008	8	0	0	Meli	0	0	Elaboration of Sociality
LOC552009	14	0	0	Meli	0	0	Elaboration of Sociality
LOC552020	53	2	0	Meli	0.0377358490566038	0	Elaboration of Sociality
LOC552026	3	1	3	Meli	0.333333333333333	1	Elaboration of Sociality
LOC552058	5	0	0	Meli	0	0	Elaboration of Sociality
LOC552081	4	2	1	Meli	0.5	0.25	Elaboration of Sociality
LOC552103	14	0	0	Meli	0	0	Elaboration of Sociality
LOC552114	14	5	0	Meli	0.357142857142857	0	Elaboration of Sociality
LOC552117	4	0	0	Meli	0	0	Elaboration of Sociality
LOC552138	11	0	0	Meli	0	0	Elaboration of Sociality
LOC552139	3	0	0	Meli	0	0	Elaboration of Sociality
LOC552151	17	0	0	Meli	0	0	Elaboration of Sociality
LOC552153	21	0	0	Meli	0	0	Elaboration of Sociality
LOC552166	13	0	1	Meli	0	0.0769230769230769	Elaboration of Sociality
LOC552178	4	0	0	Meli	0	0	Elaboration of Sociality
LOC552180	4	0	0	Meli	0	0	Elaboration of Sociality
LOC552194	16	0	0	Meli	0	0	Elaboration of Sociality
LOC552198	7	3	4	Meli	0.428571428571429	0.571428571428571	Elaboration of Sociality
LOC552205	17	0	0	Meli	0	0	Elaboration of Sociality
LOC552241	10	0	1	Meli	0	0.1	Elaboration of Sociality
LOC552278	31	0	5	Meli	0	0.161290322580645	Elaboration of Sociality
LOC552280	28	0	0	Meli	0	0	Elaboration of Sociality
LOC552282	5	1	0	Meli	0.2	0	Elaboration of Sociality
LOC552284	18	0	0	Meli	0	0	Elaboration of Sociality
LOC552297	5	0	0	Meli	0	0	Elaboration of Sociality
LOC552312	17	0	0	Meli	0	0	Elaboration of Sociality
LOC552315	15	2	1	Meli	0.133333333333333	0.0666666666666667	Elaboration of Sociality
LOC552316	17	0	1	Meli	0	0.0588235294117647	Elaboration of Sociality
LOC552318	14	1	1	Meli	0.0714285714285714	0.0714285714285714	Elaboration of Sociality
LOC552354	17	1	0	Meli	0.0588235294117647	0	Elaboration of Sociality
LOC552374	85	2	0	Meli	0.0235294117647059	0	Elaboration of Sociality
LOC552377	69	2	0	Meli	0.0289855072463768	0	Elaboration of Sociality
LOC552414	8	1	0	Meli	0.125	0	Elaboration of Sociality
LOC552429	12	0	0	Meli	0	0	Elaboration of Sociality
LOC552455	7	0	0	Meli	0	0	Elaboration of Sociality
LOC552473	5	0	1	Meli	0	0.2	Elaboration of Sociality
LOC552479	59	0	0	Meli	0	0	Elaboration of Sociality
LOC552499	3	3	2	Meli	1	0.666666666666667	Elaboration of Sociality
LOC552502	23	1	0	Meli	0.0434782608695652	0	Elaboration of Sociality
LOC552505	7	5	1	Meli	0.714285714285714	0.142857142857143	Elaboration of Sociality
LOC552539	11	0	7	Meli	0	0.636363636363636	Elaboration of Sociality
LOC552545	23	1	0	Meli	0.0434782608695652	0	Elaboration of Sociality
LOC552556	6	0	0	Meli	0	0	Elaboration of Sociality
LOC552566	35	0	0	Meli	0	0	Elaboration of Sociality
LOC552636	15	0	0	Meli	0	0	Elaboration of Sociality
LOC552641	26	2	0	Meli	0.0769230769230769	0	Elaboration of Sociality
LOC552644	6	0	0	Meli	0	0	Elaboration of Sociality
LOC552647	5	4	3	Meli	0.8	0.6	Elaboration of Sociality
LOC552651	7	6	4	Meli	0.857142857142857	0.571428571428571	Elaboration of Sociality
LOC552664	6	0	0	Meli	0	0	Elaboration of Sociality
LOC552708	4	1	0	Meli	0.25	0	Elaboration of Sociality
LOC552715	8	0	0	Meli	0	0	Elaboration of Sociality
LOC552721	11	0	0	Meli	0	0	Elaboration of Sociality
LOC552771	40	1	0	Meli	0.025	0	Elaboration of Sociality
LOC552780	42	0	0	Meli	0	0	Elaboration of Sociality
LOC552812	16	0	1	Meli	0	0.0625	Elaboration of Sociality
LOC552841	8	0	0	Meli	0	0	Elaboration of Sociality
LOC552844	45	2	1	Meli	0.0444444444444444	0.0222222222222222	Elaboration of Sociality
LOC724128	9	0	1	Meli	0	0.111111111111111	Elaboration of Sociality
LOC724138	1	0	0	Meli	0	0	Elaboration of Sociality
LOC724178	14	0	0	Meli	0	0	Elaboration of Sociality
LOC724187	16	0	0	Meli	0	0	Elaboration of Sociality
LOC724196	15	0	0	Meli	0	0	Elaboration of Sociality
LOC724220	15	7	6	Meli	0.466666666666667	0.4	Elaboration of Sociality
LOC724225	25	0	0	Meli	0	0	Elaboration of Sociality
LOC724244	10	0	0	Meli	0	0	Elaboration of Sociality
LOC724288	5	0	0	Meli	0	0	Elaboration of Sociality
LOC724292	18	4	7	Meli	0.222222222222222	0.388888888888889	Elaboration of Sociality
LOC724295	17	2	0	Meli	0.117647058823529	0	Elaboration of Sociality
LOC724321	5	5	1	Meli	1	0.2	Elaboration of Sociality
LOC724335	4	0	0	Meli	0	0	Elaboration of Sociality
LOC724344	13	6	0	Meli	0.461538461538462	0	Elaboration of Sociality
LOC724355	8	0	0	Meli	0	0	Elaboration of Sociality
LOC724356	5	0	0	Meli	0	0	Elaboration of Sociality
LOC724412	28	4	0	Meli	0.142857142857143	0	Elaboration of Sociality
LOC724423	12	0	0	Meli	0	0	Elaboration of Sociality
LOC724429	71	1	0	Meli	0.0140845070422535	0	Elaboration of Sociality
LOC724442	6	1	3	Meli	0.166666666666667	0.5	Elaboration of Sociality
LOC724450	29	1	2	Meli	0.0344827586206897	0.0689655172413793	Elaboration of Sociality
LOC724487	28	0	2	Meli	0	0.0714285714285714	Elaboration of Sociality
LOC724502	8	3	2	Meli	0.375	0.25	Elaboration of Sociality
LOC724507	23	0	1	Meli	0	0.0434782608695652	Elaboration of Sociality
LOC724517	9	0	0	Meli	0	0	Elaboration of Sociality
LOC724537	11	1	1	Meli	0.0909090909090909	0.0909090909090909	Elaboration of Sociality
LOC724563	4	3	0	Meli	0.75	0	Elaboration of Sociality
LOC724568	9	6	2	Meli	0.666666666666667	0.222222222222222	Elaboration of Sociality
LOC724569	21	4	0	Meli	0.19047619047619	0	Elaboration of Sociality
LOC724592	14	9	10	Meli	0.642857142857143	0.714285714285714	Elaboration of Sociality
LOC724596	16	0	0	Meli	0	0	Elaboration of Sociality
LOC724599	45	1	3	Meli	0.0222222222222222	0.0666666666666667	Elaboration of Sociality
LOC724618	42	0	0	Meli	0	0	Elaboration of Sociality
LOC724640	31	2	0	Meli	0.0645161290322581	0	Elaboration of Sociality
LOC724676	10	0	2	Meli	0	0.2	Elaboration of Sociality
LOC724681	3	0	0	Meli	0	0	Elaboration of Sociality
LOC724704	32	0	0	Meli	0	0	Elaboration of Sociality
LOC724708	7	1	0	Meli	0.142857142857143	0	Elaboration of Sociality
LOC724734	8	0	1	Meli	0	0.125	Elaboration of Sociality
LOC724750	5	0	0	Meli	0	0	Elaboration of Sociality
LOC724763	8	0	0	Meli	0	0	Elaboration of Sociality
LOC724769	7	0	0	Meli	0	0	Elaboration of Sociality
LOC724778	5	0	0	Meli	0	0	Elaboration of Sociality
LOC724787	28	0	3	Meli	0	0.107142857142857	Elaboration of Sociality
LOC724789	6	0	0	Meli	0	0	Elaboration of Sociality
LOC724796	10	2	0	Meli	0.2	0	Elaboration of Sociality
LOC724823	16	0	1	Meli	0	0.0625	Elaboration of Sociality
LOC724835	18	2	0	Meli	0.111111111111111	0	Elaboration of Sociality
LOC724852	61	0	0	Meli	0	0	Elaboration of Sociality
LOC724853	47	0	0	Meli	0	0	Elaboration of Sociality
LOC724867	23	0	0	Meli	0	0	Elaboration of Sociality
LOC724875	18	1	1	Meli	0.0555555555555556	0.0555555555555556	Elaboration of Sociality
LOC724885	10	1	0	Meli	0.1	0	Elaboration of Sociality
LOC724892	9	0	0	Meli	0	0	Elaboration of Sociality
LOC724942	17	0	1	Meli	0	0.0588235294117647	Elaboration of Sociality
LOC724973	9	4	2	Meli	0.444444444444444	0.222222222222222	Elaboration of Sociality
LOC724983	15	1	1	Meli	0.0666666666666667	0.0666666666666667	Elaboration of Sociality
LOC725036	8	0	0	Meli	0	0	Elaboration of Sociality
LOC725038	12	1	0	Meli	0.0833333333333333	0	Elaboration of Sociality
LOC725044	3	1	1	Meli	0.333333333333333	0.333333333333333	Elaboration of Sociality
LOC725046	6	1	0	Meli	0.166666666666667	0	Elaboration of Sociality
LOC725091	43	1	0	Meli	0.0232558139534884	0	Elaboration of Sociality
LOC725118	9	0	0	Meli	0	0	Elaboration of Sociality
LOC725130	15	3	4	Meli	0.2	0.266666666666667	Elaboration of Sociality
LOC725134	25	1	0	Meli	0.04	0	Elaboration of Sociality
LOC725150	18	0	1	Meli	0	0.0555555555555556	Elaboration of Sociality
LOC725196	13	0	0	Meli	0	0	Elaboration of Sociality
LOC725204	16	1	0	Meli	0.0625	0	Elaboration of Sociality
LOC725255	11	0	1	Meli	0	0.0909090909090909	Elaboration of Sociality
LOC725260	31	1	0	Meli	0.032258064516129	0	Elaboration of Sociality
LOC725274	5	0	0	Meli	0	0	Elaboration of Sociality
LOC725294	6	2	2	Meli	0.333333333333333	0.333333333333333	Elaboration of Sociality
LOC725325	21	0	0	Meli	0	0	Elaboration of Sociality
LOC725327	11	0	1	Meli	0	0.0909090909090909	Elaboration of Sociality
LOC725408	5	2	0	Meli	0.4	0	Elaboration of Sociality
LOC725435	40	0	1	Meli	0	0.025	Elaboration of Sociality
LOC725467	9	0	0	Meli	0	0	Elaboration of Sociality
LOC725505	20	2	8	Meli	0.1	0.4	Elaboration of Sociality
LOC725556	11	0	0	Meli	0	0	Elaboration of Sociality
LOC725566	13	0	0	Meli	0	0	Elaboration of Sociality
LOC725571	7	3	3	Meli	0.428571428571429	0.428571428571429	Elaboration of Sociality
LOC725613	8	0	0	Meli	0	0	Elaboration of Sociality
LOC725641	7	0	1	Meli	0	0.142857142857143	Elaboration of Sociality
LOC725654	31	2	0	Meli	0.0645161290322581	0	Elaboration of Sociality
LOC725698	33	1	0	Meli	0.0303030303030303	0	Elaboration of Sociality
LOC725701	4	2	0	Meli	0.5	0	Elaboration of Sociality
LOC725749	17	1	0	Meli	0.0588235294117647	0	Elaboration of Sociality
LOC725756	42	0	0	Meli	0	0	Elaboration of Sociality
LOC725758	18	0	0	Meli	0	0	Elaboration of Sociality
LOC725789	3	1	2	Meli	0.333333333333333	0.666666666666667	Elaboration of Sociality
LOC725813	39	0	3	Meli	0	0.0769230769230769	Elaboration of Sociality
LOC725828	6	0	0	Meli	0	0	Elaboration of Sociality
LOC725860	15	2	2	Meli	0.133333333333333	0.133333333333333	Elaboration of Sociality
LOC725885	28	0	2	Meli	0	0.0714285714285714	Elaboration of Sociality
LOC725983	42	0	0	Meli	0	0	Elaboration of Sociality
LOC725987	12	0	0	Meli	0	0	Elaboration of Sociality
LOC726017	59	2	1	Meli	0.0338983050847458	0.0169491525423729	Elaboration of Sociality
LOC726029	6	0	0	Meli	0	0	Elaboration of Sociality
LOC726060	13	1	0	Meli	0.0769230769230769	0	Elaboration of Sociality
LOC726065	8	1	0	Meli	0.125	0	Elaboration of Sociality
LOC726068	34	2	0	Meli	0.0588235294117647	0	Elaboration of Sociality
LOC726072	19	0	0	Meli	0	0	Elaboration of Sociality
LOC726092	31	0	0	Meli	0	0	Elaboration of Sociality
LOC726099	10	0	0	Meli	0	0	Elaboration of Sociality
LOC726130	8	2	1	Meli	0.25	0.125	Elaboration of Sociality
LOC726148	12	8	2	Meli	0.666666666666667	0.166666666666667	Elaboration of Sociality
LOC726153	121	0	0	Meli	0	0	Elaboration of Sociality
LOC726167	13	5	0	Meli	0.384615384615385	0	Elaboration of Sociality
LOC726187	3	0	3	Meli	0	1	Elaboration of Sociality
LOC726190	86	0	2	Meli	0	0.0232558139534884	Elaboration of Sociality
LOC726199	11	0	1	Meli	0	0.0909090909090909	Elaboration of Sociality
LOC726235	11	3	0	Meli	0.272727272727273	0	Elaboration of Sociality
LOC726237	10	0	0	Meli	0	0	Elaboration of Sociality
LOC726243	12	0	0	Meli	0	0	Elaboration of Sociality
LOC726264	13	0	0	Meli	0	0	Elaboration of Sociality
LOC726284	56	3	0	Meli	0.0535714285714286	0	Elaboration of Sociality
LOC726298	5	0	0	Meli	0	0	Elaboration of Sociality
LOC726312	21	1	0	Meli	0.0476190476190476	0	Elaboration of Sociality
LOC726341	5	0	0	Meli	0	0	Elaboration of Sociality
LOC726350	19	1	1	Meli	0.0526315789473684	0.0526315789473684	Elaboration of Sociality
LOC726367	9	2	0	Meli	0.222222222222222	0	Elaboration of Sociality
LOC726368	7	2	0	Meli	0.285714285714286	0	Elaboration of Sociality
LOC726385	5	0	0	Meli	0	0	Elaboration of Sociality
LOC726394	12	0	0	Meli	0	0	Elaboration of Sociality
LOC726407	10	0	0	Meli	0	0	Elaboration of Sociality
LOC726412	7	0	0	Meli	0	0	Elaboration of Sociality
LOC726417	6	0	0	Meli	0	0	Elaboration of Sociality
LOC726432	9	0	2	Meli	0	0.222222222222222	Elaboration of Sociality
LOC726476	7	0	0	Meli	0	0	Elaboration of Sociality
LOC726478	7	0	0	Meli	0	0	Elaboration of Sociality
LOC726483	5	0	0	Meli	0	0	Elaboration of Sociality
LOC726496	6	0	0	Meli	0	0	Elaboration of Sociality
LOC726529	8	2	0	Meli	0.25	0	Elaboration of Sociality
LOC726569	49	0	0	Meli	0	0	Elaboration of Sociality
LOC726579	8	0	0	Meli	0	0	Elaboration of Sociality
LOC726583	9	0	0	Meli	0	0	Elaboration of Sociality
LOC726598	17	2	1	Meli	0.117647058823529	0.0588235294117647	Elaboration of Sociality
LOC726600	17	0	0	Meli	0	0	Elaboration of Sociality
LOC726601	3	1	0	Meli	0.333333333333333	0	Elaboration of Sociality
LOC726647	5	0	0	Meli	0	0	Elaboration of Sociality
LOC726650	8	0	0	Meli	0	0	Elaboration of Sociality
LOC726667	6	0	3	Meli	0	0.5	Elaboration of Sociality
LOC726668	18	0	3	Meli	0	0.166666666666667	Elaboration of Sociality
LOC726695	6	0	0	Meli	0	0	Elaboration of Sociality
LOC726699	38	1	2	Meli	0.0263157894736842	0.0526315789473684	Elaboration of Sociality
LOC726733	9	0	0	Meli	0	0	Elaboration of Sociality
LOC726756	6	3	0	Meli	0.5	0	Elaboration of Sociality
LOC726790	15	0	0	Meli	0	0	Elaboration of Sociality
LOC726806	47	0	0	Meli	0	0	Elaboration of Sociality
LOC726816	6	1	1	Meli	0.166666666666667	0.166666666666667	Elaboration of Sociality
LOC726824	10	0	0	Meli	0	0	Elaboration of Sociality
LOC726826	9	0	1	Meli	0	0.111111111111111	Elaboration of Sociality
LOC726853	17	1	0	Meli	0.0588235294117647	0	Elaboration of Sociality
LOC726883	26	1	0	Meli	0.0384615384615385	0	Elaboration of Sociality
LOC726925	24	0	0	Meli	0	0	Elaboration of Sociality
LOC726947	82	5	5	Meli	0.0609756097560976	0.0609756097560976	Elaboration of Sociality
LOC726962	27	1	0	Meli	0.037037037037037	0	Elaboration of Sociality
LOC726990	13	0	0	Meli	0	0	Elaboration of Sociality
LOC727035	23	1	2	Meli	0.0434782608695652	0.0869565217391304	Elaboration of Sociality
LOC727078	70	0	0	Meli	0	0	Elaboration of Sociality
LOC727210	11	0	0	Meli	0	0	Elaboration of Sociality
LOC727335	4	4	2	Meli	1	0.5	Elaboration of Sociality
LOC727392	17	0	0	Meli	0	0	Elaboration of Sociality
LOC727578	11	0	0	Meli	0	0	Elaboration of Sociality
LOC727652	5	0	0	Meli	0	0	Elaboration of Sociality
mGlutR1	9	2	0	Meli	0.222222222222222	0	Elaboration of Sociality
Msx	10	3	0	Meli	0.3	0	Elaboration of Sociality
nAChRa7	9	1	0	Meli	0.111111111111111	0	Elaboration of Sociality
Nedd9	11	5	3	Meli	0.454545454545455	0.272727272727273	Elaboration of Sociality
otd2	13	3	0	Meli	0.230769230769231	0	Elaboration of Sociality
Reck	21	0	1	Meli	0	0.0476190476190476	Elaboration of Sociality
Ripk5	13	0	0	Meli	0	0	Elaboration of Sociality
Sergef	6	0	0	Meli	0	0	Elaboration of Sociality
sGC-alpha1	31	0	0	Meli	0	0	Elaboration of Sociality
SIFR	9	2	0	Meli	0.222222222222222	0	Elaboration of Sociality
Syt20	9	0	0	Meli	0	0	Elaboration of Sociality
Usp	39	1	0	Meli	0.0256410256410256	0	Elaboration of Sociality
uzip	3	0	0	Meli	0	0	Elaboration of Sociality
5-ht7	9	0	0	Dufourea	0	0	Solitary
Dl	88	1	0	Dufourea	0.0113636363636364	0	Solitary
Fstl5	14	1	2	Dufourea	0.0714285714285714	0.142857142857143	Solitary
LOC100576346	5	0	0	Dufourea	0	0	Solitary
LOC100576402	10	0	0	Dufourea	0	0	Solitary
LOC100576640	2	0	0	Dufourea	0	0	Solitary
LOC100577198	11	3	1	Dufourea	0.272727272727273	0.0909090909090909	Solitary
LOC100577430	8	0	0	Dufourea	0	0	Solitary
LOC100577575	8	0	0	Dufourea	0	0	Solitary
LOC100578660	10	0	0	Dufourea	0	0	Solitary
LOC102654206	15	0	0	Dufourea	0	0	Solitary
LOC102655994	2	0	0	Dufourea	0	0	Solitary
LOC102656258	0	0	0	Dufourea	NA	NA	Solitary
LOC102656796	3	0	0	Dufourea	0	0	Solitary
LOC406124	4	1	2	Dufourea	0.25	0.5	Solitary
LOC408335	11	0	0	Dufourea	0	0	Solitary
LOC408551	3	1	0	Dufourea	0.333333333333333	0	Solitary
LOC408552	6	0	0	Dufourea	0	0	Solitary
LOC408626	7	0	0	Dufourea	0	0	Solitary
LOC408794	14	0	0	Dufourea	0	0	Solitary
LOC408804	10	3	0	Dufourea	0.3	0	Solitary
LOC408915	6	0	1	Dufourea	0	0.166666666666667	Solitary
LOC408955	13	0	0	Dufourea	0	0	Solitary
LOC409191	16	0	0	Dufourea	0	0	Solitary
LOC409279	10	0	4	Dufourea	0	0.4	Solitary
LOC409318	7	1	2	Dufourea	0.142857142857143	0.285714285714286	Solitary
LOC409336	3	0	0	Dufourea	0	0	Solitary
LOC409382	11	0	0	Dufourea	0	0	Solitary
LOC409473	7	1	0	Dufourea	0.142857142857143	0	Solitary
LOC409527	19	0	2	Dufourea	0	0.105263157894737	Solitary
LOC409714	4	3	1	Dufourea	0.75	0.25	Solitary
LOC409777	19	1	0	Dufourea	0.0526315789473684	0	Solitary
