Gene	All_Post_Elaboration_Sociality	All_Post_Origin_Sociality	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC552601	1	1	1	1	1	1	1	1	1	1	1
LOC552603	1	1	1	1	1	1	1	1	1	1	1
LOC552605	1	1	1	1	1	1	1	1	1	1	1
LOC552607	1	1	1	1	1	1	1	1	1	1	1
LOC552610	1	1	1	1	1	1	1	1	1	1	1
LOC552611	1	1	1	1	1	1	1	1	1	1	1
LOC552612	1	1	1	1	1	1	1	1	1	1	1
LOC552614	1	1	1	1	1	1	1	1	1	1	1
LOC552616	1	1	1	1	1	1	1	1	1	1	1
LOC552617	1	1	1	1	1	1	1	1	1	1	1
LOC552623	1	1	1	1	1	1	1	1	1	1	1
LOC552624	1	1	1	1	1	1	1	1	0.001708112	0.253369	1
LOC552625	1	1	1	1	1	1	1	1	0.004494408	1	1
LOC552628	1	1	1	1	1	1	1	1	1	1	1
LOC552632	1	1	1	1	1	1	1	1	1	1	1
LOC552633	1	1	1	1	1	1	1	1	1	1	1
LOC552634	1	1	1	1	1	1	2.084911e-05	1	1	1	1
LOC552635	1	1	1	1	1	1	1	1	1	1	1
LOC552639	1	1	1	1	1	1	1	1	1	1	1
LOC552640	1	1	1	1	1	1	1	1	1	1	1
LOC552641	1	1	1	1	1	1	1	1	1	1	4.18744e-10
LOC552642	1	1	1	1	1	1	9.449589e-06	5.885926e-08	1	0.5799702	1
LOC552643	1	1	1	1	1	1	1	1	1	1	1
LOC552644	1	1	1	1	1	1	1	1	1	1	0.0001873175
LOC552645	1	1	1	1	1	1	1	1	1	1	1
LOC552647	1	1	1	1	1	1	1	1	1	1	0.04075044
LOC552648	1	1	1	1	1	1	1	1	1	1	1
LOC552649	1	1	1	1	1	1	1	1	1	1	1
LOC552651	1	1	1	1	1	1	1	9.055326e-09	0.7147838	1	1.179796e-07
LOC552652	1	1	1	1	1	1	1	1	1	1	1
LOC552653	1	1	1	1	1	1	1	1	1	1	1
LOC552654	1	1	1	1	1	1	1	1	1	1	1
LOC552656	1	1	1	1	1	1	1	1	1	1	1
LOC552657	1	1	1	1	1	1	1	1	1	1	1
LOC552658	1	1	1	1	1	1	1	1	1	1	1
LOC552659	1	1	1	1	1	1	1	1	1	1	1
LOC552662	1	1	1	1	1	1	1	1	1	1	1
LOC552663	1	1	1	1	1	1	1	1	0.004222217	1	1
LOC552664	1	1	1	2.147342e-07	1	1	1	1	1	1	0.0002359036
LOC552667	1	1	1	1	1	1	1	1	1	1	1
LOC552669	1	1	1	1	1	1	1	1	1	1	1
LOC552672	1	1	1	1	1	1	1	1	1	1	1
LOC552674	1	1	1	1	1	1	1	1	1.86372e-08	0.02389949	1
LOC552675	1	1	1	1	1	1	1	1	1	1	1
LOC552676	1	1	1	1	1	1	1	1	1	1	1
LOC552677	1	1	1	1	1	1	0.003009969	0.0001242045	1	1	1
LOC552678	1	1	1	1	1	1	1	1	1	1	1
LOC552679	1	1	1	1	1	1	1	1	1	1	1
LOC552681	1	1	1	1	1	1	1	1	1	1	1
LOC552682	1	1	1	1	1	1	1	0.2876348	1	1	0.1126458
LOC552683	1	1	1	1	1	1	1	1	1	1	1
LOC552688	1	1	1	1	1	1	1	1	1	1	1
LOC552689	1	1	1	1	1	1	1	1	1	1	1
LOC552691	1	1	1	1	1	1	1	1	1	1	1
LOC552692	1	1	1	1	1	1	1	1	1	1	1
LOC552696	1	1	1	1	1	1	1	1	1	1	1
LOC552697	1	1	1	1	1	1	1	1	1	1	1
LOC552698	1	1	1	1	1	1	1	1	1	1	1
LOC552699	1	1	1	1	1	1	1	1	1	1	1
LOC552700	1	1	1	1	1	1	1	1	1	1	1
LOC552701	1	1	1	1	1	1	1	1	1	1	1
LOC552704	1	1	1	1	1	1	1	1	1	1	1
LOC552705	1	1	1	1	1	1	1	1	1	1	1
LOC552708	1	1	1	1	1	1	1	1	1	1	0.006457576
LOC552710	1	1	1	1	1	1	1	1	1	1	1
LOC552712	1	1	1	1	1	1	1	1	1	1	1
LOC552714	1	1	1	1	1	1	1	1	1	1	1
LOC552715	1	1	1	1	1	1	1	1	1	1	0.0024403
LOC552717	1	1	1	1	1	1	1	1	1	1	1
LOC552718	1	1	1	1	1	1	1	1	1	1	1
LOC552719	1	1	1	1	1	1	1	1	1	1	1
LOC552721	1	1	1	1	1	1	1	1	1	1	8.264613e-10
LOC552722	1	1	1	1	1	1	1	1	1	1	1
LOC552723	1	1	1	1	1	1	1	1	1	1	1
LOC552724	1	1	1	1	1	1	1	1	0.03576699	1	1
LOC552725	1	1	1	1	1	1	1	1	1	1	1
LOC552726	1	1	1	1	1	1	1	1	1	1	1
LOC552727	1	1	1	1	1	1	1	1	1	1	1
LOC552728	1	1	1	1	1	1	1	1	1	1	1
LOC552730	1	1	1	1	1	1	1	1	1	1	1
LOC552731	1	1	1	1	1	1	1	1	1	1	1
LOC552732	1	1	1	1	1	1	1	1	1	1	1
LOC552733	1	1	1	1	1	1	1	1	1	1	1
LOC552734	1	1	1	1	1	1	1	1	1	1	1
LOC552735	1	1	1	1	1	1	1	1	1	1	1
LOC552736	1	1	1	1	1	1	1	1	1	1	1
LOC552738	1	1	1	1	1	1	1	0.0002000067	1	1	1
LOC552740	1	1	1	0.01924146	1	1	1	1	1	1	1
LOC552744	1	1	1	1	1	1	1	1	1	1	1
LOC552745	1	1	1	1	1	1	1	1	1	1	1
LOC552746	1	1	1	1	1	1	1	1	0.0001933078	1	1
LOC552747	1	1	1	1	1	1	1	1	1	1	1
LOC552748	1	1	1	1	1	1	1	1	1	1	1
LOC552749	1	1	1	1	1	1	1	1	1	1	1
LOC552750	1	1	1	0.420189	1	1	1	1	1	1	0.2933806
LOC552752	1	1	1	1	1	1	1	0.8079261	1	1	1
LOC552753	1	1	1	1	1	1	1	1	1	1	1
LOC552755	1	1	1	1	1	1	1	1	1	1	1
LOC552757	1	1	1	1	1	1	1	1	1	1	1
LOC552759	1	1	1	1	1	1	1	1	1	1	1
LOC552763	1	1	1	1	1	1	1	1	1	1	1
LOC552764	1	1	1	1	1	1	1	1	1	1	1
LOC552765	1	1	1	1	1	1	1	1	1	1	1
LOC552768	1	1	1	1	1	1	1	1	1	1	1
LOC552769	1	1	1	1	1	1	1	1	1	1	1
LOC552772	1	1	1	1	1	1	1	1	1	1	1
LOC552773	1	1	1	1	1	1	1	1	1	1	1
LOC552774	1	1	1	1	1	1	1	1	1	1	1
LOC552776	1	1	1	1	1	1	1	1	1	1	1
LOC552779	1	1	1	0.182982	1	1	1	1	1	1	1
LOC552780	1	1	1	1	1	1	1	1	1	1	5.783247e-05
LOC552781	1	1	1	1	1	1	1	1	1	1	1
LOC552782	1	1	1	1	1	1	1	1	1	1	1
LOC552786	1	1	1	1	1	1	1	1	1	1	1
LOC552787	1	1	1	1	1	1	1	1	1	1	1
LOC552788	1	1	1	1	1	1	1	1	1	1	1
LOC552790	1	1	1	1	1	1	1	1	1	1	1
LOC552791	1	1	1	1	1	1	1	1	1	1	1
LOC552793	1	1	1	1	1	1	1	1	1	1	1
LOC552794	1	1	1	1	1	1	1	1	1	1	1
LOC552798	1	1	1	1	1	1	1	1	1	1	1
LOC552800	1	1	1	1	1	1	1	1	1	1	1
LOC552801	1	1	1	1	1	1	1	1	1	1	1
LOC552802	1	1	1	1	1	1	1	1	1	1	1
LOC552806	1	1	1	1	1	1	1	1	1	1	1
LOC552807	1	1	1	1	1	1	1	1	1	1	1
LOC552811	1	1	1	1	0.3176306	1	0.2423126	0.5308755	0.5467164	0.2561866	1
LOC552812	0.781511105793011	1	1	1	1	1	1	1	1	1	1.186572e-13
LOC552814	1	1	1	1	1	1	0.3748768	1	0.0004636415	1	1
LOC552815	1	1	1	1	1	1	1	1	1	1	1
LOC552816	1	1	1	1	1	1	1	1	1	1	1
LOC552818	1	1	1	1	1	1	1	1	1	1	1
LOC552820	1	1	1	1	1	1	1	1	1	1	1
LOC552823	1	1	1	1	1	1	1	1	1	1	1
LOC552824	1	1	1	1	1	1	1	1	1	1	1
LOC552827	1	1	1	1	1	1	1	1	1	1	1
LOC552828	1	1	1	1	1	1	1	1	1	1	1
LOC552830	1	1	1	1	1	1	1	1	1	1	1
LOC552831	1	1	1	1	1	1	1	1	1	1	1
LOC552833	1	1	1	1	1	1	1	1	1	1	1
LOC552835	1	1	1	1	1	1	1	1	1	1	1
LOC552838	1	1	1	1	1	1	1	1	1	1	1
LOC552840	1	1	1	1	1	1	1	1	1	1	1
LOC552841	1	1	1	1	1	1	1	1	1	1	0.0001545656
LOC552842	1	1	1	1	1	1	1	1	1	1	1
LOC552843	1	1	1	1	1	1	1	1	0.1817967	1	1
LOC552844	1	1	1	1	1	1	1	1	1	1	0.0002951271
LOC552845	1	1	1	1	1	1	1	1	1	1	1
LOC552846	1	1	1	1	1	1	1	1	1	1	1
LOC552847	1	1	1	1	1	1	1	1	1	1	1
LOC552848	1	1	1	1	1	1	1	1	1	1	1
LOC552849	1	1	1	6.151957e-06	1	1	1	1	1	1	1
LOC552850	1	1	1	1	1	1	1	1	1	1	1
LOC552851	1	1	1	1	1	1	1	1	0.0007936362	1	1
LOC724117	1	1	1	1	1	1	1	1	1	1	1
LOC724118	1	1	1	1	1	1	1	1	1	1	1
LOC724121	1	1	1	1	1	1	1	1	1	1	0.384656
LOC724123	1	1	1	1	1	1	1	1	1	1	1
LOC724125	1	1	1	1	1	1	1	0.1852588	1	1	1
LOC724128	1	1	1	1	1	1	1	1	1	1	0.01182263
LOC724131	1	1	1	1	1	1	1	1	1	1	1
LOC724133	1	1	1	1	1	1	1	1	1	1	1
LOC724138	1	1	1	1	1	1	1	1	1	1	0.05631621
LOC724141	1	1	1	1	1	1	1	1	1	1	1
LOC724142	1	1	1	1	1	1	1	1	1	1	1
LOC724144	1	1	1	1	1	1	1	1	1	1	1
LOC724146	1	1	1	1	1	1	1	1	1	1	1
LOC724150	1.99777015905695e-06	1	1	1	1	1	1	1	1	1	1
LOC724151	1	1	1	1	1	1	1	1	1	1	1
LOC724152	1	1	1	1	1	1	1	1	1	1	1
LOC724154	1	1	1	1	1	1	1	1	1	1	1
LOC724155	1	1	1	1	1	1	1	1	1	1	1
LOC724157	1	1	1	1	1	1	1	1	1	1	1
LOC724160	1	1	1	1	1	1	1	1	1	1	1
LOC724161	1	1	1	1	1	1	1	1	1	1	1
LOC724164	1	1	1	1	1	1	1	1	1	1	1
LOC724166	1	1	1	1	1	1	1	1	1	1	1
LOC724167	1	1	1	1	1	1	1	1	1	1	1
LOC724170	1	1	1	1	1	1	1	1	1	1	1
LOC724176	1	1	1	1	1	1	1	1	1	1	1
LOC724177	1	1	1	1	1	1	1	1	1	1	1
LOC724179	1	1	1	1	1	1	1	1	1	1	1
LOC724192	1	1	1	1	1	1	1	1	1	1	1
LOC724193	1	1	1	1	1	1	1	1	1	1	1
LOC724195	0.000703773886636905	1.394064e-05	1	1	1	0.002671936	1	1	1	1	1
LOC724196	1	1	1	1	1	1	1	1	1	1	8.32901e-08
LOC724197	1	1	1	1	1	1	1	1	1	1	1
LOC724201	1	1	1	1	1	1	1	1	1	1	1
LOC724203	1	1	1	1	1	1	1	1	1	1	1
LOC724205	1	1	1	1	1	1	1	1	1	1	1
LOC724206	1	1	1	1	1	1	1	1	1	1	1
LOC724208	1	1	1	1	1	1	1	1	1	1	1
LOC724211	1	1	1	1	1	1	1	1	1	0.4220404	1
LOC724212	1	1	1	1	1	1	1	1	1	1	1
LOC724214	1	1	1	1	1	1	1	1	1	1	1
LOC724215	1	1	1	1	1	1	0.3898585	1	1.430579e-10	1	1
LOC724216	1	1	1	1	1	1	1	1	1	1	1
LOC724218	1	1	1	1	1	1	1	1	1	0.9357798	1
LOC724220	1	1	1	1	1	1	1	1	6.055073e-08	1	8.06321e-20
LOC724225	1	1	1	3.596155e-08	1	1	1	1	1	1	1.873395e-08
LOC724227	1	1	1	1	1	1	1	1	1	1	1
LOC724233	1	1	1	1	1	1	1	1	1	1	1
LOC724234	1	1	1	1	1	1	1	1	1	1	1
LOC724237	1	1	1	1	0.05709128	1	1	1	1	1	1
LOC724240	1	1	1	1	1	1	1	1	1	1	1
LOC724241	1	1	1	1	1	1	1	1	1	1	1
LOC724242	1	1	1	1	1	1	1	1	1	1	1
LOC724243	1	1	1	1	1	1	1	1	0.7149208	1	1
LOC724244	1	1	1	1	1	1	1	1	0.002037735	1	3.50107e-07
LOC724246	1	1	1	1	1	1	1	1	1	1	1
LOC724247	1	1	1	1	1	1	1	1	1	0.2461589	1
LOC724251	1	1	1	1	1	1	1	1	1	1	1
LOC724252	1	1	1	1.563111e-05	1	1	1	1	1	1	1
LOC724256	1	1	1	1	1	1	1	1	1	1	1
LOC724262	1	1	1	1	1	1	1	1	1	1	1
LOC724263	1	1	1	1	1	1	1	0.6178848	1	1	1
LOC724267	1	1	1	1	1	1	1	1	1	1	1
LOC724270	1	1	1	1	1	1	1	1	1	1	1
LOC724275	1	1	1	1	1	1	1	1	1	1	1
LOC724280	1	1	1	1	1	1	1	1	1	1	1
LOC724283	1	1	1	1	1	1	1	1	1	1	1
LOC724285	1	1	1	1	1	1	1	1	4.075708e-09	1	1
LOC724287	1	1	1	1	1	1	1	0.002254824	1	1	1
LOC724288	1	1	1	1	1	1	1	1	0.07348923	1	1.12122e-05
LOC724290	1	1	1	1	1.438022e-05	1	0.00164258	1	2.253193e-09	0.0001001755	1
LOC724292	0.000397137739707617	0.1694404	1	1	1	1	1	1	0.0009762597	1	1.124419e-16
LOC724294	1	1	1	1	1	1	2.730302e-08	1	0.4297336	0.06131502	1
LOC724295	1	1	1	1	1	1	1	1	1	1	2.633159e-05
LOC724296	1	1	1	1	1	1	1	1	1	1	1
LOC724300	1	1	1	1	1	1	1	1	1	1	1
LOC724301	1	1	1	1	1	1	5.206163e-05	1	1	1	1
LOC724303	1	1	1	1	1	1	1	1	1	1	1
LOC724306	1	1	1	1	1	1	1	1	1	1	1
LOC724308	1	1	1	1	1	1	1	1	1	1	1
LOC724310	0.00925731625685762	1	1	1	1	1	1	1	1	1	1
LOC724315	1	1	1	1	1	1	1	1	3.679853e-07	1	1
LOC724321	1	1	1	1	1	1	1	1	1	1	0.0001098853
LOC724322	1	1	1	1	1	1	1	1	5.79822e-19	1	1
LOC724323	1	1	1	1	1	1	1	1	1	1	1
LOC724327	1	1	1	1	1	1	1	1	1	1	1
LOC724328	1	1	1	1	1	1	1	1	1.382719e-08	1	1
LOC724329	1	1	1	1	1	1	1	1	1	1	1
LOC724330	1	1	1	1	1	1	1	1	1	1	1
LOC724335	1	1	1	1	1	1	1	1	1	1	0.03956277
LOC724336	1	1	1	1	1	1	1	1	1	1	0.3944123
LOC724338	1	1	1	1	1	1	1	1	1	1	1
LOC724339	1	1	1	1	1	1	1	1	1	1	1
LOC724341	1	1	1	1	1	1	1	1	1	1	1
LOC724343	1	1	1	1	1	1	1	1	1	1	1
LOC724344	1	1	1	0.007207788	1	1	1	1	1	1	1.252332e-05
LOC724346	1	1	1	1	1	1	1	1	1	1	1
LOC724348	1	1	1	1	1	1	1	1	1	1	1
LOC724349	1	1	1	1	0.7897867	1	1	1	1	1	1
LOC724350	1	1	1	1	1	1	1	1	1	1	1
LOC724352	1	1	1	1	1	1	1	1	1	1	1
LOC724353	1	1	1	1	1	1	1	1	1	1	1
LOC724355	1	1	1	1	1	1	1	1	1	1	0.0004016876
LOC724356	1	1	1	1	0.0002991083	1	1	1	0.001012791	1	0.0002031241
LOC724357	1	1	1	1	1	1	1	1	1	1	1
LOC724358	1	1	1	1	1	1	1	1	0.02948651	1	1
LOC724361	1	1	1	1	1	1	1	1	1	1	1
LOC724363	1	1	1	1	1	1	1	1	1	1	1
LOC724366	1	1	1	1	1	1	1	1	1	1	1
LOC724368	1	1	1	1	1	1	1	1	1	1	1
LOC724370	1	1	1	1	1	1	1	1	1	1	0.0749801
LOC724373	1	1	1	1	1	1	1	1	1	1	1
LOC724378	1	1	1	1	1	1	1	1	1	1	1
LOC724380	1	1	1	1	1	1	1	1	1	1	1
LOC724383	1	1	1	1	1	1	1	1	1	1	1
LOC724399	1	1	1	1	7.483472e-06	1	1	1	1	1	1
LOC724412	1	1	1	1	1	1	1	1	1	1	1.722509e-14
LOC724415	1	1	1	1	1	1	1	1	1	1	1
LOC724420	1	1	1	1	1	1	1	1	1	1	1
LOC724423	1	1	1	1	1	1	1	1	1	1	5.840797e-08
LOC724424	1	1	1	1	0.1473453	1	1	1	1	1	1
LOC724429	1	1	1	1	1	1	1	1	1	1	9.462267e-14
LOC724432	1	1	1	1	1	1	1	1	1	1	1
LOC724433	1	1	1	1	1	1	1	1	1	1	1
LOC724437	1	1	1	1	1	1	1	1	1	1	1
LOC724439	1	1	1	1	1	1	1	1	1	1	1
LOC724440	1	1	1	1	1	1	1	1	1	1	1
LOC724442	1	1	1	1	1	1	1	1	1.343689e-06	1	0.0001969829
LOC724443	1	1	1	1	1	1	1	1	1	1	1
LOC724446	1	1	1	1	1	1	1	1	1	1	1
LOC724450	1	1	1	1	1	1	1	1	3.320307e-08	1	5.584638e-16
LOC724457	1	1	1	1	1	1	1	1	1	1	1
LOC724458	1	1	1	1	1	1	1	1	1	1	1
LOC724460	1	1	1	1	1	1	1	1	1	1	1
LOC724463	1	1	1	1	1	1	1	1	1	1	1
LOC724467	1	1	1	1	1	1	1	1	1	1	1
LOC724468	1	1	1	1	1	1	1	1	0.0004147172	1	1
LOC724472	1	1	1	1	1	1	1	1	1	1	1
LOC724473	1	1	1	1	1	1	1	1	1	1	1
LOC724474	1	1	1	1	1	1	1	1	1	1	1
LOC724483	1	1	1	1	0.02475718	1	1	1	1	1	1
LOC724486	1	1	1	1	1	1	1	1	1	1	1
LOC724487	0.267531863602884	1	1	1	1	1	1	1	0.002265797	1	1.806447e-15
LOC724493	1	1	1	1	1	1	1	1	1	0.2149189	1
LOC724494	1	1	1	1	1	1	1	1	1	1	1
LOC724496	1	1	1	1	1	1	1	1	1	1	1
LOC724498	1	1	1	1	1	1	1	1	1	1	1
LOC724501	1	1	1	1	1	1	1	2.014949e-05	1	1	1
LOC724502	1	1	1	1	1	1	4.494832e-09	0.0004915005	1	1	0.001231793
LOC724505	1	1	1	1	1	1	1	1	1	1	1
LOC724506	1	1	1	1	1	1	1	1	1	1	1
LOC724507	1	1	1	1	1	1	1	1	1	1	8.333178e-13
LOC724509	1	1	1	1	1	1	1	1	1	1	1
LOC724510	1	1	1	1	1	1	1	0.0002953641	1	1	1
LOC724513	1	1	1	1	1	1	1	1	1	1	1
LOC724516	1	1	1	1	1	1	1	1	1	1	1
LOC724517	1	1	1	1	1	1	1	1	2.685697e-06	1	3.186075e-08
LOC724518	1	1	1	0.7544481	1	1	1	1	1	1	1
LOC724519	1	1	1	1	1	1	1	1	1	1	1
LOC724527	1	1	1	1	1	1	1	1	1	1	1
LOC724529	1	1	1	1	1	1	1	1	1	1	1
LOC724531	1	1	1	1	1	1	1	1	1	1	1
LOC724532	1	1	1	1	1	1	1	1	1	1	1
LOC724533	1	1	1	1	1	1	1	1	1	1	1
LOC724537	1	1	1	1	1	1	1	1	1	1	8.626589e-08
LOC724542	1	1	1	1	1	1	1	1	1	1	1
LOC724545	1	1	1	1	1	1	1	1	0.9354524	1	1
LOC724548	1	1	1	1	1	1	1	0.0315658	1	1	1
LOC724553	1	1	1	1	1	1	1	1	1	1	1
LOC724554	1	1	1	1	1	NA	1	1	1	1	1
LOC724557	1	1	1	1	1	1	1	1	1	1	1
LOC724558	1	1	1	1	1	1	1	1	1	1	1
LOC724559	1	1	1	1	1	1	1	1	1	0.1286679	1
LOC724561	1	1	1	1	1	1	1	1	1	1	1
LOC724563	1	1	1	1	1	1	1	1	1	1	0.002877029
LOC724564	1	1	1	1	1	1	1	1	1	1	1
LOC724567	1	1	1	1	1	1	1	1	1	1	1
LOC724568	1	1	1	1	1	1	1	1	1	1	8.499589e-07
LOC724569	1	1	1	1	0.001003808	1	1	1	0.4663685	0.1783622	2.12737e-06
LOC724571	1	1	1	1	1	1	1	0.01272307	1	1	1
LOC724578	1	1	1	1	1	1	1	1	1	1	1
LOC724583	1	1	1	1	1	1	1	1	1	1	1
LOC724585	1	1	1	1	1	1	1	1	1	1	1
LOC724587	1	1	1	1	1	1	1	1	1	1	1
LOC724591	1	1	1	1	1	1	1	1	1	1	1
LOC724592	1	1	1	1	1	1	1	1	2.60925e-06	1	2.266297e-20
LOC724593	1	1	1	1	1	1	0.04962262	1	0.01219556	1	1
LOC724594	1	1	1	1	1	1	1	1	1	1	1
LOC724596	1	1	1	1	1	1	1	1	1	1	8.305051e-13
LOC724599	1	1	1	1	1	1	1	1	1	1	6.389808e-37
LOC724600	1	1	1	1	1	1	1	1	1	1	1
LOC724602	1	1	1	1	1	1	1	1	1	1	1
LOC724603	1	1	1	1.4982e-08	1	1	1	1	6.24885e-07	1	1
LOC724607	2.40520068275142e-05	1	1	1	1	1	1	1	1	1	1
LOC724608	1	1	1	1	1	1	1	1	0.0003262168	1	1
LOC724612	1	1	1	1	1	1	1	1	1	1	1
LOC724613	1	1	1	1	0.7600304	1	1	1	1	1	1
LOC724616	1	1	1	1	1	1	1	1	1	1	1
LOC724617	1	1	1	1	1	1	1	1	1	1	1
LOC724618	1	1	1	1	1	1	1	1	0.1288988	1	2.414349e-23
LOC724620	1	1	1	1	1	1	0.009024327	1	1	1	0.1614497
LOC724622	1	1	1	1	1	1	1	1	1	1	1
LOC724628	1	1	1	1	1	1	1	1	1	1	1
LOC724630	1	1	1	1	1	1	1	1	1	1	1
LOC724631	1	1	1	1	1	1	1	1	1	1	1
LOC724635	1	1	1	1	1	1	1	1	1	1	1
LOC724638	1	1	1	1	1	1	1	1	1	1	1
LOC724643	1	1	1	1	1	1	1	1	1	1	1
LOC724646	1	1	1	1	1	1	1	1	1	1	1
LOC724648	1	1	1	1	1	1	1	1	1	1	1
LOC724651	1	1	1	1	1	1	1	1	1	1	1
LOC724656	1	1	1	1	1	1	1	0.02056563	1.280286e-07	1	1
LOC724660	1	1	1	1	1	1	1	1	1.333499e-06	1	1
LOC724663	1	1	1	1	1	1	1	1	1	1	1
LOC724665	1	1	1	1	1	1	1	0.0006139929	1	1	0.576616
LOC724666	1	1	1	1	1	1	1	1	1	1	1
LOC724672	1	1	1	1	1	1	1	1	0.0002415835	1	1
LOC724676	1	1	1	1	1	1	1	1	1	1	0.001539666
LOC724680	1	1	1	1	1	1	1	1	1	1	1
LOC724681	1	1	1	1	1	1	1	1	1	1	0.05422758
LOC724683	1	1	1	1	1	1	1	1	1	1	1
LOC724687	1	1	1	1	1	1	1	1	1	1	1
LOC724690	1	1	1	1	1	1	1	1	1	1	1
LOC724692	1	1	1	1	1	1	1	1	1	1	1
LOC724695	1	1	1	1	1	1	1	1	1	1	1
LOC724700	1	1	1	1	1	1	1	1	0.0002310986	1	1
LOC724701	1	1	1	1	1	1	1	1	1	1	1
LOC724704	1	1	1	1	1	1	1	1	1	1	3.011757e-19
LOC724708	1	1	1	1	1	1	1	1	1	1	0.00202182
LOC724710	1	1	1	1	1	1	1	1	1	1	1
LOC724712	1	1	1	1	1	1	1	1	1	1	1
LOC724715	1	1	1	1	1	1	1	1	1	1	1
LOC724716	1	1	1	1	1	1	1	1	1	1	1
LOC724719	1	1	1	1	1	1	1	1	1	1	1
LOC724720	1	1	1	1	1	1	1	1	1	1	1
LOC724724	1	1	1	1	1	1	0.2982902	2.869442e-05	1	1	1
LOC724731	1	1	1	1	1	1	1	1	1	1	1
LOC724733	1	1	1	1	1	1	1	1	1	1	1
LOC724734	1	1	1	1	1	1	1	1	1	1	2.114166e-06
LOC724737	1	1	1	1	1	1	1	1	1	1	0.5356483
LOC724739	1	1	1	1	1	1	1	1	1	1	1
LOC724741	1	1	1	1	0.8690798	1	1	1	1	1	1
LOC724742	1	1	1	1	1	1	1	1	1	1	1
LOC724744	1	1	1	1	1	1	1	1	1	1	1
LOC724750	1	1	1	1	1	1	1	1	1	1	1.121131e-05
LOC724752	1	1	1	1	1	1	1	1	1	1	1
LOC724757	1	1	1	1	1	1	1	1	1	1	1
LOC724763	1	1	1	1	1	1	1	1	1	1	5.580218e-06
LOC724765	1	1	1	1	1	1	1	1	1	1	1
LOC724768	1	1	1	1	1	1	1	1	1	1	1
LOC724769	1	1	1	1	1	1	1	1	1	1	3.706416e-06
LOC724770	1	1	1	1	1	1	1	1	1	1	1
LOC724775	1	1	1	1	1	1	1	1	1	1	1
LOC724778	1	1	1	1	1	1	1	1	1	1	9.764943e-05
LOC724781	1	1	1	1	1	1	1	1	1	1	1
LOC724784	1	1	1	0.319368	1	1	1	1	1	1	1
LOC724785	1	1	1	1	1	1	1	1	1	1	1
LOC724786	1	1	1	1	1	1	1	1	1	1	1
LOC724787	1	1	1	1	1	1	1	7.634213e-26	0.006665246	1	2.869463e-08
LOC724789	1	1	1	1	1	1	1	1	1	1	0.006845391
LOC724790	1	1	1	1	1	1	1	1	1	1	1
LOC724791	1	1	1	1	1	1	1	1	1	1	1
LOC724794	1	1	1	1	1	1	0.03858209	1	1	1	1
LOC724795	1	1	1	1	1	1	1	1	1	1	1
LOC724796	1	1	1	1	1	1	1	1	1	1	2.128138e-09
LOC724798	1	1	1	1	1	1	1	1	1	1	1
LOC724799	1	1	1	1	1	1	1	1	1	1	1
LOC724802	1	1	1	1	1	1	1	1	1	1	1
LOC724804	1	1	1	1	1	1	1	1	1	1	1
LOC724807	1	1	1	1	1	1	1	1	1	1	1
LOC724808	1	1	1	1	1	1	1	1	1	1	1
LOC724809	1	1	1	1	1	1	1	1	1	1	1
LOC724810	1	1	1	1	1	1	1	1	1	1	1
LOC724811	1	1	1	1	1	1	1	1	1	1	1
LOC724816	1	1	1	1	1	1	1	1	1	1	1
LOC724819	1	1	1	1	1	1	1	1	1	1	1
LOC724822	1	1	1	1	1	1	1	1	1	1	1
LOC724823	1	1	1	1	1	1	1	1	0.0124957	1	8.194103e-06
LOC724826	1	1	1	1	1	1	1	1	1	1	1
LOC724827	1	1	1	1	1	1	1	1	1	1	1
LOC724829	1	1	1	1	1	1	1	1	1	1	1
LOC724830	1	1	1	1	1	1	1	1	1	1	1
LOC724832	1	1	1	1	1	1	1	1	1	1	1
LOC724835	1	1	1	1	1	1	1	1	1	1	2.430758e-06
LOC724842	1	1	1	1	1	1	1	1	1	1	1
LOC724843	1	1	1	1	0.5711241	1	1	1	0.01084778	1	1
LOC724847	1	1	1	1	1	1	1	1	1	1	1
LOC724850	1	1	1	1	1	1	1	1	1	1	1
LOC724852	1	1	1	1	0.6899782	NA	1	1	1	1	0.005259758
LOC724853	1	1	1	1	1	1	1	1	1	1	0.002238794
LOC724855	1	1	1	1	1	1	1	1	1	1	1
LOC724859	1	1	1	1	1	1	1	1	0.001312152	1	1
LOC724860	1	1	1	1	1	1	1	1	1	1	1
LOC724862	1	1	1	1	1	1	1	1	1	1	1
LOC724863	1	1	1	1	1	1	1	1	0.001991436	1	1
LOC724867	1	1	1	1	1	1	1	1	1	1	2.508068e-11
LOC724868	1	1	1	1	1	1	1	1	1	1	1
LOC724870	1	1	1	1	1	1	1	1	1	0.1430259	1
LOC724872	1	1	1	1	1	1	1	1	1	1	1
LOC724875	1	1	1	1	1	1	1	1	1	1	1.264973e-15
LOC724876	1	1	1	1	1	1	1	1	1	1	1
LOC724877	1	1	1	1	1	1	1	1	1	1	1
LOC724879	1	1	1	1	1	1	1	1	1	1	1
LOC724886	1	1	1	1	1	1	1	1	1	1	1
LOC724888	1	1	1	1	1	1	1	1	1	1	1
LOC724891	1	1	1	1	1	1	1	1	1	1	1
LOC724892	1	1	1	1	1	1	1	1	1	1	0.004834647
LOC724896	1	1	1	1	1	1	1	1	1	1	1
