GO.ID	Term	Annotated	Significant	Expected	Rank.in.Fisher.classic	Fisher.elim	Fisher.classic	Ontology	SocOrigin	Class	Immune
GO:0000966	RNA 5'-end processing	10	1	0.02	71	0.0203	0.0203	Biological Process	Mega	Background	0
GO:0034471	ncRNA 5'-end processing	10	1	0.02	72	0.0203	0.0203	Biological Process	Mega	Background	0
GO:0090158	endoplasmic reticulum membrane organizat...	12	1	0.02	76	0.0243	0.0243	Biological Process	Mega	Background	0
GO:0006312	mitotic recombination	12	1	0.02	77	0.0243	0.0243	Biological Process	Mega	Background	0
GO:0070863	positive regulation of protein exit from...	13	1	0.03	78	0.0263	0.0263	Biological Process	Mega	Background	0
GO:0045022	early endosome to late endosome transpor...	13	1	0.03	80	0.0263	0.0263	Biological Process	Mega	Background	0
GO:0030704	vitelline membrane formation	14	1	0.03	81	0.0283	0.0283	Biological Process	Mega	Background	0
GO:0007383	specification of segmental identity, ant...	14	1	0.03	82	0.0283	0.0283	Biological Process	Mega	Background	0
GO:0035803	egg coat formation	14	1	0.03	83	0.0283	0.0283	Biological Process	Mega	Background	0
GO:0007305	vitelline membrane formation involved in...	14	1	0.03	84	0.0283	0.0283	Biological Process	Mega	Background	0
GO:0048087	positive regulation of developmental pig...	14	1	0.03	85	0.0283	0.0283	Biological Process	Mega	Background	0
GO:0000963	mitochondrial RNA processing	14	1	0.03	86	0.0283	0.0283	Biological Process	Mega	Background	0
GO:0072359	circulatory system development	334	3	0.68	88	0.0301	0.0301	Biological Process	Mega	Background	0
GO:0007507	heart development	334	3	0.68	89	0.0301	0.0301	Biological Process	Mega	Background	0
GO:0070861	regulation of protein exit from endoplas...	15	1	0.03	90	0.0303	0.0303	Biological Process	Mega	Background	0
GO:0032527	protein exit from endoplasmic reticulum	15	1	0.03	91	0.0303	0.0303	Biological Process	Mega	Background	0
GO:0003400	regulation of COPII vesicle coating	16	1	0.03	93	0.0323	0.0323	Biological Process	Mega	Background	0
GO:0048207	vesicle targeting, rough ER to cis-Golgi	16	1	0.03	95	0.0323	0.0323	Biological Process	Mega	Background	0
GO:0048208	COPII vesicle coating	16	1	0.03	96	0.0323	0.0323	Biological Process	Mega	Background	0
GO:0035292	specification of segmental identity, tru...	16	1	0.03	97	0.0323	0.0323	Biological Process	Mega	Background	0
GO:0090113	regulation of ER to Golgi vesicle-mediat...	16	1	0.03	98	0.0323	0.0323	Biological Process	Mega	Background	0
GO:0006901	vesicle coating	16	1	0.03	99	0.0323	0.0323	Biological Process	Mega	Background	0
GO:0060729	intestinal epithelial structure maintena...	17	1	0.03	100	0.0342	0.0342	Biological Process	Mega	Background	0
GO:0048209	regulation of vesicle targeting, to, fro...	17	1	0.03	101	0.0342	0.0342	Biological Process	Mega	Background	0
GO:0030277	maintenance of gastrointestinal epitheli...	17	1	0.03	103	0.0342	0.0342	Biological Process	Mega	Background	0
GO:0048199	vesicle targeting, to, from or within Go...	17	1	0.03	104	0.0342	0.0342	Biological Process	Mega	Background	0
GO:0051050	positive regulation of transport	352	3	0.72	105	0.0344	0.0344	Biological Process	Mega	Background	0
GO:0042065	glial cell growth	18	1	0.04	106	0.0362	0.0362	Biological Process	Mega	Background	0
GO:0045742	positive regulation of epidermal growth ...	18	1	0.04	107	0.0362	0.0362	Biological Process	Mega	Background	0
GO:0046856	phosphatidylinositol dephosphorylation	18	1	0.04	108	0.0362	0.0362	Biological Process	Mega	Background	0
GO:1901186	positive regulation of ERBB signaling pa...	18	1	0.04	109	0.0362	0.0362	Biological Process	Mega	Background	0
GO:1903051	negative regulation of proteolysis invol...	18	1	0.04	110	0.0362	0.0362	Biological Process	Mega	Background	0
GO:0006898	receptor-mediated endocytosis	150	2	0.31	111	0.0375	0.0375	Biological Process	Mega	Background	0
GO:0060628	regulation of ER to Golgi vesicle-mediat...	19	1	0.04	113	0.0382	0.0382	Biological Process	Mega	Background	0
GO:0098927	vesicle-mediated transport between endos...	19	1	0.04	114	0.0382	0.0382	Biological Process	Mega	Background	0
GO:1903363	negative regulation of cellular protein ...	20	1	0.04	115	0.0402	0.0402	Biological Process	Mega	Background	0
GO:0031167	rRNA methylation	20	1	0.04	116	0.0402	0.0402	Biological Process	Mega	Background	0
GO:0045500	sevenless signaling pathway	21	1	0.04	119	0.0421	0.0421	Biological Process	Mega	Background	0
GO:0001894	tissue homeostasis	162	2	0.33	120	0.0431	0.0431	Biological Process	Mega	Background	0
GO:0009306	protein secretion	164	2	0.34	121	0.0441	0.0441	Biological Process	Mega	Background	0
GO:0097065	anterior head development	22	1	0.05	122	0.0441	0.0441	Biological Process	Mega	Background	0
GO:0035288	anterior head segmentation	22	1	0.05	123	0.0441	0.0441	Biological Process	Mega	Background	0
GO:0042177	negative regulation of protein catabolic...	22	1	0.05	124	0.0441	0.0441	Biological Process	Mega	Background	0
GO:0034660	ncRNA metabolic process	390	3	0.8	125	0.0445	0.0445	Biological Process	Mega	Background	0
GO:0071692	protein localization to extracellular re...	167	2	0.34	126	0.0455	0.0455	Biological Process	Mega	Background	0
GO:0035592	establishment of protein localization to...	167	2	0.34	127	0.0455	0.0455	Biological Process	Mega	Background	0
GO:0048079	regulation of cuticle pigmentation	23	1	0.05	129	0.0461	0.0461	Biological Process	Mega	Background	0
GO:0098781	ncRNA transcription	23	1	0.05	130	0.0461	0.0461	Biological Process	Mega	Background	0
GO:0000959	mitochondrial RNA metabolic process	23	1	0.05	133	0.0461	0.0461	Biological Process	Mega	Background	0
GO:0015985	energy coupled proton transport, down el...	24	1	0.05	135	0.048	0.048	Biological Process	Mega	Background	0
GO:0015986	ATP synthesis coupled proton transport	24	1	0.05	136	0.048	0.048	Biological Process	Mega	Background	0
GO:0050775	positive regulation of dendrite morphoge...	24	1	0.05	137	0.048	0.048	Biological Process	Mega	Background	0
GO:0000309	nicotinamide-nucleotide adenylyltransfer...	1	1	0	2	0.0018	0.0018	Molecular Function	Mega	Background	0
GO:0052907	23S rRNA (adenine(1618)-N(6))-methyltran...	1	1	0	3	0.0018	0.0018	Molecular Function	Mega	Background	0
GO:0004515	nicotinate-nucleotide adenylyltransferas...	1	1	0	4	0.0018	0.0018	Molecular Function	Mega	Background	0
GO:0004777	succinate-semialdehyde dehydrogenase (NA...	1	1	0	6	0.0018	0.0018	Molecular Function	Mega	Background	0
GO:0051287	NAD binding	2	1	0	7	0.0036	0.0036	Molecular Function	Mega	Background	0
GO:0004526	ribonuclease P activity	3	1	0.01	8	0.0054	0.0054	Molecular Function	Mega	Background	0
GO:0000150	DNA strand exchange activity	5	1	0.01	10	0.0089	0.0089	Molecular Function	Mega	Background	0
GO:0030544	Hsp70 protein binding	5	1	0.01	12	0.0089	0.0089	Molecular Function	Mega	Background	0
GO:0008494	translation activator activity	6	1	0.01	14	0.0107	0.0107	Molecular Function	Mega	Background	0
GO:0003909	DNA ligase activity	6	1	0.01	15	0.0107	0.0107	Molecular Function	Mega	Background	0
GO:0003910	DNA ligase (ATP) activity	6	1	0.01	16	0.0107	0.0107	Molecular Function	Mega	Background	0
GO:0016886	ligase activity, forming phosphoric este...	8	1	0.01	17	0.0142	0.0142	Molecular Function	Mega	Background	0
GO:0043024	ribosomal small subunit binding	8	1	0.01	18	0.0142	0.0142	Molecular Function	Mega	Background	0
GO:0005118	sevenless binding	8	1	0.01	19	0.0142	0.0142	Molecular Function	Mega	Background	0
GO:0097110	scaffold protein binding	10	1	0.02	20	0.0177	0.0177	Molecular Function	Mega	Background	0
GO:0000400	four-way junction DNA binding	11	1	0.02	21	0.0195	0.0195	Molecular Function	Mega	Background	0
GO:0042169	SH2 domain binding	12	1	0.02	22	0.0213	0.0213	Molecular Function	Mega	Background	0
GO:0052744	phosphatidylinositol monophosphate phosp...	14	1	0.03	24	0.0248	0.0248	Molecular Function	Mega	Background	0
GO:0004438	phosphatidylinositol-3-phosphatase activ...	14	1	0.03	25	0.0248	0.0248	Molecular Function	Mega	Background	0
GO:0043035	chromatin insulator sequence binding	21	1	0.04	31	0.0369	0.0369	Molecular Function	Mega	Background	0
GO:0000217	DNA secondary structure binding	22	1	0.04	32	0.0386	0.0386	Molecular Function	Mega	Background	0
GO:0017124	SH3 domain binding	28	1	0.05	37	0.0489	0.0489	Molecular Function	Mega	Background	0
GO:0005739	mitochondrion	846	7	1.75	1	0.0013	0.0013	Cellular Component	Mega	Background	0
GO:0005587	collagen type IV trimer	2	1	0	6	0.0041	0.0041	Cellular Component	Mega	Background	0
GO:0033063	Rad51B-Rad51C-Rad51D-XRCC2 complex	4	1	0.01	8	0.0083	0.0083	Cellular Component	Mega	Background	0
GO:0098798	mitochondrial protein-containing complex	228	3	0.47	9	0.0113	0.0113	Cellular Component	Mega	Background	0
GO:0043204	perikaryon	6	1	0.01	10	0.0124	0.0124	Cellular Component	Mega	Background	0
GO:0030678	mitochondrial ribonuclease P complex	6	1	0.01	11	0.0124	0.0124	Cellular Component	Mega	Background	0
GO:0045263	proton-transporting ATP synthase complex...	7	1	0.01	12	0.0144	0.0144	Cellular Component	Mega	Background	0
GO:0000276	mitochondrial proton-transporting ATP sy...	7	1	0.01	13	0.0144	0.0144	Cellular Component	Mega	Background	0
GO:0030677	ribonuclease P complex	11	1	0.02	14	0.0226	0.0226	Cellular Component	Mega	Background	0
GO:0045259	proton-transporting ATP synthase complex	15	1	0.03	15	0.0306	0.0306	Cellular Component	Mega	Background	0
GO:0005753	mitochondrial proton-transporting ATP sy...	15	1	0.03	16	0.0306	0.0306	Cellular Component	Mega	Background	0
GO:0030127	COPII vesicle coat	16	1	0.03	18	0.0327	0.0327	Cellular Component	Mega	Background	0
GO:0033177	proton-transporting two-sector ATPase co...	18	1	0.04	19	0.0367	0.0367	Cellular Component	Mega	Background	0
GO:0012507	ER to Golgi transport vesicle membrane	19	1	0.04	20	0.0387	0.0387	Cellular Component	Mega	Background	0
GO:0071011	precatalytic spliceosome	20	1	0.04	21	0.0407	0.0407	Cellular Component	Mega	Background	0
GO:0032783	super elongation complex	21	1	0.04	22	0.0426	0.0426	Cellular Component	Mega	Background	0
GO:1905348	endonuclease complex	22	1	0.05	23	0.0446	0.0446	Cellular Component	Mega	Background	0
GO:1902555	endoribonuclease complex	22	1	0.05	24	0.0446	0.0446	Cellular Component	Mega	Background	0
GO:0030134	COPII-coated ER to Golgi transport vesic...	24	1	0.05	25	0.0486	0.0486	Cellular Component	Mega	Background	0
GO:0070971	endoplasmic reticulum exit site	24	1	0.05	26	0.0486	0.0486	Cellular Component	Mega	Background	0
GO:0071230	cellular response to amino acid stimulus	14	1	0	2	0.00099	0.00099	Biological Process	Mega	Canon Immune	0
GO:1902669	positive regulation of axon guidance	38	1	0	5	0.00268	0.00268	Biological Process	Mega	Canon Immune	0
GO:0050921	positive regulation of chemotaxis	40	1	0	6	0.00282	0.00282	Biological Process	Mega	Canon Immune	0
GO:0050772	positive regulation of axonogenesis	44	1	0	7	0.0031	0.0031	Biological Process	Mega	Canon Immune	0
GO:0035096	larval midgut cell programmed cell death	50	1	0	8	0.00353	0.00353	Biological Process	Mega	Canon Immune	0
GO:0010770	positive regulation of cell morphogenesi...	70	1	0	12	0.00494	0.00494	Biological Process	Mega	Canon Immune	0
GO:0007562	eclosion	78	1	0.01	13	0.0055	0.0055	Biological Process	Mega	Canon Immune	0
GO:0010976	positive regulation of neuron projection...	81	1	0.01	15	0.00572	0.00572	Biological Process	Mega	Canon Immune	0
GO:0045793	positive regulation of cell size	90	1	0.01	17	0.00635	0.00635	Biological Process	Mega	Canon Immune	0
GO:0030307	positive regulation of cell growth	102	1	0.01	19	0.0072	0.0072	Biological Process	Mega	Canon Immune	0
GO:0071902	positive regulation of protein serine/th...	112	1	0.01	20	0.0079	0.0079	Biological Process	Mega	Canon Immune	0
GO:0038202	TORC1 signaling	119	1	0.01	21	0.0084	0.0084	Biological Process	Mega	Canon Immune	0
GO:0008286	insulin receptor signaling pathway	145	1	0.01	23	0.01023	0.01023	Biological Process	Mega	Canon Immune	0
GO:0045666	positive regulation of neuron differenti...	153	1	0.01	25	0.0108	0.0108	Biological Process	Mega	Canon Immune	0
GO:0071375	cellular response to peptide hormone sti...	161	1	0.01	28	0.01136	0.01136	Biological Process	Mega	Canon Immune	0
GO:0032869	cellular response to insulin stimulus	161	1	0.01	29	0.01136	0.01136	Biological Process	Mega	Canon Immune	0
GO:1901653	cellular response to peptide	161	1	0.01	30	0.01136	0.01136	Biological Process	Mega	Canon Immune	0
GO:0043434	response to peptide hormone	164	1	0.01	31	0.01157	0.01157	Biological Process	Mega	Canon Immune	0
GO:0032868	response to insulin	164	1	0.01	32	0.01157	0.01157	Biological Process	Mega	Canon Immune	0
GO:1901652	response to peptide	165	1	0.01	33	0.01164	0.01164	Biological Process	Mega	Canon Immune	0
GO:0009267	cellular response to starvation	175	1	0.01	34	0.01235	0.01235	Biological Process	Mega	Canon Immune	0
GO:0031669	cellular response to nutrient levels	177	1	0.01	36	0.01249	0.01249	Biological Process	Mega	Canon Immune	0
GO:0031668	cellular response to extracellular stimu...	182	1	0.01	37	0.01284	0.01284	Biological Process	Mega	Canon Immune	0
GO:1904397	negative regulation of neuromuscular jun...	194	1	0.01	42	0.01369	0.01369	Biological Process	Mega	Canon Immune	0
GO:0045886	negative regulation of synaptic assembly...	194	1	0.01	43	0.01369	0.01369	Biological Process	Mega	Canon Immune	0
GO:0051964	negative regulation of synapse assembly	196	1	0.01	45	0.01383	0.01383	Biological Process	Mega	Canon Immune	0
GO:1905809	negative regulation of synapse organizat...	196	1	0.01	46	0.01383	0.01383	Biological Process	Mega	Canon Immune	0
GO:1901889	negative regulation of cell junction ass...	201	1	0.01	48	0.01418	0.01418	Biological Process	Mega	Canon Immune	0
GO:0071496	cellular response to external stimulus	212	1	0.01	51	0.01496	0.01496	Biological Process	Mega	Canon Immune	0
GO:0010506	regulation of autophagy	218	1	0.02	52	0.01538	0.01538	Biological Process	Mega	Canon Immune	0
GO:0048640	negative regulation of developmental gro...	265	1	0.02	56	0.0187	0.0187	Biological Process	Mega	Canon Immune	0
GO:0042594	response to starvation	282	1	0.02	59	0.0199	0.0199	Biological Process	Mega	Canon Immune	0
GO:0032870	cellular response to hormone stimulus	287	1	0.02	60	0.02025	0.02025	Biological Process	Mega	Canon Immune	0
GO:0008340	determination of adult lifespan	323	1	0.02	67	0.02279	0.02279	Biological Process	Mega	Canon Immune	0
GO:0010259	multicellular organism aging	331	1	0.02	69	0.02335	0.02335	Biological Process	Mega	Canon Immune	0
GO:0045926	negative regulation of growth	332	1	0.02	70	0.02342	0.02342	Biological Process	Mega	Canon Immune	0
GO:0031667	response to nutrient levels	339	1	0.02	72	0.02392	0.02392	Biological Process	Mega	Canon Immune	0
GO:0007568	aging	341	1	0.02	74	0.02406	0.02406	Biological Process	Mega	Canon Immune	0
GO:0009991	response to extracellular stimulus	344	1	0.02	75	0.02427	0.02427	Biological Process	Mega	Canon Immune	0
GO:0051961	negative regulation of nervous system de...	345	1	0.02	76	0.02434	0.02434	Biological Process	Mega	Canon Immune	0
GO:0009725	response to hormone	352	1	0.02	80	0.02484	0.02484	Biological Process	Mega	Canon Immune	0
GO:0007517	muscle organ development	392	1	0.03	86	0.02766	0.02766	Biological Process	Mega	Canon Immune	0
GO:0051129	negative regulation of cellular componen...	431	1	0.03	87	0.03041	0.03041	Biological Process	Mega	Canon Immune	0
GO:0006914	autophagy	440	1	0.03	90	0.03104	0.03104	Biological Process	Mega	Canon Immune	0
GO:0061919	process utilizing autophagic mechanism	440	1	0.03	91	0.03104	0.03104	Biological Process	Mega	Canon Immune	0
GO:0031329	regulation of cellular catabolic process	452	1	0.03	92	0.03189	0.03189	Biological Process	Mega	Canon Immune	0
GO:0009894	regulation of catabolic process	471	1	0.03	94	0.03323	0.03323	Biological Process	Mega	Canon Immune	0
GO:0007346	regulation of mitotic cell cycle	482	1	0.03	96	0.03401	0.03401	Biological Process	Mega	Canon Immune	0
GO:0045664	regulation of neuron differentiation	502	1	0.04	97	0.03542	0.03542	Biological Process	Mega	Canon Immune	0
GO:0007169	transmembrane receptor protein tyrosine ...	518	1	0.04	100	0.03655	0.03655	Biological Process	Mega	Canon Immune	0
GO:0008582	regulation of synaptic assembly at neuro...	535	1	0.04	101	0.03775	0.03775	Biological Process	Mega	Canon Immune	0
GO:1904396	regulation of neuromuscular junction dev...	548	1	0.04	102	0.03867	0.03867	Biological Process	Mega	Canon Immune	0
GO:0051241	negative regulation of multicellular org...	554	1	0.04	103	0.03909	0.03909	Biological Process	Mega	Canon Immune	0
GO:0051963	regulation of synapse assembly	554	1	0.04	104	0.03909	0.03909	Biological Process	Mega	Canon Immune	0
GO:1901888	regulation of cell junction assembly	561	1	0.04	105	0.03958	0.03958	Biological Process	Mega	Canon Immune	0
GO:0051093	negative regulation of developmental pro...	587	1	0.04	108	0.04142	0.04142	Biological Process	Mega	Canon Immune	0
GO:0050807	regulation of synapse organization	628	1	0.04	114	0.04431	0.04431	Biological Process	Mega	Canon Immune	0
GO:0007167	enzyme linked receptor protein signaling...	674	1	0.05	120	0.04756	0.04756	Biological Process	Mega	Canon Immune	0
GO:0051124	synaptic assembly at neuromuscular junct...	674	1	0.05	121	0.04756	0.04756	Biological Process	Mega	Canon Immune	0
GO:0051726	regulation of cell cycle	693	1	0.05	122	0.0489	0.0489	Biological Process	Mega	Canon Immune	0
GO:0030674	protein-macromolecule adaptor activity	131	1	0.01	1	0.011	0.011	Molecular Function	Mega	Canon Immune	0
GO:0060090	molecular adaptor activity	133	1	0.01	2	0.011	0.011	Molecular Function	Mega	Canon Immune	0
GO:0031931	TORC1 complex	5	1	0	1	4e-04	4e-04	Cellular Component	Mega	Canon Immune	0
GO:0015871	choline transport	2	2	0.06	2	0.001	0.00101	Biological Process	Meli	Background	0
GO:0007529	establishment of synaptic specificity at...	7	3	0.22	3	0.001	0.00101	Biological Process	Meli	Background	0
GO:0050777	negative regulation of immune response	55	7	1.75	4	0.0017	0.00169	Biological Process	Meli	Background	1
GO:0002832	negative regulation of response to bioti...	43	6	1.37	5	0.0022	0.00223	Biological Process	Meli	Background	0
GO:0006631	fatty acid metabolic process	112	10	3.56	6	0.003	0.00297	Biological Process	Meli	Background	0
GO:0043052	thermotaxis	46	6	1.46	7	0.0032	0.00316	Biological Process	Meli	Background	0
GO:0007187	G protein-coupled receptor signaling pat...	84	8	2.67	9	0.0051	0.00514	Biological Process	Meli	Background	0
GO:0007191	adenylate cyclase-activating dopamine re...	12	3	0.38	10	0.0056	0.00565	Biological Process	Meli	Background	0
GO:0002188	translation reinitiation	4	2	0.13	12	0.0058	0.00578	Biological Process	Meli	Background	0
GO:0016320	endoplasmic reticulum membrane fusion	4	2	0.13	13	0.0058	0.00578	Biological Process	Meli	Background	0
GO:0007382	specification of segmental identity, max...	4	2	0.13	14	0.0058	0.00578	Biological Process	Meli	Background	0
GO:0007030	Golgi organization	186	13	5.91	15	0.0065	0.00648	Biological Process	Meli	Background	0
GO:1901679	nucleotide transmembrane transport	13	3	0.41	17	0.0072	0.00717	Biological Process	Meli	Background	0
GO:0070646	protein modification by small protein re...	111	9	3.52	18	0.0088	0.0088	Biological Process	Meli	Background	0
GO:0033313	meiotic cell cycle checkpoint signaling	5	2	0.16	20	0.0094	0.00944	Biological Process	Meli	Background	0
GO:0006167	AMP biosynthetic process	5	2	0.16	21	0.0094	0.00944	Biological Process	Meli	Background	0
GO:0000973	posttranscriptional tethering of RNA pol...	5	2	0.16	22	0.0094	0.00944	Biological Process	Meli	Background	0
GO:0030723	ovarian fusome organization	27	4	0.86	23	0.0099	0.00986	Biological Process	Meli	Background	0
GO:0006888	endoplasmic reticulum to Golgi vesicle-m...	76	7	2.41	24	0.0103	0.01031	Biological Process	Meli	Background	0
GO:0032102	negative regulation of response to exter...	60	6	1.91	25	0.0117	0.01167	Biological Process	Meli	Background	0
GO:0031348	negative regulation of defense response	44	5	1.4	26	0.0124	0.01238	Biological Process	Meli	Background	0
GO:0016579	protein deubiquitination	79	7	2.51	27	0.0126	0.01262	Biological Process	Meli	Background	0
GO:0007193	adenylate cyclase-inhibiting G protein-c...	29	4	0.92	28	0.0127	0.0127	Biological Process	Meli	Background	0
GO:0071897	DNA biosynthetic process	80	7	2.54	29	0.0135	0.01346	Biological Process	Meli	Background	0
GO:1990542	mitochondrial transmembrane transport	62	6	1.97	30	0.0136	0.0136	Biological Process	Meli	Background	0
GO:0032259	methylation	161	11	5.11	31	0.0138	0.01376	Biological Process	Meli	Background	0
GO:2000273	positive regulation of signaling recepto...	6	2	0.19	32	0.0139	0.01386	Biological Process	Meli	Background	0
GO:0060395	SMAD protein signal transduction	6	2	0.19	33	0.0139	0.01386	Biological Process	Meli	Background	0
GO:0010971	positive regulation of G2/M transition o...	6	2	0.19	34	0.0139	0.01386	Biological Process	Meli	Background	0
GO:1902751	positive regulation of cell cycle G2/M p...	6	2	0.19	35	0.0139	0.01386	Biological Process	Meli	Background	0
GO:0030037	actin filament reorganization involved i...	6	2	0.19	36	0.0139	0.01386	Biological Process	Meli	Background	0
GO:0007400	neuroblast fate determination	46	5	1.46	37	0.0148	0.01484	Biological Process	Meli	Background	0
GO:0072499	photoreceptor cell axon guidance	101	8	3.21	38	0.015	0.01499	Biological Process	Meli	Background	0
GO:0036213	contractile ring contraction	17	3	0.54	39	0.0155	0.01552	Biological Process	Meli	Background	0
GO:0000916	actomyosin contractile ring contraction	17	3	0.54	40	0.0155	0.01552	Biological Process	Meli	Background	0
GO:0043414	macromolecule methylation	145	10	4.6	41	0.0173	0.0173	Biological Process	Meli	Background	0
GO:0048193	Golgi vesicle transport	190	12	6.03	43	0.0183	0.0183	Biological Process	Meli	Background	0
GO:0016925	protein sumoylation	7	2	0.22	44	0.019	0.019	Biological Process	Meli	Background	0
GO:0030706	germarium-derived oocyte differentiation	86	7	2.73	45	0.0194	0.0194	Biological Process	Meli	Background	0
GO:0072330	monocarboxylic acid biosynthetic process	107	8	3.4	46	0.0206	0.02055	Biological Process	Meli	Background	0
GO:0001510	RNA methylation	51	5	1.62	48	0.0224	0.02238	Biological Process	Meli	Background	0
GO:0006090	pyruvate metabolic process	51	5	1.62	49	0.0224	0.02238	Biological Process	Meli	Background	0
GO:0006633	fatty acid biosynthetic process	70	6	2.22	50	0.0235	0.02351	Biological Process	Meli	Background	0
GO:0048137	spermatocyte division	35	4	1.11	52	0.0241	0.02413	Biological Process	Meli	Background	0
GO:0031167	rRNA methylation	20	3	0.64	53	0.0243	0.02426	Biological Process	Meli	Background	0
GO:0051036	regulation of endosome size	8	2	0.25	54	0.0248	0.02481	Biological Process	Meli	Background	0
GO:0046129	purine ribonucleoside biosynthetic proce...	8	2	0.25	55	0.0248	0.02481	Biological Process	Meli	Background	0
GO:0051383	kinetochore organization	8	2	0.25	56	0.0248	0.02481	Biological Process	Meli	Background	0
GO:0097494	regulation of vesicle size	8	2	0.25	57	0.0248	0.02481	Biological Process	Meli	Background	0
GO:0042451	purine nucleoside biosynthetic process	8	2	0.25	58	0.0248	0.02481	Biological Process	Meli	Background	0
GO:0006108	malate metabolic process	8	2	0.25	59	0.0248	0.02481	Biological Process	Meli	Background	0
GO:0090092	regulation of transmembrane receptor pro...	113	8	3.59	60	0.0274	0.02745	Biological Process	Meli	Background	0
GO:0030150	protein import into mitochondrial matrix	21	3	0.67	61	0.0277	0.02765	Biological Process	Meli	Background	0
GO:0007280	pole cell migration	54	5	1.71	62	0.0279	0.02791	Biological Process	Meli	Background	0
GO:0035335	peptidyl-tyrosine dephosphorylation	73	6	2.32	63	0.0282	0.02823	Biological Process	Meli	Background	0
GO:0007307	eggshell chorion gene amplification	37	4	1.17	64	0.029	0.02898	Biological Process	Meli	Background	0
GO:0051589	negative regulation of neurotransmitter ...	9	2	0.29	65	0.0312	0.03123	Biological Process	Meli	Background	0
GO:0046929	negative regulation of neurotransmitter ...	9	2	0.29	66	0.0312	0.03123	Biological Process	Meli	Background	0
GO:0045835	negative regulation of meiotic nuclear d...	9	2	0.29	67	0.0312	0.03123	Biological Process	Meli	Background	0
GO:0051447	negative regulation of meiotic cell cycl...	9	2	0.29	68	0.0312	0.03123	Biological Process	Meli	Background	0
GO:0051445	regulation of meiotic cell cycle	22	3	0.7	69	0.0313	0.03128	Biological Process	Meli	Background	0
GO:0007041	lysosomal transport	38	4	1.21	70	0.0316	0.03161	Biological Process	Meli	Background	0
GO:0051294	establishment of spindle orientation	75	6	2.38	71	0.0317	0.03169	Biological Process	Meli	Background	0
GO:0060700	regulation of ribonuclease activity	1	1	0.03	72	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0060701	negative regulation of ribonuclease acti...	1	1	0.03	73	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0060702	negative regulation of endoribonuclease ...	1	1	0.03	74	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0046051	UTP metabolic process	1	1	0.03	75	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0001732	formation of cytoplasmic translation ini...	1	1	0.03	76	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0006864	pyrimidine nucleotide transport	1	1	0.03	77	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0014821	phasic smooth muscle contraction	1	1	0.03	78	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0046952	ketone body catabolic process	1	1	0.03	79	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0001514	selenocysteine incorporation	1	1	0.03	80	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0060699	regulation of endoribonuclease activity	1	1	0.03	81	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0030302	deoxynucleotide transport	1	1	0.03	82	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0006617	SRP-dependent cotranslational protein ta...	1	1	0.03	83	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0016024	CDP-diacylglycerol biosynthetic process	1	1	0.03	84	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0030432	peristalsis	1	1	0.03	85	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0016038	absorption of visible light	1	1	0.03	86	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0046341	CDP-diacylglycerol metabolic process	1	1	0.03	87	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0032223	negative regulation of synaptic transmis...	1	1	0.03	88	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0060066	oviduct development	1	1	0.03	89	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0009588	UV-A, blue light phototransduction	1	1	0.03	90	0.0318	0.03175	Biological Process	Meli	Background	0
GO:1990108	protein linear deubiquitination	1	1	0.03	91	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0033316	meiotic spindle assembly checkpoint sign...	1	1	0.03	92	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0035187	hatching behavior	1	1	0.03	93	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0048621	post-embryonic digestive tract morphogen...	1	1	0.03	94	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0008210	estrogen metabolic process	1	1	0.03	95	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0015870	acetylcholine transport	1	1	0.03	96	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0051311	meiotic metaphase plate congression	1	1	0.03	97	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0008209	androgen metabolic process	1	1	0.03	98	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0015809	arginine transport	1	1	0.03	99	0.0318	0.03175	Biological Process	Meli	Background	0
GO:1901569	fatty acid derivative catabolic process	1	1	0.03	100	0.0318	0.03175	Biological Process	Meli	Background	0
GO:0045040	protein insertion into mitochondrial out...	1	1	0.03	101	0.0318	0.03175	Biological Process	Meli	Background	0
