Gene	AlnLength	Amel	Aflo	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
LOC725854	828	24.76	25.72	30.43	30.68	37.80	32.00	30.19	30.31	33.45	29.35	32.85
LOC725855	240	28.33	28.75	32.50	32.92	43.75	32.50	30.00	32.08	48.33	29.17	32.50
LOC725856	471	32.70	32.91	35.03	34.82	36.31	37.15	34.61	34.82	43.52	34.39	38.22
LOC725859	681	32.01	32.01	35.39	35.68	43.91	36.56	35.83	41.26	43.32	33.63	34.65
LOC725860	1308	46.33	47.17	50.54	50.00	52.60	54.20	52.37	52.22	54.28	51.68	48.47
LOC725864	2094	43.98	44.22	44.99	44.70	53.58	47.47	45.13	45.13	46.56	44.70	45.89
LOC725866	771	26.72	26.85	30.22	30.09	34.63	31.78	29.18	29.31	33.07	29.57	31.13
LOC725867	738	27.91	27.51	31.98	31.30	41.60	33.20	29.54	34.69	37.80	32.38	34.28
LOC725870	3531	54.69	53.89	48.68	48.97	52.79	52.05	54.69	48.97	54.38	54.15	53.36
LOC725871	186	32.26	32.26	38.17	38.71	47.31	46.24	37.63	41.40	52.69	47.31	40.86
LOC725876	384	30.21	31.51	35.42	36.20	47.66	35.68	33.59	35.42	42.97	35.42	33.07
LOC725879	324	22.22	23.77	28.40	29.01	35.49	31.48	28.70	29.94	32.10	28.70	25.31
LOC725880	264	31.82	31.44	34.85	34.09	38.64	34.47	34.09	35.61	39.77	34.47	34.85
LOC725881	357	32.21	31.37	38.66	36.97	41.74	39.22	33.05	38.66	40.62	37.82	35.57
LOC725882	240	37.08	37.50	42.08	42.50	45.42	49.58	40.42	38.75	47.50	44.17	40.00
LOC725883	210	36.67	37.14	37.14	38.57	42.86	42.86	35.71	37.62	42.86	37.62	40.00
LOC725884	336	35.71	34.23	42.26	41.96	49.70	41.07	37.80	39.58	48.21	42.26	42.26
LOC725885	948	54.64	55.38	57.17	56.75	60.86	60.97	60.86	59.39	59.39	57.07	58.33
LOC725886	1821	30.97	30.70	34.32	33.55	43.16	40.20	32.89	36.46	43.71	34.21	34.71
LOC725887	294	26.19	25.85	29.25	28.23	39.80	36.05	29.25	35.37	42.52	27.89	32.65
LOC725889	561	27.27	24.78	31.73	31.91	31.19	31.91	28.70	31.91	36.36	31.19	32.44
LOC725891	2436	48.19	47.62	48.77	49.01	52.05	53.94	50.45	50.53	51.85	49.84	51.27
LOC725893	3012	56.47	53.55	48.94	48.77	51.79	55.28	53.72	53.25	54.08	55.74	51.76
LOC725894	900	57.78	58.11	58.56	58.78	56.67	62.78	59.33	55.89	61.78	59.00	58.78
LOC725895	4800	34.38	34.48	37.65	37.65	43.50	41.94	36.54	39.06	42.38	37.67	41.12
LOC725896	1233	33.82	33.25	36.90	37.06	49.88	37.88	34.96	36.50	38.93	35.04	38.20
LOC725897	963	33.23	33.02	37.69	37.90	46.31	40.91	34.89	37.80	43.72	37.80	35.93
LOC725899	1299	34.49	34.41	37.57	37.49	48.65	42.73	36.87	39.41	42.73	38.03	36.34
LOC725901	588	44.73	45.75	50.85	50.85	56.63	55.78	50.51	52.21	57.82	52.21	52.38
LOC725904	519	28.13	29.09	33.91	33.91	43.93	35.26	31.60	33.33	36.22	32.37	31.60
LOC725905	903	30.01	30.68	34.33	33.67	41.97	35.44	32.34	32.67	42.19	33.00	33.22
LOC725908	3582	27.81	28.56	33.31	32.97	39.00	38.47	30.71	35.40	46.12	32.30	33.19
LOC725909	807	25.28	26.77	32.96	34.20	38.79	34.45	32.09	30.73	39.78	30.98	36.43
LOC725910	3333	29.67	29.67	32.25	32.34	41.94	34.59	31.26	31.92	39.39	33.87	32.79
LOC725915	309	36.57	34.95	36.57	37.86	41.42	36.89	37.54	38.83	40.78	37.86	37.22
LOC725918	357	32.77	32.21	33.05	33.89	43.70	36.69	33.05	35.29	38.10	33.33	32.21
LOC725922	1011	45.60	45.10	51.53	50.94	53.12	54.90	52.42	47.87	44.31	54.80	53.81
LOC725924	1899	56.92	59.19	57.71	59.51	57.93	57.08	60.56	57.98	56.66	64.14	58.35
LOC725925	1692	35.05	35.70	36.35	36.23	39.07	38.06	39.42	41.02	43.62	37.88	39.13
LOC725928	5565	45.09	47.31	47.89	47.67	51.45	52.08	49.20	49.38	54.34	49.96	48.97
LOC725930	927	26.32	26.43	32.36	32.15	37.54	35.92	30.31	32.58	38.83	29.34	32.25
LOC725934	1725	30.96	30.67	36.12	35.59	42.26	39.65	32.81	34.49	42.03	36.81	35.36
LOC725941	2289	28.57	28.09	33.51	34.16	40.24	35.78	31.72	32.50	39.27	31.76	32.55
LOC725942	306	31.70	31.05	36.60	36.93	41.83	37.25	37.58	39.22	45.75	37.91	42.16
LOC725943	384	35.68	35.42	37.24	37.76	45.31	42.97	37.76	39.06	49.22	38.02	38.54
LOC725945	792	41.92	39.65	39.14	39.02	44.57	42.05	41.92	42.55	44.32	38.51	41.16
LOC725947	237	31.22	31.65	32.07	33.33	32.91	34.60	32.91	35.86	40.93	34.18	32.07
LOC725948	843	24.44	24.44	29.66	29.42	35.35	32.74	27.88	29.42	34.16	27.64	30.84
LOC725949	2805	31.09	30.66	34.47	34.37	43.07	41.53	33.80	38.79	44.53	35.15	34.37
LOC725950	3180	32.58	32.04	34.65	34.69	39.75	36.32	34.18	34.91	39.03	33.18	34.91
LOC725951	717	27.34	28.73	31.38	30.54	41.98	32.22	30.54	31.24	35.43	29.85	33.61
LOC725954	699	35.48	34.48	40.20	40.06	52.36	47.07	42.63	47.93	47.07	41.06	43.06
LOC725957	747	30.52	31.06	35.07	33.87	37.75	35.48	32.93	33.73	35.88	32.53	32.26
LOC725960	1089	62.26	62.81	51.24	50.69	55.46	57.30	60.24	56.11	59.78	61.34	57.85
LOC725961	366	28.96	30.33	31.69	31.15	35.79	31.97	27.05	31.42	38.25	34.43	30.87
LOC725966	1455	55.60	57.66	51.62	51.75	55.12	55.88	49.97	51.41	58.97	55.74	57.18
LOC725967	1527	38.31	38.31	47.22	46.69	53.90	54.03	46.10	52.19	54.62	52.91	52.52
LOC725970	3246	47.50	47.04	41.16	41.22	45.56	49.17	39.77	45.35	49.48	38.23	46.33
LOC725976	966	30.54	31.37	34.78	34.58	36.02	38.10	32.92	33.54	39.34	32.82	34.89
LOC725977	477	29.35	30.40	32.91	33.54	33.96	32.29	29.56	32.49	36.69	31.45	32.08
LOC725980	219	38.36	38.81	40.64	39.73	46.58	46.12	39.73	47.49	43.38	40.18	42.01
LOC725981	717	25.52	26.36	31.10	30.54	33.61	34.45	29.85	30.26	40.45	29.85	33.05
LOC725982	2499	32.21	31.89	35.73	35.25	39.86	38.18	34.57	35.01	42.86	35.01	34.93
LOC725983	3564	26.63	27.38	32.32	32.24	36.31	34.09	29.18	30.13	34.54	29.83	30.78
LOC725987	1314	25.65	25.72	30.21	29.83	32.57	30.97	28.77	30.67	34.78	31.28	31.20
LOC725991	699	43.06	35.34	39.48	41.63	46.49	44.64	41.63	42.06	44.64	41.49	43.92
LOC725992	1902	34.70	35.28	46.32	46.11	55.05	45.95	39.75	41.11	41.69	43.80	41.17
LOC725993	4788	29.82	30.33	33.65	33.77	41.10	36.24	33.56	34.88	36.99	31.43	37.57
LOC725999	741	50.34	51.15	55.47	56.01	58.03	58.03	53.98	54.39	57.62	55.47	56.82
LOC726002	3279	30.65	31.20	34.22	34.16	50.99	36.54	33.33	34.49	37.60	34.03	35.32
LOC726007	1644	36.19	36.44	38.63	38.56	50.30	43.25	37.53	37.96	41.85	42.40	39.72
LOC726009	507	33.93	33.53	38.07	37.48	38.26	36.88	35.11	36.29	38.66	36.29	33.53
LOC726013	192	33.85	33.85	39.58	40.62	39.06	38.54	34.38	34.90	44.79	34.90	35.94
LOC726015	714	35.99	34.59	38.52	37.82	44.12	42.44	38.38	38.66	46.08	39.36	41.32
LOC726017	906	53.20	53.64	50.33	50.11	54.97	54.86	51.32	50.88	54.30	45.58	49.45
LOC726020	999	26.33	25.83	30.73	30.33	38.64	31.23	29.73	31.63	37.44	31.43	35.14
LOC726021	2082	61.34	55.72	49.62	49.38	49.28	50.91	48.32	48.22	55.24	49.18	50.53
LOC726024	963	43.61	41.54	43.72	42.37	51.19	48.91	39.77	45.59	55.35	44.86	47.04
LOC726025	1008	28.67	28.47	35.71	35.22	50.69	37.10	32.34	36.81	44.05	37.10	36.21
LOC726027	699	34.05	32.76	35.91	35.77	38.63	38.20	35.62	37.48	41.77	37.91	36.05
LOC726028	924	35.93	35.82	39.83	39.94	46.00	40.37	37.23	42.64	47.40	43.94	42.75
LOC726029	483	32.09	31.68	35.40	35.61	43.27	36.85	35.20	35.40	38.72	36.65	36.44
LOC726030	1899	26.70	26.80	31.12	30.23	46.39	33.49	29.70	32.49	36.97	29.33	31.65
LOC726031	519	57.42	56.84	47.40	46.82	55.49	52.60	49.90	51.83	56.84	47.98	51.45
LOC726033	498	26.71	26.10	32.33	31.73	42.97	37.15	30.52	35.94	41.77	33.33	31.12
LOC726039	147	40.82	43.54	47.62	47.62	45.58	51.02	48.30	48.30	55.78	51.70	46.26
LOC726040	1746	42.55	42.73	44.22	44.73	47.48	50.52	47.94	50.52	50.34	45.93	46.91
LOC726042	315	33.33	34.60	35.87	34.92	38.10	37.78	34.29	38.10	42.86	33.02	41.27
LOC726043	714	31.79	31.79	38.10	37.82	40.48	40.76	34.31	39.08	43.70	37.54	40.62
LOC726045	2424	43.40	42.20	41.50	41.87	50.29	48.97	41.46	44.22	56.23	42.20	44.35
LOC726047	201	36.32	37.31	35.82	35.82	39.80	40.30	36.32	37.81	39.80	37.31	37.81
LOC726053	1758	31.23	31.11	33.11	32.48	44.08	34.87	32.31	32.48	37.66	31.51	33.16
LOC726054	786	27.35	26.97	31.81	31.30	35.62	32.82	30.41	31.42	34.86	30.53	30.92
LOC726056	357	33.61	33.61	37.82	36.69	37.82	42.30	35.57	36.97	41.46	38.38	38.66
LOC726060	1065	45.63	45.82	46.10	46.01	51.27	54.27	46.76	51.83	55.87	46.76	51.36
LOC726061	270	32.22	33.33	37.78	34.81	32.96	38.15	36.30	37.78	42.59	36.67	35.19
LOC726063	1800	30.17	30.06	32.33	32.56	37.11	36.06	32.28	33.00	35.44	32.44	33.39
LOC726065	2214	55.74	54.29	55.87	55.47	57.99	58.04	53.39	54.88	59.30	52.66	53.25
LOC726067	1854	29.18	29.45	34.20	33.93	39.21	35.81	32.20	33.76	38.78	34.74	36.25
LOC726068	660	59.85	60.76	54.39	54.70	59.24	58.33	59.39	54.85	60.15	55.61	54.55
LOC726069	1287	50.12	49.65	49.42	49.18	53.61	52.99	50.19	53.61	54.62	49.42	54.62
LOC726071	1086	25.97	25.87	29.10	28.91	38.49	34.35	28.82	30.57	36.92	29.28	30.85
LOC726072	231	49.78	49.35	54.55	54.55	54.55	54.98	54.11	55.84	55.41	48.48	51.08
LOC726073	1620	30.68	31.05	35.00	35.00	44.44	37.28	33.09	35.93	38.83	34.07	34.26
LOC726074	522	30.08	30.46	33.72	34.10	46.17	38.12	30.27	33.52	43.10	35.44	33.72
LOC726077	1833	24.50	26.13	30.88	29.95	44.19	36.88	29.02	31.31	37.21	30.44	31.10
LOC726080	1620	29.69	29.32	34.75	34.32	38.70	36.73	32.35	33.33	38.21	32.41	34.69
LOC726081	1692	32.92	32.68	35.64	35.70	42.08	38.48	33.69	36.11	40.84	35.76	34.34
LOC726085	360	28.89	29.72	33.61	34.17	33.89	33.89	31.67	33.33	32.78	31.94	31.67
LOC726086	549	33.88	33.52	34.24	33.70	42.62	39.89	34.24	40.98	44.99	32.97	38.43
LOC726092	675	49.04	48.30	52.59	52.30	54.07	57.33	53.19	54.07	54.07	52.89	52.59
LOC726093	3522	43.41	43.27	45.46	44.92	46.91	48.44	45.23	48.61	51.90	46.91	47.27
LOC726094	594	57.07	56.06	50.17	50.84	52.69	55.56	57.74	53.03	52.53	55.22	51.68
LOC726095	1002	32.83	33.03	37.82	37.33	47.70	40.42	38.22	40.22	41.02	39.32	39.52
LOC726096	291	29.55	28.52	32.99	31.96	36.08	37.80	30.58	32.65	44.33	32.30	33.33
LOC726099	891	37.15	36.59	39.73	40.07	45.01	42.42	39.17	41.75	49.61	42.76	41.08
LOC726100	831	24.19	25.03	29.36	28.64	34.42	30.81	29.96	30.93	38.99	29.60	30.20
LOC726102	1224	29.00	28.10	33.33	33.17	43.46	37.66	31.54	33.50	37.50	33.66	33.17
LOC726103	2145	31.05	31.24	35.85	35.80	42.38	39.58	34.64	36.64	40.79	35.71	34.69
LOC726107	1050	28.10	28.57	34.67	34.67	41.33	39.14	33.33	35.90	42.76	35.33	38.19
LOC726108	1086	36.65	36.92	38.58	38.86	49.17	40.24	37.02	37.29	40.33	37.85	40.61
LOC726110	1236	32.20	33.33	36.08	36.17	48.54	40.78	36.25	36.81	40.61	36.17	38.27
LOC726115	1512	36.77	36.51	44.58	44.58	45.04	50.26	43.06	48.88	52.38	45.11	46.23
LOC726118	231	32.47	33.33	34.20	32.03	44.16	35.06	33.33	35.06	40.69	38.53	37.23
LOC726119	3042	50.36	49.57	50.66	50.53	54.04	51.41	52.79	53.65	51.74	50.20	48.75
LOC726120	276	31.16	30.80	36.96	37.32	40.22	38.41	36.59	35.87	41.67	33.33	34.06
LOC726124	900	61.33	60.44	54.44	53.89	54.00	58.00	61.11	57.44	56.89	60.00	57.67
LOC726128	1791	38.69	37.35	41.54	41.99	45.95	45.73	40.03	44.61	49.64	40.98	44.72
LOC726129	423	31.91	31.68	36.64	37.12	40.66	38.53	36.17	36.41	40.90	35.70	37.59
LOC726130	1917	57.28	56.55	52.11	51.85	57.59	53.89	55.66	56.18	53.16	55.14	54.41
LOC726131	198	29.80	30.30	36.36	33.84	34.85	32.83	31.31	31.31	34.34	32.83	30.81
LOC726132	537	26.63	26.26	33.15	33.15	38.18	34.26	31.66	32.03	37.99	31.28	32.77
LOC726133	2034	34.22	34.41	37.36	37.02	44.54	39.23	35.74	35.84	43.31	36.38	35.25
LOC726139	531	29.57	30.32	32.02	32.58	48.21	35.97	29.76	31.64	35.22	34.46	33.71
LOC726145	597	40.20	40.54	40.70	40.70	40.70	40.20	39.36	39.53	40.54	39.53	39.20
LOC726148	1680	55.95	55.77	56.13	55.95	54.88	58.39	57.62	56.13	59.05	57.68	53.87
LOC726150	963	55.56	55.56	48.70	47.87	54.10	55.35	54.10	52.02	55.14	50.78	53.69
LOC726151	558	32.08	30.82	35.84	36.20	39.78	38.89	33.33	35.84	43.91	43.55	38.71
LOC726153	789	52.09	51.71	50.06	49.81	55.64	52.47	52.98	53.11	54.12	46.64	51.84
LOC726155	1125	46.67	49.24	44.44	44.27	49.24	51.02	51.91	49.51	50.49	50.49	49.16
LOC726156	645	31.63	31.78	34.11	33.95	38.29	35.81	32.87	35.04	39.22	32.87	34.88
LOC726158	1824	37.01	36.62	40.35	40.41	46.00	43.80	40.24	43.86	49.34	45.01	47.75
LOC726159	2790	34.59	34.30	37.20	37.24	44.05	38.57	35.13	37.49	44.01	36.20	38.75
LOC726162	957	54.23	55.49	53.29	53.40	54.96	56.64	52.77	52.25	53.08	56.32	52.35
LOC726163	615	31.87	31.71	34.31	34.80	43.25	36.10	34.96	34.47	47.32	34.15	31.38
LOC726164	579	30.40	30.92	32.99	33.68	38.34	38.69	33.16	34.89	36.96	34.20	35.41
LOC726165	1374	55.75	50.00	50.80	50.95	56.04	56.55	48.47	55.17	59.17	50.29	54.80
LOC726167	429	43.12	43.82	46.15	45.92	51.28	45.45	50.35	45.22	49.65	44.76	50.82
LOC726171	492	35.77	36.79	39.63	39.43	43.70	40.04	38.21	38.82	41.87	39.02	40.45
LOC726172	846	34.28	34.52	38.42	38.65	39.60	38.89	36.88	37.94	43.50	37.47	37.12
LOC726174	204	35.78	35.78	38.24	37.25	44.61	37.25	35.29	39.22	38.73	38.24	40.20
LOC726178	1407	38.88	39.23	41.44	41.44	47.76	43.50	40.87	41.72	45.49	42.36	41.51
LOC726179	1902	60.04	58.20	53.36	53.15	56.05	58.57	57.10	57.31	60.57	59.57	60.20
LOC726180	1119	61.57	61.22	53.98	56.21	58.45	60.77	61.22	59.25	59.16	59.43	57.64
LOC726184	1623	48.86	48.24	51.20	51.26	52.19	53.05	50.09	46.89	53.17	51.69	50.09
LOC726185	717	57.04	58.16	51.05	50.63	55.37	56.21	57.88	53.14	53.84	56.62	55.23
LOC726187	2553	34.04	34.51	36.23	36.15	42.77	40.07	36.35	36.51	39.33	36.23	37.52
LOC726189	660	59.39	59.55	52.27	52.73	53.03	55.30	56.21	49.09	56.82	56.52	53.03
LOC726190	2022	46.74	46.59	46.44	46.09	48.66	50.69	46.79	48.12	53.81	46.98	48.32
LOC726197	645	34.42	34.11	36.43	37.21	38.60	38.91	36.43	38.76	38.29	35.50	40.47
LOC726199	612	46.90	47.55	51.14	50.82	52.29	52.78	49.67	50.82	54.90	53.27	49.18
LOC726201	771	50.84	50.32	45.65	45.78	50.97	51.49	47.34	49.68	50.97	43.06	48.38
LOC726204	1062	53.67	51.22	52.54	51.88	55.27	51.22	50.94	52.07	55.27	60.17	51.13
LOC726205	564	34.04	33.69	40.78	40.25	42.20	42.73	37.94	45.39	46.63	37.94	42.38
LOC726206	735	58.78	60.14	53.61	53.20	55.65	58.10	58.10	55.51	56.05	56.87	58.23
LOC726210	1368	56.43	52.12	45.18	45.10	55.85	55.85	46.49	45.25	53.58	49.05	50.29
LOC726212	1641	29.31	29.80	36.44	36.50	43.02	42.41	33.46	34.43	42.41	34.13	33.33
LOC726215	6867	39.54	37.40	34.29	34.08	36.54	35.46	36.04	37.99	37.83	34.73	38.97
LOC726216	1686	29.24	29.83	32.15	32.27	41.99	33.39	31.85	31.55	34.22	31.61	31.20
LOC726219	1047	23.97	24.07	26.84	26.84	33.43	28.18	25.98	28.27	33.33	24.16	28.37
LOC726221	273	37.36	38.10	41.03	41.03	50.92	40.66	38.83	43.96	42.86	39.93	45.42
LOC726223	2364	30.25	29.91	34.60	34.35	38.58	41.58	32.66	34.73	39.68	34.77	34.81
LOC726227	1209	33.00	32.01	37.30	37.22	37.88	43.92	32.84	38.21	42.51	35.57	37.39
LOC726228	2463	55.70	56.76	45.39	45.51	52.25	53.31	52.38	47.67	53.35	51.97	49.33
LOC726229	744	56.18	58.20	49.33	48.92	54.30	54.70	56.45	52.42	54.30	50.94	57.12
LOC726232	615	25.37	25.53	29.76	28.94	33.98	35.28	29.11	30.57	35.93	27.97	30.24
LOC726235	1689	27.83	28.24	32.33	32.15	36.59	33.51	29.31	29.19	33.87	30.14	31.85
LOC726236	1203	44.47	44.64	45.47	45.72	46.30	49.38	44.97	46.30	51.37	50.46	46.55
LOC726237	993	31.52	32.23	34.64	34.34	36.66	36.76	32.53	33.74	37.87	30.51	34.24
LOC726238	312	42.95	43.27	45.19	45.83	53.85	47.76	45.83	48.72	50.96	47.12	50.96
LOC726239	696	27.01	27.01	31.32	31.32	43.39	32.90	29.60	31.03	37.50	32.04	32.33
LOC726240	363	40.50	41.60	45.45	45.18	51.24	44.08	46.83	40.50	49.86	38.84	44.63
LOC726241	2823	31.17	31.24	34.50	34.25	42.76	42.19	33.76	35.07	41.76	33.23	35.39
LOC726243	1101	48.14	49.32	53.68	54.04	55.68	53.04	52.95	53.04	50.05	53.13	51.32
LOC726244	336	30.95	32.74	36.01	36.01	40.18	36.90	35.71	36.90	41.67	34.52	33.93
LOC726253	498	24.10	24.30	30.72	29.72	36.55	31.53	27.91	30.72	37.75	29.52	29.52
LOC726255	657	27.70	26.64	32.57	31.51	41.10	36.83	30.90	33.03	43.53	35.92	35.16
LOC726260	1017	37.27	38.64	43.85	43.56	47.89	50.84	43.76	45.53	49.85	45.03	45.82
LOC726262	3531	38.69	39.34	44.12	43.95	51.46	51.91	42.68	43.30	50.69	45.20	44.94
LOC726264	831	34.06	33.81	35.02	34.66	43.08	39.59	32.61	34.90	38.03	38.87	35.74
LOC726265	678	31.12	31.42	34.51	33.78	36.58	36.73	33.63	33.78	39.68	33.78	35.10
LOC726268	336	42.86	44.64	44.94	44.35	53.87	49.70	43.45	49.40	52.98	43.45	44.64
LOC726269	579	29.53	29.02	34.54	33.33	44.21	38.69	33.85	37.48	45.77	40.24	36.44
LOC726270	459	40.31	40.31	45.10	44.88	48.15	47.28	41.39	42.27	50.11	47.93	42.05
LOC726272	5604	31.50	31.48	34.90	34.80	42.26	41.24	33.87	40.40	49.70	34.64	38.69
LOC726273	1779	38.45	38.28	40.36	40.25	47.39	40.81	39.80	39.24	42.78	39.35	41.37
LOC726279	144	27.78	26.39	28.47	28.47	36.81	27.78	28.47	27.08	34.72	29.86	29.86
LOC726282	354	52.26	51.13	53.11	52.54	54.52	57.63	53.11	57.06	57.34	54.52	54.80
LOC726284	777	62.03	61.90	59.07	59.20	59.33	61.00	63.06	60.23	60.23	57.27	62.16
LOC726289	576	47.74	47.40	51.04	51.91	52.78	56.77	55.73	56.60	59.55	57.12	56.42
LOC726291	3297	32.00	31.94	35.88	35.70	43.10	37.43	34.39	34.18	37.55	37.34	34.58
LOC726298	879	48.92	47.90	50.28	49.94	53.36	49.15	53.13	49.26	51.99	50.40	49.15
LOC726302	639	64.32	63.38	60.56	59.94	61.50	59.31	62.13	59.00	63.85	62.44	61.03
LOC726303	807	30.36	30.48	32.59	33.46	38.41	33.33	32.22	33.09	37.79	34.20	34.08
LOC726304	795	37.99	36.98	40.13	40.25	48.43	47.92	40.50	45.79	49.69	44.15	41.64
LOC726307	3168	47.79	46.50	47.79	47.85	56.38	57.35	48.86	51.07	59.88	48.45	52.62
LOC726310	2352	27.17	27.64	32.61	32.48	39.67	37.80	30.06	31.46	41.50	34.95	32.65
LOC726312	585	37.95	38.46	41.37	42.05	50.77	45.64	37.78	42.39	45.30	41.88	38.80
LOC726315	1443	27.58	27.72	30.21	30.49	35.69	33.13	28.55	30.63	35.90	27.86	32.29
LOC726316	261	30.65	29.50	34.87	33.72	39.85	36.40	31.42	33.33	35.25	36.02	32.18
LOC726318	930	43.87	43.33	48.39	47.85	54.52	55.59	46.24	49.14	54.41	49.25	50.11
LOC726321	420	53.10	52.14	45.48	46.43	51.43	50.24	42.86	47.14	53.81	43.10	42.86
LOC726322	2145	56.78	55.57	48.48	48.34	52.07	53.33	53.89	52.03	51.70	50.82	49.32
LOC726325	3993	33.41	33.48	36.29	35.96	40.72	42.02	36.44	37.89	41.95	35.91	37.87
LOC726326	672	28.57	28.87	32.59	31.85	40.03	34.97	30.06	34.52	41.22	31.10	32.74
LOC726330	417	42.45	41.97	44.36	44.12	47.96	49.40	44.60	42.45	50.12	48.92	44.36
LOC726335	1962	58.51	58.26	55.50	55.35	58.92	55.35	57.34	57.03	58.77	56.63	57.65
LOC726336	2097	37.05	37.10	39.91	39.68	50.79	46.73	37.96	39.20	49.17	48.31	38.96
LOC726337	348	39.37	37.36	40.52	40.23	47.99	41.09	40.80	41.67	48.28	39.94	48.28
LOC726339	4566	31.27	31.58	38.00	37.98	52.39	46.74	35.09	42.73	51.47	41.39	38.83
LOC726341	666	26.13	27.18	32.13	32.13	33.93	33.33	29.13	32.28	33.93	30.18	31.68
LOC726347	1053	35.71	35.52	40.46	39.89	37.80	48.62	40.93	42.36	45.39	40.08	42.55
LOC726348	1572	28.75	29.52	34.92	34.67	37.09	38.42	33.14	37.21	42.94	34.16	37.15
LOC726350	1212	54.46	53.47	49.17	48.84	49.26	52.48	47.94	51.16	52.64	48.35	49.83
LOC726352	483	47.41	48.45	48.86	49.48	48.03	51.14	49.90	51.35	54.45	50.93	51.97
LOC726353	1836	44.12	44.23	51.20	51.09	54.96	54.25	51.85	55.72	57.19	49.89	56.97
LOC726354	3036	34.62	35.28	43.54	43.54	47.07	47.60	40.05	48.75	50.33	48.75	47.92
LOC726358	8532	35.82	34.47	38.15	38.03	46.62	46.72	36.52	40.19	50.73	38.19	42.30
LOC726361	648	37.81	37.04	44.14	45.06	42.59	47.07	46.45	44.29	48.15	49.54	43.52
LOC726362	1542	32.81	33.07	44.81	44.29	45.46	48.57	44.81	46.95	43.13	42.61	42.87
LOC726363	1182	24.96	25.04	30.37	30.37	38.16	30.29	27.83	29.53	31.64	28.68	30.12
LOC726364	729	32.24	32.24	36.08	35.80	40.19	36.35	33.20	35.94	39.37	34.98	35.12
LOC726365	765	34.51	34.64	37.52	37.39	44.31	43.66	34.51	38.30	43.66	38.17	38.17
LOC726367	1911	35.16	36.05	41.97	41.97	42.75	46.89	40.55	36.79	50.92	49.61	45.16
LOC726368	1599	33.65	34.08	36.84	36.65	41.84	39.40	36.27	39.71	46.65	36.77	37.46
LOC726369	342	30.99	30.41	36.26	34.50	36.84	37.43	34.21	36.55	43.57	35.09	38.60
LOC726371	645	36.28	36.12	39.38	40.93	41.09	47.60	41.09	46.05	53.80	40.00	45.89
LOC726373	1548	26.87	27.45	30.88	31.14	43.41	36.95	30.04	31.85	40.05	31.78	29.33
LOC726375	1089	49.13	50.78	49.86	50.32	53.17	55.56	51.42	54.45	54.45	49.49	54.91
LOC726379	2220	26.49	27.03	30.09	29.73	36.40	33.06	29.68	30.95	42.03	29.50	30.00
LOC726380	765	30.72	31.11	37.12	36.34	48.76	40.26	33.20	41.44	47.58	36.08	35.69
LOC726383	510	27.65	27.84	31.57	31.96	35.88	33.53	28.24	29.22	33.92	31.18	33.53
LOC726385	978	23.82	24.54	28.53	28.12	35.79	34.15	26.18	29.75	36.71	31.80	29.86
LOC726389	1062	30.98	30.89	32.49	32.58	37.66	34.18	32.02	32.86	35.59	32.11	34.56
LOC726394	4371	34.48	32.85	39.67	39.35	44.06	45.87	44.04	43.95	43.58	47.17	43.97
LOC726397	747	25.17	25.17	31.86	32.26	38.82	32.40	28.11	28.78	32.53	36.68	29.05
LOC726400	582	39.86	40.03	42.44	42.96	45.36	49.14	38.49	45.02	47.77	40.03	42.27
LOC726405	2019	34.03	34.18	39.67	39.72	41.41	39.33	39.13	40.32	46.95	37.64	39.13
LOC726407	1080	52.41	51.85	50.09	50.37	53.15	54.63	53.24	51.48	53.89	51.20	52.31
LOC726408	231	35.06	34.20	38.53	38.10	43.29	41.99	34.63	40.26	47.19	47.19	39.83
LOC726409	552	37.14	37.50	39.86	38.59	44.57	40.22	38.41	41.12	43.66	39.13	40.94
LOC726412	1896	42.35	40.30	40.40	41.09	39.93	45.20	40.66	44.30	41.61	43.51	42.83
LOC726414	1545	61.75	57.93	41.68	41.81	49.58	51.33	48.93	49.00	55.60	42.98	54.11
LOC726416	3039	26.75	27.08	32.87	32.84	46.76	36.39	30.08	34.25	41.36	35.57	33.37
LOC726417	882	28.23	27.55	32.99	31.97	42.40	34.69	32.43	38.32	41.04	36.05	35.83
LOC726418	1101	43.32	41.87	40.05	40.15	45.23	43.78	41.69	42.14	43.69	40.15	42.60
LOC726423	2301	32.51	32.55	39.24	39.42	41.07	48.50	38.37	38.68	49.02	38.77	38.68
LOC726427	615	27.64	27.80	31.54	31.87	41.46	33.33	29.76	32.36	34.63	30.08	30.73
LOC726428	432	31.71	31.94	38.66	38.43	40.51	42.82	40.05	41.44	48.84	39.58	39.58
LOC726429	516	29.65	27.91	37.40	38.57	41.86	41.86	34.88	36.43	38.57	35.47	37.60
LOC726431	1191	30.39	30.39	35.60	34.93	40.72	39.04	34.09	35.52	40.05	38.79	34.09
LOC726432	1860	33.82	33.66	38.87	39.25	41.02	41.40	35.38	39.19	44.89	45.27	38.82
LOC726433	1530	33.53	33.79	38.89	38.24	47.06	47.45	35.49	39.87	43.66	38.04	38.43
LOC726435	1824	32.40	33.22	37.17	36.46	42.21	41.61	36.29	38.93	42.93	37.88	39.91
LOC726436	1080	25.46	26.20	32.04	31.48	39.54	34.07	28.52	31.02	36.30	34.81	30.93
