Gene	SelectedSites	3hit	3H:CMD	3H:Unaffected	2hit	2H:CMD	2H:Unaffected
LOC724517	1024,1049,1050,1052,31,353,358,362,366,367,368,569,79	Pass	1052,1098,333	1024,1049,1050,31,353,358,362,366,367,368,569,79	Pass	1030,1053,1096,247	1024,1049,1050,1052,31,353,358,362,366,367,368,569,79
LOC724552	208,210,212,215,222,229,230,231,232,237,247	Pass		208,210,212,215,222,229,230,231,232,237,247	Pass	17,31,40,6,66,71,96,98	208,210,212,215,222,229,230,231,232,237,247
LOC724592	11,12,15,18,19,21,22,24,30,35,38,4,41,47,48,51,52,53,56,57,6,61,62,63,64,66,7	Pass	1000,1001,1002,11,179,18,286,988,991,992,993,994,996,997	12,15,19,21,22,24,30,35,38,4,41,47,48,51,52,53,56,57,6,61,62,63,64,66,7	Pass	1,1001,1007,172,179,2,286,3,307,509,838,861,988,989,991,992,994,996,997,999	11,12,15,18,19,21,22,24,30,35,38,4,41,47,48,51,52,53,56,57,6,61,62,63,64,66,7
LOC724593	130,133,16,223,263,28,368,615,72	Pass		130,133,16,223,263,28,368,615,72	Pass	174,32,600	130,133,16,223,263,28,368,615,72
LOC724603	1,10,11,16,160,19,2,20,23,24,281,4,6,8,9,931	Pass	128,129,132,133,138,141,142,148,150,4	1,10,11,16,160,19,2,20,23,24,281,6,8,9,931	Pass	1006,1028,128,129,131,132,133,137,138,141,142,144,148,150,151,221,229,8,964	1,10,11,16,160,19,2,20,23,24,281,4,6,9,931
LOC724608	11,114,14,16,19,20,21,22,23,3,5,6,813,910,916,967,968	Pass	982	11,114,14,16,19,20,21,22,23,3,5,6,813,910,916,967,968	Pass	1011,253,324,421,473,501,572,933,965,982	11,114,14,16,19,20,21,22,23,3,5,6,813,910,916,967,968
LOC724656	174,175,177,179,180,182,183,185,188,189,192,214,219,758	Pass		174,175,177,179,180,182,183,185,188,189,192,214,219,758	Pass	217,802	174,175,177,179,180,182,183,185,188,189,192,214,219,758
LOC724660	1,10,11,12,19,2,24,25,27,3,4,5,6,7,8	Pass		1,10,11,12,19,2,24,25,27,3,4,5,6,7,8	Pass	1256,1285,425,429,447,856,857,988	1,10,11,12,19,2,24,25,27,3,4,5,6,7,8
LOC724672	291,52,53,54,56,59	Pass		291,52,53,54,56,59	Pass	509	291,52,53,54,56,59
LOC724700	144,258,260,261,263,268,281,282,284,286,288,290,291,292,299,300,305,308,311,315,316,320,326,332	Pass		144,258,260,261,263,268,281,282,284,286,288,290,291,292,299,300,305,308,311,315,316,320,326,332	Pass		144,258,260,261,263,268,281,282,284,286,288,290,291,292,299,300,305,308,311,315,316,320,326,332
LOC724787	505,536,537,540,548,561	Pass	33,39,464,476,501,514,538,6	505,536,537,540,548,561	Pass	12,243,28,29,32,33,35,39,400,44,460,47,5,507,55,57,60,61,7,80	505,536,537,540,548,561
LOC724823	150,151,152,159,162,163,165,166,168,171	Pass	150,40	151,152,159,162,163,165,166,168,171	Pass	136,40,43,89	150,151,152,159,162,163,165,166,168,171
LOC724843	116,426,428,429,432,433,439,442	Pass		116,426,428,429,432,433,439,442	Pass		116,426,428,429,432,433,439,442
LOC724859	1028,1259,1541,2003,2006,2011,2019,2020,2022,2027,2028,2029,992	Pass		1028,1259,1541,2003,2006,2011,2019,2020,2022,2027,2028,2029,992	Pass	1219,1516	1028,1259,1541,2003,2006,2011,2019,2020,2022,2027,2028,2029,992
LOC724863	10,12,13,14,2,3	Pass	437	10,12,13,14,2,3	Pass	4	10,12,13,14,2,3
LOC724912	1,151,21,22,23,24,25,3,445,539,639,642,643,647,649,653,654,655,658,661,663,671,672,675,677,683,684,689,691,692,694,697,702,706,707,714,715,75,87	Pass	195,470	1,151,21,22,23,24,25,3,445,539,639,642,643,647,649,653,654,655,658,661,663,671,672,675,677,683,684,689,691,692,694,697,702,706,707,714,715,75,87	Pass	140,195,21	1,151,22,23,24,25,3,445,539,639,642,643,647,649,653,654,655,658,661,663,671,672,675,677,683,684,689,691,692,694,697,702,706,707,714,715,75,87
LOC724917	12,13,2,203,247,59,6,73,89	Pass	132	12,13,2,203,247,59,6,73,89	Pass	175,46	12,13,2,203,247,59,6,73,89
LOC724933	1058,1094,1105,1108,1152,209,256,344,376,396,400,407,408,411,415,420,483,554,602,65,670,674,769,787,797,823,942	Pass	401	1058,1094,1105,1108,1152,209,256,344,376,396,400,407,408,411,415,420,483,554,602,65,670,674,769,787,797,823,942	Pass	1107,401,411,497,506,51,538,594,602,670,694,716,769,777,779,805,835	1058,1094,1105,1108,1152,209,256,344,376,396,400,407,408,415,420,483,554,65,674,787,797,823,942
LOC725003	104,105,107,108,109,11,111,112,116,12,122,123,13,130,136,142,143,15,22,29,30,31,35,37,40,42,43,47,52,59,65,67,73,79,8,80,82,88,94,96,97	Pass	134	104,105,107,108,109,11,111,112,116,12,122,123,13,130,136,142,143,15,22,29,30,31,35,37,40,42,43,47,52,59,65,67,73,79,8,80,82,88,94,96,97	Pass	131,134,144,148,17,2,245,42	104,105,107,108,109,11,111,112,116,12,122,123,13,130,136,142,143,15,22,29,30,31,35,37,40,43,47,52,59,65,67,73,79,8,80,82,88,94,96,97
LOC725026	196,210,211,213,222,223,225,226,229,231,232,233,234,73	Pass	108	196,210,211,213,222,223,225,226,229,231,232,233,234,73	Pass	108	196,210,211,213,222,223,225,226,229,231,232,233,234,73
LOC725036	100,102,103,89,90,91,93,94,96,99	Pass		100,102,103,89,90,91,93,94,96,99	Pass	5,68,73,8	100,102,103,89,90,91,93,94,96,99
LOC725044	10,12,13,14,15,16,18,2,20,22,23,28,29,32,325,37,39,7,8	Pass	510	10,12,13,14,15,16,18,2,20,22,23,28,29,32,325,37,39,7,8	Pass	33,510	10,12,13,14,15,16,18,2,20,22,23,28,29,32,325,37,39,7,8
LOC725101	134,139,145,149,150,152,154,155,156,158,160	Pass		134,139,145,149,150,152,154,155,156,158,160	Pass		134,139,145,149,150,152,154,155,156,158,160
LOC725192	101,102,104,109,110,112,114,115,129,132,135,144,150,561,85,87,88,89,90,91,94,98	Pass	583	101,102,104,109,110,112,114,115,129,132,135,144,150,561,85,87,88,89,90,91,94,98	Pass	146,611	101,102,104,109,110,112,114,115,129,132,135,144,150,561,85,87,88,89,90,91,94,98
LOC725220	132,136,137,140,141,142,143,144,146,153,158,159,161,163,165,166,171,173,174,175,176,177,178,183,184,186,191,194,195,197,198,200,204	Pass		132,136,137,140,141,142,143,144,146,153,158,159,161,163,165,166,171,173,174,175,176,177,178,183,184,186,191,194,195,197,198,200,204	Pass	140,161,46,59,68	132,136,137,141,142,143,144,146,153,158,159,163,165,166,171,173,174,175,176,177,178,183,184,186,191,194,195,197,198,200,204
LOC725327	107,108,110,113,114,302,307,309,310,311,312,319,322,324,325,331,332,9	Pass	15	107,108,110,113,114,302,307,309,310,311,312,319,322,324,325,331,332,9	Pass	149,196,224	107,108,110,113,114,302,307,309,310,311,312,319,322,324,325,331,332,9
LOC725328	148,168,242,34,45,55,72	Pass		148,168,242,34,45,55,72	Pass		148,168,242,34,45,55,72
LOC725336	153,223,329,330,333,337,351,356,358,360,361,383	Pass		153,223,329,330,333,337,351,356,358,360,361,383	Pass	16,192,329,330,333,337,360,361,373,374,380,383,392,9	153,223,351,356,358
LOC725354	73,74,76,77,78,80,83,84,85	Pass		73,74,76,77,78,80,83,84,85	Pass		73,74,76,77,78,80,83,84,85
LOC725408	12,13,2,3,4,8,9	Pass		12,13,2,3,4,8,9	Pass	334,42,52	12,13,2,3,4,8,9
LOC725427	19,37,38,6,9	Pass		19,37,38,6,9	Pass		19,37,38,6,9
LOC725453	39,41,42,43,44,45,46,47,54,55,56,57,58,59	Pass		39,41,42,43,44,45,46,47,54,55,56,57,58,59	Pass	25,26,34	39,41,42,43,44,45,46,47,54,55,56,57,58,59
LOC725495	374,375,376,377,380,382,383,384,385,387,389,392,393,394,395,399,401,402,403,410,411,415,416,418,421,422,424,425	Pass	247,248	374,375,376,377,380,382,383,384,385,387,389,392,393,394,395,399,401,402,403,410,411,415,416,418,421,422,424,425	Pass	247,248,422	374,375,376,377,380,382,383,384,385,387,389,392,393,394,395,399,401,402,403,410,411,415,416,418,421,424,425
LOC725546	385,386,396,398,402,408,440,441	Pass		385,386,396,398,402,408,440,441	Pass		385,386,396,398,402,408,440,441
LOC725596	58,67,71,74	Pass		58,67,71,74	Pass	556,7	58,67,71,74
LOC725606	1,171,2,237,240,246,251,252,52,57,58,63,77,8,87	Pass		1,171,2,237,240,246,251,252,52,57,58,63,77,8,87	Pass	15	1,171,2,237,240,246,251,252,52,57,58,63,77,8,87
LOC725611	114,191,211,264,269,294,389	Pass		114,191,211,264,269,294,389	Pass	2,471	114,191,211,264,269,294,389
LOC725623	11,14,15,164,19,3,7	Pass		11,14,15,164,19,3,7	Pass		11,14,15,164,19,3,7
LOC725662	1044,1330,1377,1428,1429,1470,1502,2381,775,809,908,919,922,923	Pass		1044,1330,1377,1428,1429,1470,1502,2381,775,809,908,919,922,923	Pass	2095,2755,335,776	1044,1330,1377,1428,1429,1470,1502,2381,775,809,908,919,922,923
LOC725682	1,10,11,14,15,16,18,2,22,3,5,51,6,7,8,85,9	Pass		1,10,11,14,15,16,18,2,22,3,5,51,6,7,8,85,9	Pass		1,10,11,14,15,16,18,2,22,3,5,51,6,7,8,85,9
LOC725710	1,14,17,18,30,32,33,35,37,38,41,43,44,5	Pass	43,44	1,14,17,18,30,32,33,35,37,38,41,5	Pass		1,14,17,18,30,32,33,35,37,38,41,43,44,5
LOC725837	113,373,544,545,546,549,551,553,555,558,559	Pass	544,6	113,373,545,546,549,551,553,555,558,559	Pass	20,4,43,6	113,373,544,545,546,549,551,553,555,558,559
LOC725860	1,13,187,19,2,227,3	Pass	11,12	1,13,187,19,2,227,3	Pass	14,15,20,37,62,64	1,13,187,19,2,227,3
LOC725864	279,280,453,58,680,681,684,685,692,695,697	Pass		279,280,453,58,680,681,684,685,692,695,697	Pass		279,280,453,58,680,681,684,685,692,695,697
LOC725908	11,1182,236,238,240,292,30,408,413,418,426,454,581,643,7,863,926,994	Pass	274	11,1182,236,238,240,292,30,408,413,418,426,454,581,643,7,863,926,994	Pass	219,274,362,411,586	11,1182,236,238,240,292,30,408,413,418,426,454,581,643,7,863,926,994
LOC725960	133,156,185,190,193,252,254,298,299,300,309,39	Pass	178,179,328	133,156,185,190,193,252,254,298,299,300,309,39	Pass	123,126,153,156,158,161,174,178,179,180,195,200,201,220,252,258,28,282,30,318,319,328,333,338,339,340,341,342,41,42,70,88	133,185,190,193,254,298,299,300,309,39
LOC725992	269,3,333,4,42,43,47,72	Pass	5,6	269,3,333,4,42,43,47,72	Pass	328,350	269,3,333,4,42,43,47,72
LOC726045	257,266,271,272,277,279,280,283,284,285,287,288,291,292,293,297	Pass	295	257,266,271,272,277,279,280,283,284,285,287,288,291,292,293,297	Pass	239	257,266,271,272,277,279,280,283,284,285,287,288,291,292,293,297
LOC726068	144,202,204,210,211,214,217,88	Pass	205	144,202,204,210,211,214,217,88	Pass	136,139,147,20,205,217,218	144,202,204,210,211,214,88
LOC726093	1001,1004,1005,1007,1008,1009,828,960,964,969,972,973,976,977,980,981,982,987,988,990,992,994,995	Pass	1004,1009,483,837,885	1001,1005,1007,1008,828,960,964,969,972,973,976,977,980,981,982,987,988,990,992,994,995	Pass	1071,483,484,837,884,885,946	1001,1004,1005,1007,1008,1009,828,960,964,969,972,973,976,977,980,981,982,987,988,990,992,994,995
LOC726107	1,100,103,105,106,11,17,178,19,201,21,217,25,26,27,28,3,31,33,35,36,37,38,40,41,42,44,47,52,55,58,60,63,65,67,69,7,71,73,77,78,79,8,80,82,83,86,87,88,90,91,94,97,98	Pass		1,100,103,105,106,11,17,178,19,201,21,217,25,26,27,28,3,31,33,35,36,37,38,40,41,42,44,47,52,55,58,60,63,65,67,69,7,71,73,77,78,79,8,80,82,83,86,87,88,90,91,94,97,98	Pass		1,100,103,105,106,11,17,178,19,201,21,217,25,26,27,28,3,31,33,35,36,37,38,40,41,42,44,47,52,55,58,60,63,65,67,69,7,71,73,77,78,79,8,80,82,83,86,87,88,90,91,94,97,98
LOC726129	1,6,7	Pass	1,7	6	Pass	1,58	6,7
LOC726164	178,179,180,181,182,183,184,185,187,189,190	Pass		178,179,180,181,182,183,184,185,187,189,190	Pass		178,179,180,181,182,183,184,185,187,189,190
LOC726167	116,117,118,119,120,122,123,125,126,127,129,130,132,133,136,137,138,139,140,142,143,29,37,49,73	Pass		116,117,118,119,120,122,123,125,126,127,129,130,132,133,136,137,138,139,140,142,143,29,37,49,73	Pass	10,120,127,135,140,142,27,40,48,98	116,117,118,119,122,123,125,126,129,130,132,133,136,137,138,139,143,29,37,49,73
LOC726180	146,147,151,152,153,155,157,158,160,165,168,169,362,363	Pass	157,251,78	146,147,151,152,153,155,158,160,165,168,169,362,363	Pass	251,78	146,147,151,152,153,155,157,158,160,165,168,169,362,363
LOC726215	1279,1378,1476,1806,1828,1943,2053	Pass	1055,1384,568	1279,1378,1476,1806,1828,1943,2053	Pass	1055,1233,135,1568,336,568,594,687,767	1279,1378,1476,1806,1828,1943,2053
LOC726315	1,10,27,28,30,31,38,47,48,5,51,7	Pass		1,10,27,28,30,31,38,47,48,5,51,7	Pass	148,198,212,47	1,10,27,28,30,31,38,48,5,51,7
LOC726339	1104,1138,1275,1469,1505,39,510,588,590,591	Pass		1104,1138,1275,1469,1505,39,510,588,590,591	Pass	953	1104,1138,1275,1469,1505,39,510,588,590,591
LOC726348	355,356,357,358,359,360,361,364,365,369,372,374,375,376,378,379,380,382,384,385,386,390,391,392,394,395,399,401,404,405,411,413,414,416,422,424,427,430,431,433,440,441,442,443,444,447,452,453,455,461,468,469,470,473,474,475,476,478,489,490,500,502,503,508,509,510,517,519,520	Pass		355,356,357,358,359,360,361,364,365,369,372,374,375,376,378,379,380,382,384,385,386,390,391,392,394,395,399,401,404,405,411,413,414,416,422,424,427,430,431,433,440,441,442,443,444,447,452,453,455,461,468,469,470,473,474,475,476,478,489,490,500,502,503,508,509,510,517,519,520	Pass	100,131	355,356,357,358,359,360,361,364,365,369,372,374,375,376,378,379,380,382,384,385,386,390,391,392,394,395,399,401,404,405,411,413,414,416,422,424,427,430,431,433,440,441,442,443,444,447,452,453,455,461,468,469,470,473,474,475,476,478,489,490,500,502,503,508,509,510,517,519,520
LOC726354	118,123,226,349,581,770,773	Pass		118,123,226,349,581,770,773	Pass	1000,198,21,211,22,62,703,773	118,123,226,349,581,770
LOC726380	11,12,16,19,22,24,253,26,28,29,33,38,4,57,6,7,8	Pass		11,12,16,19,22,24,253,26,28,29,33,38,4,57,6,7,8	Pass	128	11,12,16,19,22,24,253,26,28,29,33,38,4,57,6,7,8
LOC726418	111,23,272,298,299,310,311,315,322,324,327,333,335,338,344,348,349,351,353,359,361,363,364,365	Pass		111,23,272,298,299,310,311,315,322,324,327,333,335,338,344,348,349,351,353,359,361,363,364,365	Pass	270,281,3,341	111,23,272,298,299,310,311,315,322,324,327,333,335,338,344,348,349,351,353,359,361,363,364,365
LOC726529	127,129,131,133,135,136	Pass		127,129,131,133,135,136	Pass	129,131,133,135,140,2,5,76	127,136
LOC726579	263,333,334,337,338,347	Pass		263,333,334,337,338,347	Pass	237	263,333,334,337,338,347
LOC726643	156,234,356,359,360,361,364,369,370,371,58,59,64	Pass		156,234,356,359,360,361,364,369,370,371,58,59,64	Pass	121,59,97	156,234,356,359,360,361,364,369,370,371,58,64
LOC726657	1,11,131,14,15,17,19,2,20,21,22,23,24,26,27,29,30,31,32,34,36,37,38,39,4,41,42,43,5,6,7	Pass		1,11,131,14,15,17,19,2,20,21,22,23,24,26,27,29,30,31,32,34,36,37,38,39,4,41,42,43,5,6,7	Pass		1,11,131,14,15,17,19,2,20,21,22,23,24,26,27,29,30,31,32,34,36,37,38,39,4,41,42,43,5,6,7
LOC726673	202,283,287,303,81	Pass		202,283,287,303,81	Pass	1,10,2,264,338	202,283,287,303,81
LOC726735	113,130,183,207,213,215,217,381,549,550,62,661,67,90	Pass		113,130,183,207,213,215,217,381,549,550,62,661,67,90	Pass	382,667	113,130,183,207,213,215,217,381,549,550,62,661,67,90
LOC726895	11,27,30,319,33,34,4,40,59,7,772,775,778	Pass		11,27,30,319,33,34,4,40,59,7,772,775,778	Pass		11,27,30,319,33,34,4,40,59,7,772,775,778
LOC726914	1,13,14,15,16,17,19,2,20,21,23,25,26,298,299,30,31,32,33,35,4,7,8,9	Pass	1,17	13,14,15,16,19,2,20,21,23,25,26,298,299,30,31,32,33,35,4,7,8,9	Pass	131,179,185,21,223,228,264,285,389,8	1,13,14,15,16,17,19,2,20,23,25,26,298,299,30,31,32,33,35,4,7,9
LOC726947	390,480,488,489,490,491	Pass	14,367,479,489,497,499,89,92,98	390,480,488,490,491	Pass	112,154,193,25,362,367,390,416,490,499,64,65,88,92,98	480,488,489,491
LOC726989	1018,1039,1077,1112,795,878,955,974,976,982,984,987,988	Pass	1155	1018,1039,1077,1112,795,878,955,974,976,982,984,987,988	Pass	1155	1018,1039,1077,1112,795,878,955,974,976,982,984,987,988
LOC727022	130,245,284,348	Pass		130,245,284,348	Pass	295	130,245,284,348
LOC727027	110,146,212,308,330,606,95	Pass	202,360	110,146,212,308,330,606,95	Pass	128,95	110,146,212,308,330,606
LOC727108	178,179,180,182,183,184,186,188,189,190,192,193,198,199,200,201,202,203,204,208,210,398,399,513	Pass	184,200,210,477,507	178,179,180,182,183,186,188,189,190,192,193,198,199,201,202,203,204,208,398,399,513	Pass	477,482	178,179,180,182,183,184,186,188,189,190,192,193,198,199,200,201,202,203,204,208,210,398,399,513
LOC727150	1279,1283,1290,1291,1292,1296,1297,216,242,334,466,982	Pass		1279,1283,1290,1291,1292,1296,1297,216,242,334,466,982	Pass		1279,1283,1290,1291,1292,1296,1297,216,242,334,466,982
LOC727180	197,20,21,23,27	Pass		197,20,21,23,27	Pass		197,20,21,23,27
LOC727415	10,18,19,2,20,24,27,3,34,36,39,4,41,42,43,44,45,5,50,51,52,54,55,57,6	Pass		10,18,19,2,20,24,27,3,34,36,39,4,41,42,43,44,45,5,50,51,52,54,55,57,6	Pass	50,6	10,18,19,2,20,24,27,3,34,36,39,4,41,42,43,44,45,5,51,52,54,55,57
LOC727447	416,419,420,496,555,704	Pass	1020,518,549,621	416,419,420,496,555,704	Pass	1020,116,518	416,419,420,496,555,704
LOC727596	237,240,242,244,247,249,250,251,252	Pass	252	237,240,242,244,247,249,250,251	Pass		237,240,242,244,247,249,250,251,252
nAChRa7	12,16,189,3,4,6	Pass		12,16,189,3,4,6	Pass	12,209,256,307,310,335,4,5,6	16,189,3
Per	455,456,457,500	Pass		455,456,457,500	Pass	500,542	455,456,457
Reck	15,301,4,8	Pass	43,802	15,301,4,8	Pass	440,483,641	15,301,4,8
Syt20	360,361,365,370,371,375,378,380,384,388	Pass		360,361,365,370,371,375,378,380,384,388	Pass	296	360,361,365,370,371,375,378,380,384,388
Tg	173,262,355,454,455,483,487,489,490,491,493	Pass	485,489	173,262,355,454,455,483,487,490,491,493	Pass	109,12,122,13,166,18,20,248,392,464,466,489,49,491,492,529,530,531,614,626,74,8	173,262,355,454,455,483,487,490,493
Tspan6	103,181,193,196	Pass	142,204,56	103,181,193,196	Pass	103,104,124,139,142,144,178,193,196,201,202,204,88	181
Vg	102,105,1174,122,1234,127,137,1419,238,673,787	Pass		102,105,1174,122,1234,127,137,1419,238,673,787	Pass	112,1236,124,13,1309,151,1514,1561,1562,162,1631,339,344,424,558,64,663,737,792,992	102,105,1174,122,1234,127,137,1419,238,673,787
