Gene	dN/dS
LOC410101	  0.07448
LOC410102	  0.05480
LOC410106	  0.08508
LOC410108	  0.06007
LOC410115	  0.01193
LOC410119	  0.03496
LOC410120	  0.03975
LOC410121	  0.14426
LOC410122	  0.06372
LOC410128	  0.12927
LOC410129	  0.10284
LOC410130	  0.21286
LOC410132	  0.08770
LOC410133	  0.03751
LOC410142	  0.03356
LOC410144	  0.05018
LOC410148	  0.15240
LOC410162	  0.10075
LOC410169	  0.03119
LOC410174	  0.09920
LOC410178	  0.03216
LOC410184	  0.00652
LOC410188	  0.00528
LOC410189	  0.08514
LOC410194	  0.11455
LOC410195	  0.02266
LOC410198	  0.12525
LOC410200	  0.09739
LOC410201	  0.05766
LOC410202	  0.08476
LOC410205	  0.04841
LOC410207	  0.07536
LOC410208	  0.00966
LOC410216	  0.05474
LOC410217	  0.01397
LOC410218	  0.09792
LOC410219	  0.03741
LOC410223	  0.05165
LOC410225	  0.04245
LOC410228	  0.01440
LOC410231	  0.01714
LOC410234	  0.04066
LOC410235	  0.05211
LOC410238	  0.06078
LOC410253	  0.03777
LOC410259	  0.01615
LOC410266	  0.05116
LOC410271	  0.04836
LOC410280	  0.00789
LOC410288	  0.10111
LOC410290	  0.06745
LOC410301	  0.14594
LOC410305	  0.02876
LOC410306	  0.00619
LOC410315	  0.02259
LOC410319	  0.10203
LOC410320	  0.09824
LOC410322	  0.02207
LOC410324	  0.07631
LOC410326	  0.10951
LOC410334	  0.07743
LOC410339	  0.17292
LOC410340	  0.07238
LOC410344	  0.08849
LOC410348	  0.05370
LOC410350	  0.10427
LOC410353	  0.17424
LOC410354	  0.04944
LOC410357	  0.01439
LOC410363	  0.10799
LOC410368	  0.04768
LOC410370	  0.07815
LOC410380	  0.06428
LOC410385	  0.04222
LOC410386	  0.04835
LOC410387	  0.05070
LOC410388	  0.10397
LOC410390	  0.00984
LOC410394	  0.03814
LOC410398	  0.08723
LOC410403	  0.04881
LOC410405	  0.05494
LOC410408	  0.06620
LOC410410	  0.09134
LOC410424	  0.05054
LOC410427	  0.00355
LOC410429	  0.16718
LOC410432	  0.05216
LOC410434	  0.01484
LOC410446	  0.04037
LOC410447	  0.04748
LOC410449	  0.05614
LOC410459	  0.02536
LOC410462	  0.14584
LOC410464	  0.05877
LOC410467	  0.06266
LOC410468	  0.05403
LOC410469	  0.09543
LOC410475	  0.07981
LOC410482	  0.06428
LOC410487	  0.04168
LOC410489	  0.06898
LOC410493	  0.06534
LOC410497	  0.03777
LOC410501	  0.03507
LOC410502	  0.01324
LOC410507	  0.05226
LOC410511	  0.05220
LOC410516	  0.03529
LOC410518	  0.04250
LOC410520	  0.15237
LOC410521	  0.09502
LOC410526	  0.06481
LOC410527	  0.05750
LOC410530	  0.10528
LOC410532	  0.13291
LOC410533	  0.06632
LOC410534	  0.05267
LOC410539	  0.16686
LOC410541	  0.10408
LOC410547	  0.03432
LOC410549	  0.03124
LOC410554	  0.10073
LOC410557	  0.25804
LOC410558	  0.10472
LOC410562	  0.01563
LOC410565	  0.04277
LOC410566	  0.13862
LOC410567	  0.20443
LOC410570	  0.10216
LOC410573	  0.06011
LOC410589	  0.06433
LOC410595	  0.02723
LOC410597	  0.08519
LOC410600	  0.07043
LOC410602	  0.14249
LOC410604	  0.01322
LOC410607	  0.03669
LOC410609	  0.09213
LOC410610	  0.02927
LOC410612	  0.07912
LOC410613	  0.07736
LOC410616	  0.08633
LOC410617	  0.07696
LOC410622	  0.07382
LOC410632	  0.00952
LOC410638	  0.05838
LOC410643	  0.04703
LOC410648	  0.04532
LOC410658	  0.13760
LOC410674	  0.00710
LOC410675	  0.03881
LOC410676	  0.10450
LOC410684	  0.06094
LOC410685	  0.03121
LOC410687	  0.12326
LOC410688	  0.01677
LOC410690	  0.08949
LOC410694	  0.03541
LOC410705	  0.20629
LOC410706	  0.04137
LOC410723	  0.10367
LOC410727	  0.20194
LOC410729	  0.17807
LOC410730	  0.12730
LOC410740	  0.11465
LOC410747	  0.08040
LOC410749	  0.10050
LOC410752	  0.08406
LOC410753	  0.03467
LOC410754	  0.09090
LOC410755	  0.07422
LOC410758	  0.11810
LOC410763	  0.07603
LOC410772	  0.06950
LOC410782	  0.06027
LOC410784	  0.16583
LOC410791	  0.15109
LOC410792	
LOC410796	  0.05422
LOC410799	  0.05178
LOC410802	  0.04766
LOC410804	  0.11823
LOC410805	  0.23268
LOC410809	  0.02031
LOC410816	  0.07143
LOC410819	  0.06225
LOC410823	  0.03439
LOC410824	  0.07012
LOC410828	  0.06449
LOC410833	  0.11604
LOC410838	  0.01915
LOC410849	  0.02109
LOC410851	  0.05343
LOC410854	  0.12897
LOC410856	  0.19554
LOC410862	  0.14656
LOC410863	  0.02622
LOC410864	  0.12190
LOC410865	  0.19230
LOC410869	  0.03188
LOC410871	  0.05023
LOC410872	  0.07485
LOC410875	  0.05075
LOC410876	  0.12866
LOC410877	  0.06574
LOC410878	  0.08640
LOC410883	  0.08511
LOC410886	  0.10292
LOC410887	  0.01607
LOC410890	  0.11246
LOC410891	  0.09782
LOC410894	  0.26188
LOC410896	  0.01677
LOC410897	  0.03701
LOC410905	  0.09642
LOC410906	  0.02101
LOC410920	  0.09689
LOC410922	  0.02950
LOC410924	  0.07174
LOC410933	  0.06999
LOC410936	  0.21608
LOC410941	  0.12504
LOC410953	  0.11240
LOC410958	  0.05144
LOC410961	  0.06230
LOC410964	  0.09454
LOC410967	  0.02308
LOC410968	  0.04147
LOC410970	  0.03035
LOC410979	  0.08822
LOC410980	  0.04285
LOC410987	  0.13213
LOC410989	  0.02740
LOC410997	  0.07444
LOC410998	  0.02251
LOC410999	  0.11048
LOC411003	  0.09803
LOC411009	  0.04657
LOC411011	  0.13524
LOC411019	
LOC411024	  0.08480
LOC411036	  0.13389
LOC411038	  0.03669
LOC411044	  0.02625
LOC411047	  0.05360
LOC411052	  0.07841
LOC411059	  0.09237
LOC411062	  0.03756
LOC411065	  0.05799
LOC411068	  0.03707
LOC411069	  0.01981
LOC411072	  0.07635
LOC411073	  0.09389
LOC411076	  0.17733
LOC411077	  0.04294
LOC411080	  0.07433
LOC411081	  0.06097
LOC411090	  0.14105
LOC411093	  0.03994
LOC411095	  0.03464
LOC411102	  0.04834
LOC411103	  0.21357
LOC411104	  0.06470
LOC411105	  0.11473
LOC411106	  0.09119
LOC411121	  0.02890
LOC411126	  0.13930
LOC411134	  0.00755
LOC411141	  0.03885
LOC411142	  0.12338
LOC411144	  0.04215
LOC411145	  0.04707
LOC411150	  0.15416
LOC411154	  0.06665
LOC411156	  0.15076
LOC411158	  0.06880
LOC411172	  0.06440
LOC411173	  0.05436
LOC411176	  0.10105
LOC411177	  0.03631
LOC411182	  0.02590
LOC411183	  0.19360
LOC411186	  0.12832
LOC411192	  0.09673
LOC411193	  0.02299
LOC411194	  0.00957
LOC411195	  0.02735
LOC411196	  0.15097
LOC411199	  0.03754
LOC411200	  0.04519
LOC411204	  0.03730
LOC411207	  0.01837
LOC411213	  0.05248
LOC411215	  0.04582
LOC411217	  0.17753
LOC411227	  0.04332
LOC411230	  0.07665
LOC411231	  0.03797
LOC411240	  0.09141
LOC411245	  0.01412
LOC411252	  0.04709
LOC411255	  0.13606
LOC411262	  0.05333
LOC411265	  0.01316
LOC411266	  0.04891
LOC411269	  0.05398
LOC411272	  0.12209
LOC411273	  0.05892
LOC411279	  0.01478
LOC411290	  0.08411
LOC411291	  0.05519
LOC411293	  0.08469
LOC411296	  0.03632
LOC411297	  0.05313
LOC411304	  0.08703
LOC411305	  0.12563
LOC411307	  0.08565
LOC411315	  0.02080
LOC411320	  0.05970
LOC411327	  0.04645
LOC411338	  0.04345
LOC411340	  0.10885
LOC411345	  0.12425
LOC411349	  0.06596
LOC411353	  0.21394
LOC411355	  0.13945
LOC411361	  0.11864
LOC411362	  0.10385
LOC411364	  0.08489
LOC411366	  0.05676
LOC411371	  0.09232
LOC411372	  0.08775
LOC411380	  0.02166
LOC411392	  0.01160
LOC411396	  0.04607
LOC411403	  0.16936
LOC411407	  0.11265
LOC411411	  0.12466
LOC411412	  0.07891
LOC411415	  0.01634
LOC411417	  0.10827
LOC411420	  0.09343
LOC411433	  0.08477
LOC411435	  0.03434
LOC411450	  0.08687
LOC411459	  0.05101
LOC411465	  0.01012
LOC411469	  0.02950
LOC411472	  0.04975
LOC411481	  0.05293
LOC411482	  0.13040
LOC411483	  0.06862
LOC411491	  0.05812
LOC411492	  0.13283
LOC411493	  0.06104
LOC411494	  0.09979
LOC411495	  0.08559
LOC411502	  0.05424
LOC411503	  0.00451
LOC411507	  0.04502
LOC411515	  0.00340
LOC411525	  0.08208
LOC411526	  0.06001
LOC411529	  0.05988
LOC411531	  0.08321
LOC411535	  0.07288
LOC411538	  0.00436
LOC411539	  0.06007
LOC411541	  0.11082
LOC411546	  0.09842
LOC411548	  0.01577
LOC411553	  0.05578
LOC411554	  0.08527
LOC411555	  0.04171
LOC411557	  0.03170
LOC411568	  0.10415
LOC411570	  0.07501
LOC411572	  0.08094
LOC411573	  0.08657
LOC411575	  0.09988
LOC411576	  0.03777
LOC411581	  0.12187
LOC411582	  0.03499
LOC411585	  0.04808
LOC411586	  0.06546
LOC411591	  0.05916
LOC411595	  0.05088
LOC411596	  0.10650
LOC411599	  0.07221
LOC411600	  0.06804
LOC411603	  0.06743
LOC411611	  0.01419
LOC411612	  0.04242
LOC411614	  0.10744
LOC411619	  0.06204
LOC411622	  0.06427
LOC411629	  0.04451
LOC411630	  0.06902
LOC411638	  0.18888
LOC411640	  0.03877
LOC411642	  0.03195
LOC411647	  0.05349
LOC411651	  0.07823
LOC411653	  0.05414
LOC411655	  0.02141
LOC411658	  0.02880
LOC411661	  0.04337
LOC411662	  0.08153
LOC411670	  0.05404
LOC411671	  0.04809
LOC411675	  0.07444
LOC411677	  0.07042
LOC411679	  0.02309
LOC411685	  0.08068
LOC411692	  0.04957
LOC411693	  0.04101
LOC411695	  0.06183
LOC411696	  0.02912
LOC411697	  0.09113
LOC411705	  0.04028
LOC411707	  0.13225
LOC411718	  0.19199
LOC411720	  0.03794
LOC411723	  0.05483
LOC411725	  0.04211
LOC411727	  0.05132
LOC411729	  0.06052
LOC411734	  0.08061
LOC411738	  0.03813
LOC411742	  0.03006
LOC411744	  0.01403
LOC411746	  0.04794
LOC411750	  0.10529
LOC411756	  0.07830
LOC411758	  0.05259
LOC411766	  0.16229
LOC411769	  0.03032
LOC411771	  0.09362
LOC411772	  0.06275
LOC411774	  0.04743
LOC411775	  0.05937
LOC411778	  0.00781
LOC411779	  0.06549
LOC411780	  0.04215
LOC411781	  0.21155
LOC411786	  0.01418
LOC411790	  0.16031
LOC411793	  0.03829
LOC411795	  0.11754
LOC411797	  0.11115
LOC411802	  0.09662
LOC411805	  0.13786
LOC411808	  0.07027
LOC411809	  0.18226
LOC411813	  0.07945
LOC411815	  0.08179
LOC411822	  0.16317
LOC411832	  0.07427
LOC411833	  0.10764
LOC411836	  0.06537
LOC411841	  0.13216
LOC411845	  0.08074
LOC411846	  0.16767
LOC411849	  0.08398
LOC411857	  0.03824
LOC411858	  0.05047
LOC411864	  0.05700
LOC411870	  0.09000
LOC411881	  0.02799
LOC411886	  0.04330
LOC411888	  0.04704
LOC411893	  0.12818
LOC411896	  0.07406
LOC411897	  0.06800
LOC411901	  0.00461
LOC411908	  0.11902
LOC411909	  0.11583
LOC411916	  0.07558
LOC411917	  0.10831
LOC411918	  0.05499
LOC411919	  0.05500
LOC411920	  0.02824
LOC411930	  0.16163
LOC411936	  0.05906
LOC411939	  0.02128
LOC411942	  0.06207
LOC411953	  0.05934
LOC411958	  0.08055
LOC411960	  0.05737
LOC411962	  0.01940
LOC411965	  0.00243
LOC411970	  0.12744
LOC411976	  0.03588
LOC411978	  0.16792
LOC411981	  0.04407
LOC411996	  0.13228
LOC411997	  0.16932
LOC411998	  0.11964
LOC412000	  0.08423
LOC412002	  0.12455
LOC412007	  0.20544
LOC412008	  0.10671
LOC412009	  0.01421
LOC412011	  0.06895
LOC412016	  0.04331
LOC412020	  0.12096
LOC412021	  0.07019
LOC412031	  0.10839
LOC412034	  0.11861
LOC412041	  0.07750
LOC412053	  0.05870
LOC412055	  0.04028
LOC412059	  0.01474
LOC412070	  0.03872
LOC412072	  0.05796
LOC412076	  0.07501
LOC412077	  0.06358
LOC412080	  0.02492
LOC412081	  0.11562
LOC412083	  0.06785
LOC412084	  0.14003
LOC412093	  0.06344
LOC412100	  0.19058
LOC412104	  0.09396
LOC412107	  0.06128
LOC412114	  0.08161
LOC412118	  0.04036
LOC412127	  0.11889
LOC412141	  0.05407
LOC412149	  0.07650
LOC412154	  0.18779
LOC412155	  0.13553
LOC412157	  0.03564
LOC412158	  0.04184
LOC412159	  0.01772
LOC412161	  0.28783
LOC412170	  0.10145
LOC412172	  0.02981
LOC412175	  0.05979
LOC412180	  0.00403
LOC412189	  0.05511
LOC412190	  0.04406
LOC412192	  0.07698
LOC412194	  0.19750
LOC412196	  0.12373
LOC412197	  0.08165
LOC412205	  0.09565
LOC412212	  0.13651
LOC412224	  0.04973
LOC412233	  0.12249
LOC412234	  0.13023
LOC412236	  0.08712
LOC412240	  0.05568
LOC412249	  0.09959
LOC412251	  0.06398
LOC412262	  0.03674
LOC412265	  0.06595
LOC412266	  0.03507
LOC412268	  0.03898
LOC412271	  0.09040
LOC412281	  0.06624
LOC412284	  0.05370
LOC412291	  0.07361
LOC412293	  0.05420
LOC412295	  0.09255
LOC412296	  0.05281
LOC412306	  0.05104
LOC412315	  0.05355
LOC412319	  0.05088
LOC412320	  0.09764
LOC412326	  0.03721
LOC412331	  0.06964
LOC412342	  0.01139
LOC412343	  0.03124
LOC412345	  0.05617
LOC412349	  0.02202
LOC412350	  0.00437
LOC412354	  0.07945
LOC412355	  0.08706
LOC412357	  0.04600
LOC412361	  0.02056
LOC412362	  0.08297
LOC412363	  0.00109
LOC412367	  0.07209
LOC412371	  0.03126
LOC412375	  0.10235
LOC412377	  0.00886
LOC412381	  0.06154
LOC412382	  0.09062
LOC412384	  0.03893
LOC412386	  0.08095
LOC412388	  0.01386
LOC412391	  0.03977
LOC412393	  0.09348
LOC412396	  0.13782
LOC412397	  0.04444
LOC412398	  0.08643
LOC412399	  0.05860
LOC412408	  0.05407
LOC412409	  0.05803
LOC412412	  0.01834
LOC412414	  0.05159
LOC412416	  0.13883
LOC412419	  0.01849
LOC412430	  0.12678
LOC412431	  0.13235
LOC412435	  0.06525
LOC412443	  0.09456
LOC412445	  0.10070
LOC412446	  0.07512
LOC412451	  0.05625
LOC412457	  0.04680
LOC412459	  0.03911
LOC412460	  0.11400
LOC412468	  0.02875
LOC412471	  0.02481
LOC412472	  0.07865
LOC412473	  0.12957
LOC412478	  0.01366
LOC412481	  0.02240
LOC412487	  0.02786
LOC412491	  0.13652
LOC412495	  0.04370
LOC412504	  0.04131
LOC412506	  0.06034
LOC412508	  0.05199
LOC412510	  0.14648
LOC412511	  0.11231
LOC412513	  0.05512
LOC412523	  0.02197
LOC412528	  0.03256
LOC412529	  0.03490
LOC412531	  0.03489
LOC412541	  0.05171
LOC412544	  0.03739
LOC412545	  0.08259
LOC412548	  0.07613
LOC412549	  0.09684
LOC412557	  0.13748
LOC412560	  0.01306
LOC412564	  0.05482
LOC412574	  0.04566
LOC412584	  0.04984
LOC412588	  0.01129
LOC412599	  0.02188
LOC412607	  0.09047
LOC412616	  0.05328
LOC412617	  0.04288
LOC412620	  0.06098
LOC412629	  0.06792
LOC412635	  0.08933
LOC412637	  0.13301
LOC412638	  0.10131
LOC412641	  0.13793
LOC412642	  0.01621
LOC412643	  0.07835
LOC412646	  0.14220
LOC412650	  0.07427
LOC412662	  0.06019
LOC412665	  0.01075
LOC412667	  0.08829
LOC412674	  0.12212
LOC412676	  0.04369
LOC412678	  0.11793
LOC412679	  0.09830
LOC412681	  0.04081
LOC412694	  0.13188
LOC412696	  0.04553
LOC412700	  0.01974
LOC412701	  0.04847
LOC412705	  0.01455
LOC412708	  0.12543
LOC412710	  0.00987
LOC412711	  0.01635
LOC412712	  0.02449
LOC412714	  0.02196
LOC412721	  0.04158
LOC412722	  0.01986
LOC412728	  0.03976
LOC412734	  0.06699
LOC412742	  0.00620
LOC412744	  0.02743
LOC412745	  0.10887
LOC412749	  0.05834
LOC412751	  0.02880
LOC412755	  0.04069
LOC412769	  0.15460
LOC412770	  0.06606
LOC412774	  0.14143
LOC412775	  0.10264
LOC412777	
LOC412782	  0.07954
LOC412784	  0.06964
LOC412787	  0.08682
LOC412799	  0.02314
LOC412806	  0.08992
LOC412815	  0.14123
LOC412823	  0.03789
LOC412824	  0.02307
LOC412825	  0.02062
LOC412832	  0.09597
LOC412834	  0.13297
LOC412835	  0.06259
LOC412837	  0.11727
LOC412838	  0.02054
LOC412842	  0.03481
LOC412850	  0.07949
LOC412853	  0.02986
LOC412858	  0.13211
LOC412859	  0.10912
LOC412862	  0.09100
LOC412864	  0.09613
LOC412866	  0.02495
LOC412868	  0.06133
LOC412880	  0.06508
LOC412885	  0.02616
LOC412888	  0.03470
LOC412896	  0.01462
LOC412898	  0.08322
LOC412913	  0.07553
LOC412917	  0.09115
LOC412919	  0.06801
LOC412924	  0.03285
LOC412926	  0.03358
LOC412927	  0.10278
LOC412928	  0.02779
LOC412929	  0.25146
LOC412932	  0.02528
LOC412944	  0.07512
LOC412949	  0.05210
LOC412954	  0.08504
LOC412965	  0.05899
LOC412966	  0.02034
LOC412972	  0.03289
LOC412976	  0.05727
LOC412985	  0.10372
LOC412997	  0.04966
LOC413000	  0.07351
LOC413005	  0.06073
LOC413012	  0.05772
LOC413014	  0.26850
LOC413018	  0.06074
LOC413024	  0.14179
LOC413025	  0.06704
LOC413029	  0.04320
LOC413034	  0.02127
LOC413036	  0.06742
LOC413040	  0.03959
LOC413043	  0.22986
LOC413046	  0.08869
LOC413053	  0.03294
LOC413055	  0.10083
LOC413063	  0.02514
LOC413064	  0.05045
LOC413068	  0.05219
LOC413069	  0.08347
LOC413078	  0.05886
LOC413080	  0.07433
LOC413081	  0.02739
LOC413086	  0.11818
LOC413089	  0.11394
LOC413096	  0.08011
LOC413099	  0.09968
LOC413103	  0.02671
LOC413113	  0.10421
LOC413117	  0.14886
LOC413120	  0.10738
LOC413121	  0.13634
LOC413123	  0.04504
LOC413125	  0.05372
LOC413128	  0.10071
LOC413129	  0.07243
LOC413132	  0.07602
LOC413134	  0.04281
LOC413138	  0.01718
LOC413139	  0.12900
LOC413141	  0.14561
LOC413142	  0.05774
LOC413144	  0.10147
LOC413145	  0.01879
LOC413146	  0.01834
LOC413154	  0.02692
LOC413165	  0.06859
LOC413167	  0.07310
LOC413169	  0.11142
LOC413170	  0.07396
LOC413171	  0.02361
LOC413173	  0.00704
LOC413181	  0.02835
LOC413183	  0.09711
LOC413184	  0.08694
LOC413185	  0.19318
LOC413190	  0.11021
LOC413192	  0.08259
LOC413195	  0.07806
LOC413197	  0.04682
LOC413200	  0.04514
LOC413205	  0.02237
LOC413207	  0.07697
LOC413209	  0.05033
LOC413222	  0.06877
LOC413223	  0.04833
LOC413224	  0.11596
LOC413239	  0.02566
LOC413244	  0.02581
LOC413248	  0.07118
LOC413252	  0.01867
LOC413253	  0.05122
LOC413259	  0.04036
LOC413265	  0.02391
LOC413266	  0.03815
LOC413267	  0.15293
LOC413274	  0.07911
LOC413280	  0.08027
LOC413285	  0.07200
LOC413286	  0.21365
LOC413288	  0.04478
LOC413293	  0.01631
LOC413296	  0.00740
LOC413299	  0.13923
LOC413303	  0.03164
LOC413310	  0.07297
LOC413313	  0.05941
LOC413314	  0.12106
LOC413318	  0.02459
LOC413319	  0.15136
LOC413328	  0.03647
LOC413332	  0.02429
LOC413333	  0.07683
LOC413334	  0.02202
LOC413340	  0.25670
LOC413341	  0.07205
LOC413344	  0.02765
LOC413345	  0.04138
LOC413350	  0.19782
LOC413351	  0.03473
LOC413362	  0.05820
LOC413363	  0.06354
LOC413372	  0.05529
LOC413376	  0.05469
LOC413377	  0.06733
LOC413378	  0.04930
LOC413385	  0.02555
LOC413386	  0.07702
LOC413390	  0.02496
LOC413391	  0.01670
LOC413400	  0.14814
LOC413404	  0.06303
LOC413407	  0.08884
LOC413410	  0.03340
LOC413416	  0.08346
LOC413418	  0.11998
LOC413423	  0.03089
LOC413425	  0.03286
LOC413429	  0.09852
LOC413437	  0.05396
LOC413438	  0.05312
LOC413441	  0.09561
LOC413451	  0.09851
LOC413466	  0.08088
LOC413467	  0.13065
LOC413468	  0.01197
LOC413470	  0.02887
LOC413474	  0.05009
LOC413478	  0.20604
LOC413484	  0.03357
LOC413486	  0.16618
LOC413488	  0.05777
LOC413491	  0.13849
LOC413493	  0.04825
LOC413494	  0.04428
LOC413498	  0.18022
LOC413499	  0.02928
LOC413500	  0.04265
LOC413512	  0.12463
LOC413523	  0.03464
LOC413524	  0.03367
LOC413525	  0.04633
LOC413531	  0.22520
LOC413543	  0.03882
LOC413545	  0.03636
LOC413547	  0.05943
LOC413548	  0.01891
LOC413549	  0.08501
LOC413551	  0.14293
LOC413560	  0.07970
LOC413582	  0.07128
LOC413588	  0.07821
LOC413590	  0.14602
LOC413594	  0.07468
LOC413596	  0.11349
LOC413605	  0.14184
LOC413613	  0.11174
LOC413618	  0.02193
LOC413620	  0.03198
LOC413623	  0.00600
LOC413625	  0.04546
LOC413631	  0.31202
LOC413649	  0.04869
LOC413653	  0.03163
LOC413655	  0.05476
LOC413657	  0.09413
LOC413666	  0.18232
LOC413667	  0.10618
LOC413675	  0.06169
LOC413676	  0.15123
LOC413677	  0.02556
LOC413680	  0.07547
LOC413690	  0.10609
LOC413691	  0.14283
LOC413697	
LOC413708	  0.05584
LOC413709	  0.08938
LOC413711	  0.05358
LOC413714	  0.11623
LOC413720	  0.08748
LOC413721	  0.23716
LOC413727	  0.04323
LOC413730	  0.06033
LOC413732	  0.04895
LOC413735	  0.10504
LOC413740	  0.20258
LOC413749	  0.16272
LOC413755	  0.04955
LOC413759	  0.11187
LOC413762	  0.10063
LOC413763	  0.08574
LOC413781	  0.17971
LOC413783	  0.07469
LOC413784	  0.12940
LOC413787	  0.09965
LOC413791	  0.03118
LOC413793	  0.08140
LOC413794	  0.11228
LOC413799	  0.05656
LOC413802	  0.04577
LOC413805	  0.06492
LOC413810	  0.12947
LOC413812	  0.01241
LOC413813	  0.02916
LOC413814	  0.01945
LOC413821	  0.05321
LOC413822	  0.02108
LOC413829	  0.01265
LOC413831	  0.06097
LOC413834	  0.08667
LOC413840	  0.12890
LOC413844	  0.02920
LOC413855	  0.08317
LOC413867	  0.05021
LOC413869	  0.07710
LOC413875	  0.02059
LOC413880	  0.08476
LOC413892	  0.07413
LOC413895	  0.05671
LOC413898	  0.08354
LOC413906	  0.11011
LOC413907	  0.19118
LOC413912	  0.04098
LOC413919	  0.07603
LOC413925	  0.12615
LOC413926	  0.10820
LOC413929	  0.07217
LOC413930	  0.03301
LOC413931	  0.05097
LOC413933	  0.12986
LOC413943	  0.01991
LOC413944	  0.09062
LOC413946	  0.04632
LOC413955	  0.02135
LOC413957	  0.02263
LOC413958	  0.12043
LOC413963	  0.00783
LOC413977	  0.03312
LOC413980	  0.04741
LOC413984	  0.12287
LOC413995	  0.12023
LOC413998	  0.08117
LOC414001	  0.08762
LOC414004	  0.03383
LOC414008	  0.05122
LOC414011	  0.07723
LOC414012	  0.07202
LOC414015	  0.02575
LOC414021	  0.06388
LOC414028	  0.04912
LOC414032	  0.04358
LOC414033	  0.05867
LOC414036	  0.13154
LOC414037	  0.02776
LOC414048	  0.06322
LOC550651	  0.02396
LOC550655	  0.01750
LOC550656	  0.01211
LOC550663	  0.04611
LOC550664	  0.03612
LOC550665	  0.04089
LOC550673	  0.02931
LOC550686	  0.03681
LOC550691	  0.12905
LOC550694	  0.02297
LOC550698	  0.01893
LOC550703	  0.09089
LOC550711	  0.03028
LOC550715	  0.02657
LOC550724	  0.07873
LOC550732	  0.07715
LOC550734	  0.08565
LOC550739	  0.08199
LOC550745	  0.05041
LOC550748	  0.08666
LOC550785	  0.06944
LOC550791	  0.04566
LOC550798	  0.06974
LOC550799	  0.01620
LOC550801	  0.04105
LOC550857	  0.01301
LOC550858	  0.10588
LOC550865	  0.13450
LOC550886	  0.09680
LOC550920	  0.03590
LOC550930	  0.11000
LOC550941	  0.26903
LOC550948	  0.14886
LOC550956	  0.03964
LOC550958	  0.07834
LOC550968	  0.11845
LOC550975	  0.18385
LOC550981	  0.03291
LOC550987	  0.07689
LOC550991	  0.01961
LOC550996	  0.08449
LOC551005	  0.10396
LOC551020	  0.06026
LOC551029	  0.00618
LOC551031	  0.14537
LOC551033	  0.24828
LOC551039	  0.08016
LOC551041	  0.06264
LOC551045	  0.01858
LOC551046	  0.04152
LOC551047	  0.11979
LOC551055	  0.05996
LOC551066	  0.09814
LOC551069	  0.02632
LOC551073	  0.05144
LOC551080	  0.18487
LOC551083	  0.16721
LOC551086	  0.11482
LOC551087	  0.09104
LOC551090	  0.07161
LOC551097	  0.07577
LOC551098	  0.29836
LOC551102	  0.01819
LOC551103	  0.04601
LOC551104	  0.11506
LOC551106	  0.02823
LOC551107	  0.02073
LOC551109	  0.15551
LOC551111	  0.17221
LOC551113	  0.06555
LOC551118	  0.08113
LOC551122	  0.17176
LOC551123	  0.65753
LOC551124	  0.05166
LOC551125	  0.00288
LOC551128	  0.00024
LOC551130	  0.08469
LOC551135	  0.08041
LOC551140	  0.08273
LOC551143	  0.06794
LOC551144	  0.02932
LOC551150	  0.15524
LOC551151	  0.05681
LOC551157	  0.03560
LOC551158	  0.16124
LOC551162	  0.03747
LOC551163	  0.04206
LOC551165	  0.05624
LOC551167	  0.03328
LOC551168	  0.03180
LOC551169	  0.05848
LOC551171	  0.11579
LOC551173	  0.08120
LOC551174	  0.03922
LOC551184	  0.01397
LOC551189	  0.15994
LOC551191	  0.05927
LOC551193	  0.04398
LOC551201	  0.06498
LOC551205	  0.07998
LOC551213	  0.13816
LOC551214	  0.04246
LOC551215	  0.20286
LOC551223	  0.24618
LOC551225	  0.01510
LOC551227	  0.25070
LOC551229	  0.05713
LOC551232	  0.06994
LOC551235	  0.01381
LOC551237	  0.08203
LOC551240	  0.11268
LOC551242	  0.03151
LOC551243	  0.15018
LOC551250	  0.11001
LOC551255	  0.08939
LOC551256	  0.14500
LOC551258	  0.08049
LOC551264	  0.05071
LOC551265	  0.01332
LOC551270	  0.01279
LOC551272	  0.02693
LOC551275	  0.03303
LOC551281	  0.09577
LOC551282	  0.20596
LOC551283	  0.03103
LOC551291	  0.01104
LOC551293	  0.03261
LOC551295	  0.03416
LOC551296	  0.15325
LOC551301	  0.08235
LOC551308	  0.23135
LOC551311	  0.06127
LOC551313	  0.01502
LOC551316	  0.08846
LOC551321	  0.14564
LOC551325	  0.05111
LOC551328	  0.02705
LOC551329	  0.05738
LOC551331	  0.00393
LOC551337	  0.02232
LOC551339	  0.05242
LOC551350	  0.05854
LOC551355	  0.01914
LOC551358	  0.07005
LOC551360	  0.01240
LOC551361	  0.11440
LOC551363	  0.08382
LOC551365	  0.11330
LOC551371	  0.01648
LOC551375	  0.13177
LOC551378	  0.08153
LOC551383	  0.06450
LOC551386	  0.00965
LOC551396	  0.03306
LOC551397	  0.10095
LOC551400	  0.07530
LOC551401	  0.07404
LOC551403	  0.04362
LOC551406	  0.11890
LOC551409	  0.04421
LOC551410	  0.00903
LOC551412	  0.01043
LOC551418	  0.03326
LOC551422	  0.17823
LOC551424	  0.02306
LOC551427	  0.03572
LOC551430	  0.07298
LOC551431	  0.07967
LOC551432	  0.05390
LOC551433	  0.12708
LOC551434	  0.11106
LOC551436	  0.04900
LOC551449	  0.10458
LOC551454	  0.09423
LOC551458	  0.05080
